CUMULATIVE PADA INDEX OF METRIC SAIVA TEXTS


Contributors:
Dominic Goodall, Reinhold Gruenendahl, Oliver Hellwig, 
Harunaga Isaacson, Nibedita Rout, S.A.S. Sarma,R. Sathyanarayanan, 
Peter Schreiner, Somadeva Vasudeva, Mei Yang
(For details see the files of the individual texts.)

         


Currently comprising the GRETIL versions of:

BhStc_ = Bhatta Narayana: Stavacintamani
CakBhst_ = Cakrapaninatha: Bhavopaharastotra 
Dka_ = Devikalottara-Agama (Devikalottaragama)
GorS(1)_ / GorS(2)_ = Goraksanatha (=Gorakhnath): Goraksasataka (2 versions)
JsSpst_ = Jnanasambhu: Sivapujastava
KubjT_ = Kubjikamatatantra
MrgT_ = Mrgendragama [or Mrgendratantra]
Saul_ = Saundaryalahari (attrib. to Samkara)
SUp_ = Siva-Upanisad
SvaT_ = Svacchandatantra [or Svacchandabhairavatantra]
ToT_ = Todalatantra
VT_ = Vinasikhatantra



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ð             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ý             253   
visarga                 þ             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




a-u-ma-kàrasaüyuktaü  KubjT_8.59c
varadànodyatakaram  VT_96d
varadà bhaktavatsalà  SvaT_10.1004d
varadàbhayadàyikàü  SUp_6.117b
varadàbhayapàõikam  SvaT_9.8d
varadàbhayapàõibhçt  SvaT_10.27b
varadàbhayapàõi÷ca  SvaT_10.599a
varadàbhayahasta÷ca  SvaT_10.1157c
varadàbhayahastaü ca  SvaT_2.91c
varadàþ sàdhakasya tu  KubjT_25.119d
varade lokapåjite  KubjT_24.118b
varam iùñaü ca labhate  SUp_3.12a
varam iùtaü prayacchanti  VT_306c
vara÷cittaprasàdena  SvaT_14.24a
varaü karma kçtaü param  SUp_7.126b
varaü kle÷o vimuktaye  SUp_7.119d
varaü dattaü vibhàvayet  SvaT_4.521d
varaü dàtuü samudyataþ  KubjT_1.20d
varaü pràrthaya puùkalam  KubjT_12.77d
varaþ sarvàrthasàdhakaþ  SvaT_14.11d
varàïgordhvanitambàdho  KubjT_16.75a
varàbhayakaràõi tu  SvaT_2.108b
varàrohà ca saptamã  SvaT_10.551b
variùñhà ca parà divyà  KubjT_21.98a
variùñhà varavarõinã  SvaT_10.550d
varuõa÷cànilo 'nalaþ  SvaT_10.492d
varuõasya tu dakùiõe  SvaT_10.148b
varuõasya parà tanuþ  SvaT_10.792b
varuõasyàpi cottare  SvaT_10.148d
varuõaü bhåmibãjakam  ToT_3.44d
varuõaü sà vinirdi÷et  SvaT_15.31d
varuõà dvàram àsrità  KubjT_25.110d
varuõàntaü prakalpayet  SvaT_2.169d
varuõà÷ca samãraõaþ  SvaT_2.124b
varuõà sauõóikã viduþ  KubjT_25.107d
varuõà hçtprade÷ataþ  KubjT_25.93b
varuõendrasupåjitàþ  SvaT_10.634b
vareõyàvaradàcaiva  SvaT_10.550c
vargàtãtasya garbhe tu  VT_221a
vargàtãtaü ùaóantaü ca  Stk_19.10c
vargàtãtena kùurikàm  SvaT_2.50a
vargàntanirguõàkràntaü  VT_307c
vargàntanirguõàkhyasya  VT_310a
vargàntanirguõàkhyasya  VT_324a
vargàntarayutasya ca  VT_218b
varco brahmà dvijanmà ca  KubjT_25.225c
varjanà paramàtmatve  SvaT_4.396c
varjayec càpi niryàsaü  SUp_7.91c
varjayet kaulikàn bauddhàn  KubjT_10.146a
varjayedyadi kautukam  Dka_68d
varjitaü pa¤camaü tu tat  KubjT_25.210d
varõa eko 'tra saüsthitaþ  SvaT_4.103b
varõakaõñakasaïkãrõaü  KubjT_16.1c
varõakair và pañe likhet  SUp_6.121b
varõakaiþ kuïkumàdyai÷ ca  SUp_6.148a
varõajàtiprabhedena  SvaT_10.242c
varõatrayamidaü proktaü  SvaT_6.23c
varõanyàsaü tataþ kçtvà  ToT_4.23a
varõanyàsaü samàcaret  ToT_3.62b
varõabhàõóaü tu tatrasthaü  KubjT_15.44c
varõamantrapadàdhvànaü  SvaT_5.87a
varõamàlàü vicintayet  ToT_2.15d
varõamàlàü vicintayet  ToT_3.5d
varõam ekaikasaïkhyayà  KubjT_5.75b
varõayàgakrameõaiva  VT_315a
varõarà÷ikramo j¤eyo  KubjT_4.56c
varõarà÷ir ahaü bhadre  KubjT_1.75a
varõarà÷isamàyuktaþ  KubjT_4.35c
varõaråpam upàgatà  KubjT_6.83b
varõaråpàõyanekadhà  SvaT_7.23d
varõaråpàþ prakà÷itàþ  KubjT_4.8b
varõalakùajapànmantro  MrgT_3.105a
varõasaükhyà mahe÷àni  ToT_5.37c
varõasçùñes tu kartàraü  KubjT_11.88a
varõahãnà parà proktà  KubjT_6.6a
varõaü mukhasamanvitam  KubjT_8.85b
varõaþ ÷abdagataþ teùàm  SvaT_5.77a
varõàõàü ca krameõa tu  KubjT_5.56d
varõàtmakàni tànyatra  SvaT_4.252c
varõàdhvà ca padàtmakaþ  SRtp_87d
varõàdhvànaü nibodha me  SvaT_4.246d
varõàdhvaivaü samàkhyàtaþ  SvaT_4.251c
varõànàm udare yàgaü  VT_292a
varõànàü ca ÷ate dve tu  KubjT_5.31c
varõànàü traya eva ca  SvaT_4.183d
varõànàü prabhum ã÷varam  KubjT_11.87b
varõàntapariveùñitam  KubjT_9.80d
varõàntayàgam ekànte  VT_218c
varõà mantrà÷ca ye smçtàþ  SvaT_7.245d
varõà ye kathità mayà  SvaT_3.25d
varõàrdha÷atikà smçtà  SvaT_4.199d
varõàvarõavivarjitam  KubjT_6.109d
varõàvarõair vyavasthitam  KubjT_25.36d
varõà visargapårvà ye  SRtp_115c
varõà÷ caiva pçthak pçthak  KubjT_5.81b
varõà÷ramasamanvitàn  Dka_48b
varõà÷rità suni÷calà  ToT_6.41d
varõàü÷caiva nibodha me  SvaT_10.183d
varõàþ pràõàtmakàþ sthitàþ  SvaT_4.252d
varõàþ ÷abdàtmakàþ sarve  SvaT_4.247a
varõàþ ùoóa÷a kãrtitàþ  SvaT_4.196b
varõàþ sapta prakãrtitàþ  SvaT_4.172d
varõàþ sapta vilomataþ  SRtp_106b
varõitaü såtranirõayam  KubjT_23.90b
varõituü naiva ÷akyate  ToT_6.17d
varõituü naiva ÷akyate  ToT_6.43b
varõe varõe vyavasthità  Stk_13.3d
varõe÷varã mahàdevã  KubjT_15.67c
varõaikàda÷asaüyuktaü  VT_127a
varõair utpàditàhaü te  KubjT_1.77a
varõaiþ kàraõaùañkaü tu  SvaT_4.430a
varõoccàrakrameõa tu  SvaT_3.22b
varõoccàre na saü÷ayaþ  KubjT_6.12b
varõoccàro bhavetsphuñaþ  SvaT_4.258d
varõo bindustathà nàdo  SvaT_7.229a
varõyate parameùñhinà  SRtp_6d
vartate càntagà parà  KubjT_25.161d
vartate tattvasaühatiþ  SRtp_6b
vartate naca nitya÷aþ  SvaT_12.77b
vartate parame÷vara  ToT_7.31b
vartate madhyamàhvayà  SRtp_75d
vartate yatra lãyate  SRtp_22b
vartate sàdhakottamaþ  KubjT_25.33b
vartate 'sàvanã÷varaþ  SvaT_12.62b
vartante jãva-råpiõaþ  GorS(1)_25d
vartante buddhiyogataþ  SvaT_12.14d
vartamànam atãtàrthaü  KubjT_17.39c
vartamànasya yat phalam  KubjT_10.89b
vartamànà pa÷uùveva  SRtp_168a
vartamànà hi dç÷yante  SRtp_223c
vartamànikakalpe tu  KubjT_15.28a
vartayiùye dvija÷reùñha  MrgT_1,13.39c
vartikarpåragandhayaþ  SvaT_10.549d
vartulàü tu su÷obhanàm  SvaT_5.27b
vartulena viràjitam  SvaT_2.93b
vardhate kàmakrodhena  SvaT_11.109c
vardhate nàsti kevalam  SUp_7.80b
vardhataikaikahelayà  KubjT_17.46d
vardhamànã-m-upàlambhã  KubjT_25.112c
vardhamànyàditaþ kramàt  KubjT_25.113b
vardhayed và kanãyasãm  SUp_6.170b
varmaõàbhyukùaõaü tataþ  Stk_6.1d
varmaõà màyàråpeõàc  SvaT_3.8a
varmaõà veùñayet pa÷càt  SvaT_4.41a
varma netre tathàstraü ca  SvaT_9.22a
varmabhåtena suvrate  SvaT_3.102b
varmàlabdhaistaduccaran  MrgT_3.101d
varmàvaguõñhitaü kçtvà  SvaT_2.158c
varùakoñidvayaü bhogair  SUp_4.35c
varùakoñidvayaü svarge  SUp_6.87c
varùakoñiü mahàbhàgaiþ  SUp_6.62a
varùakoñiü mahàbhogaiþ  SUp_6.28a
varùakoñiü mahàbhogaiþ  SUp_6.53a
varùakoñiü mahàbhogaiþ  SUp_6.232c
varùakoñiü mahàbhogaiþ  SUp_6.235c
varùakoñiü vased divi  SUp_6.102d
varùakoñã÷ caturda÷a  SUp_6.55b
varùakoñyaùñakaü bhogaiþ  SUp_6.54a
varùakoñyaùñakaü bhogaiþ  SUp_6.244c
varùaty adhomukha÷ candro  GorS(1)_58a
varùadvayena mantavyaü  KubjT_23.19c
varùadvàda÷ake caiva  SvaT_7.140c
varùanàmàni teùàü vai  SvaT_10.310a
varùanàmnà ca te 'ïkitàþ  SvaT_10.304b
varùanàmnà tu te 'ïkitàþ  SvaT_10.292b
varùanàmnaiva càïkitàþ  SvaT_10.298d
varùantamamçtaü divyaü  SvaT_7.222a
varùanti ca viùodakam  SvaT_10.432d
varùantyete ca durdine  SvaT_10.431d
varùapårõa÷atena và  KubjT_20.47b
varùamànena divyena  SvaT_11.225a
varùamànaiþ puna÷caiva  SvaT_11.221a
varùamekaü vidhãyate  SvaT_7.135b
varùamekaü sa jãvati  SvaT_7.271b
varùamekaü sa jãvati  SvaT_7.276b
varùamekaü sa jãvati  SvaT_7.283d
varùametat samàkhyàtaü  SvaT_7.52c
varùalakùacatuùñayam  SUp_6.240d
varùalakùaphalapradàþ  SUp_4.46b
varùalakùaü tu yatnataþ  SUp_6.51d
varùalakùaü mahàbhogair  SUp_6.18c
varùalakùaü mahàbhogaiþ  SUp_6.5c
varùalakùaü mahàbhogaiþ  SUp_6.7c
varùalakùaü mahàbhogaiþ  SUp_6.15c
varùalakùaü mahàbhogaiþ  SUp_6.233c
varùalakùaü mahàbhogaiþ  SUp_6.237c
varùalakùaü mahàbhogaiþ  SUp_6.238c
varùalakùaü sa tàvac ca  SUp_6.246c
varùalakùaü sa lakùàrdhaü  SUp_6.236c
varùalokaü pramodate  SUp_6.26d
varùavçndàni catvàri tv  SvaT_11.227c
varùaü kiüpuruùaü nàma  SvaT_10.238a
varùaü caivàtra kurvanti  SvaT_10.441a
varùaü tu parigãyate  SvaT_11.207b
varùaü bhadrajanàkulam  MrgT_1,13.68b
varùaü bhadrà÷vasaüj¤aü ca  SvaT_10.219c
varùaü sarvaguõottamam  SvaT_10.216d
varùàõàm ayutaü sàgraü  SUp_6.4c
varùàõàm yutaü bhogaiþ  SUp_6.6c
varùàõàü ca ÷ate pårõe  SvaT_11.265c
varùàõi kathayàmi te  SvaT_7.49d
varùàõi sapta khyàtàni  SvaT_10.292c
varùàõyasminnibodha me  MrgT_1,13.63d
varùàõyuktàni yàni te  MrgT_1,13.90d
varùàt siddhir yathepsità  KubjT_8.93d
varùàyutàyurnãlàbja-  MrgT_1,13.82a
varùàsu jãrõakañavat  SUp_7.124c
varùàsu vasituü yadà  KubjT_24.144d
varùe dve tu samàkhyàte  SvaT_10.222c
varùe varùe prakartavyaü  KubjT_24.168c
varùaikàda÷akaü priye  SvaT_7.179b
varùaistu mànavairdevi  SvaT_11.219a
valayàkàraråpeõa  ToT_7.5c
valayàkàraråpeõa  ToT_8.9c
valir nando da÷agrãvo  KubjT_2.78c
valãpalitanà÷as tu  KubjT_13.49c
vallakãnàü ca niþsvanaiþ  SvaT_10.479b
vallakãü ca nibodha me  SvaT_14.17d
vavre taü gautamaþ kopà-  MrgT_1,13.104a
va÷am ànayate kùipraü  VT_177c
va÷am ànayate kùipraü  VT_374c
va÷amàyàti bhånàtha  SvaT_13.33c
va÷amàyànti te kùipram  Stk_16.11c
va÷ameti na saü÷ayaþ  SvaT_12.134b
va÷aü yàti varànane  SvaT_2.286b
va÷àdekaiva pa¤cadhà  SRtp_270b
va÷itvaü ca tathà param  SvaT_11.150b
va÷itvaü yadudàhçtam  SvaT_10.1073b
va÷inyàdyàbhis tvàü saha janani saücintayati yaþ  Saul_17b
va÷ãkaraõakarmaõi  VT_296d
va÷ãkaraõakarmàõi  KubjT_8.6a
va÷ãkaraõamuttamam  SvaT_6.59d
va÷ãkaraõamuttamam  SvaT_6.60d
va÷ãkaraõamuttamam  SvaT_6.65b
va÷ãkaraõamuttamam  SvaT_6.66b
va÷ãkartryuccàñanã syàd  SvaT_2.266c
va÷ãbhavati nànyathà  KubjT_8.99b
va÷ãbhavati ràjànaü  KubjT_8.98c
va÷e satatanamraþ syàt  SUp_7.67a
va÷o vai maõóalã bhavet  Stk_16.14d
va÷yakàmo japaü kuryàd  VT_226c
va÷yàkarùaõakarmaõi  VT_349d
va÷yàkarùaõakarmasu  VT_229d
va÷yàkarùaõakarmàõi  VT_358a
va÷yàkarùaõakaü kuryàd  VT_264c
va÷yàkarùaõakàryeùu  VT_87c
va÷yàkarùaõamàraõam  KubjT_13.47d
va÷yàkarùaõamohanam  Dka_72b
va÷yàkarùas tathà nà÷aü  VT_316c
va÷yàkràntistatparij¤ànayogo  MrgT_1,10.30a
va÷yàtmà cetasi sthitaþ  MrgT_4.50d
va÷yàrthe caiva yojayet  KubjT_4.46d
va÷ye jàtiü tu homayet  VT_231d
va÷yoccàñanamàraõe  Stk_16.3b
va÷yo 'nàvçtavãryasya  MrgT_1,2.6c
va÷yo bhavati ÷obhane  KubjT_25.57b
vaùañkàrastathaiva ca  SvaT_10.1060b
vaùaóantaü niyojayet  SvaT_9.82d
vaùaójàtiyutena ca  SvaT_3.110d
vaùaójàtisamanvitam  SvaT_9.74b
vaùaójàtisamanvitam  SvaT_9.92d
vaùaójàtisamopetàü  SvaT_9.90a
vaùatkçtaü japiùyati  VT_394b
vaùadàpyàyane ÷astaü  SvaT_6.96a
va-ùa-madhyagataü guhyam  KubjT_4.102c
va-ùa-madhyagataü gçhya  KubjT_5.35c
vasati tvapratãghàtaþ  SvaT_10.488c
vasatistatra kalpità  SvaT_10.163d
vasatãndãvara÷yàmà  SvaT_10.712c
vasatyo navasàhasràþ  MrgT_1,13.26a
vasantaguõasampannaü  KubjT_1.5c
vasantatilakojjvalàm  KubjT_2.85d
vasantadvãpavàsinyaþ  KubjT_21.97c
vasantam uditaü dçùñvà  KubjT_3.15c
vasantaü mahàsaradvãpam  KubjT_21.13c
vasantaþ sàmanto malayamarudàyodhanarathaþ  Saul_6b
vasanti kinnaràstatra  SvaT_10.150c
vasanti tatra gandharvà  SvaT_10.147a
vasanti tena lokà÷ca  SvaT_10.248a
vasanti ràkùasàþ sadà  SvaT_10.145b
vasante siddhacàraõàþ  SvaT_10.468b
vasantyatra mahàprabhàþ  SvaT_10.945d
vasanty asmin manye balamathanavàñãviñapinàm  Saul_43d
vasantyasmiü÷ca màrute  SvaT_10.430b
vasantyàyudhadevatàþ  SvaT_10.469b
vasantyairàvatàdayaþ  SvaT_10.470b
vasavaþ kathitàhyete  SvaT_10.493c
vasavo 'ùñau prakãrtitàþ  SvaT_10.493b
vasà maõóamihocyate  SvaT_15.11b
vasàmi÷rohyayastuõóas  SvaT_10.86c
vasiùñhapramukhàn çùãn  KubjT_3.27b
vasiùñhà ca varàhà ca  SvaT_10.551a
vasudhàraprayogeõa  SvaT_4.427a
vasumàtçdivàkçtàm  SvaT_8.37d
vasurudradivàkaràþ  SvaT_10.490b
vasec chivapure naraþ  SUp_6.64b
vastu kàryatvadharmakam  MrgT_1,3.1b
vastu ki¤cidacetanam  MrgT_1,10.22b
vastucodyavikalpini  KubjT_4.7b
vastutattvaü padàrthànàü  BhStc_79a
vastuto 'stãti kecana  SRtp_299b
vastunà bàdhyate tu saþ  KubjT_18.108b
vastuni syàt tamaþkçtam  SRtp_258b
vastuno nirvikalpakam  SRtp_226b
vastumàtràtilàlasà  SRtp_186b
vasturåpasvaråpataþ  SvaT_11.14b
vastu loko vijànàti  SRtp_66a
vastu÷ånyàni suvrate  SvaT_11.175d
vaståni vinivedayet  SUp_6.276d
vastrapadàvimukhàhva-  MrgT_1,13.140a
vastraparõàdikalpitam  SUp_6.272d
vastrapåtaü samàcaret  SUp_6.36d
vastrapåtena càmbhasà  SvaT_3.73b
vastrapåtena ÷uddhena  SvaT_2.158a
vastramàlyopa÷obhite  KubjT_19.121b
vastramàlyopahàràõi  KubjT_13.93a
vastram àsanabhåùaõam  SUp_7.12b
vastravàhanabhåùaõam  KubjT_3.69b
vastra÷ayyàsanaü guroþ  SUp_7.27b
vastraü màhe÷varaü yajet  MrgT_3.98d
vastraü samprokùya càstreõa  SvaT_3.125a
vastraü saüprokùya toyena  SvaT_4.60c
vastràpadaü rudrakoñim  SvaT_10.887a
vastràbharaõabhåùitaþ  KubjT_25.32d
vastre granthiü vidhàya ca  ToT_4.4d
vastre vàtha su÷obhane  KubjT_10.113d
vahate dehamadhyataþ  VT_144d
vahaty amba stamberamadanujakumbhaprakçtibhiþ  Saul_74a
vahaty enaü ÷auriþ katham api sahasreõa ÷irasàü  Saul_2c
vahantã sà tu ÷u÷ubhe  SvaT_10.814c
vahantã sundåraü prabalakabarãbhàratimira-  Saul_44a
vahann antar muktàþ ÷i÷iratarani÷vàsaghañitàþ  Saul_61c
vahed bràhmãü dhuraü na kaþ  BhStc_93d
vahedviùuvataikataþ  SvaT_7.200d
vahnikàntàü samuccaret  ToT_3.17d
vahnicaitanyakalpitam  SvaT_2.268d
vahnijàyànvità mantrà  ToT_3.42a
vahnijàyà parà manuþ  ToT_6.20b
vahnijàyàü sure÷vari  ToT_6.52d
vahnidedãpyavarcasam  KubjT_1.3d
vahninà dãpitaü kçtvà  KubjT_7.78a
vahninàmà caturthikà  KubjT_15.6d
vahninà veùñanaü kàryaü  ToT_3.60a
vahninà saünirodhitam  VT_369b
vahnibãjaü na cànyathà  ToT_6.33b
vahnibãjaü binduyuktaü  ToT_3.45a
vahnimaõóalakaü devi  SvaT_2.73a
vahnimaõóalamadhyasthà  KubjT_16.45a
vahnimadhyaü tataþ param  Stk_21.10b
vahnimàtryaþ prakãrtitàþ  KubjT_15.18d
vahnim àdàya tenaiva  VT_40c
vahniyuktaü mahàpràõam  KubjT_7.66c
vahniråpaü ca sundari  ToT_8.20d
vahnisthànàvadhàrità  KubjT_16.31b
vahnisthàs tu tataþ ÷çõu  KubjT_16.13b
vahniü prajvàlya copari  VT_273b
vahniü prajvàlya copari  SvaT_6.78b
vahniþ saüjàyate tasmàd  SvaT_11.317c
vahnã÷vare tathàpy evaü  KubjT_14.16a
vahner eva yathàkramam  VT_41b
vahnestejovatã vahni-  MrgT_1,13.48c
vahneþ pa÷cimadigbhàge  SvaT_10.139c
vahnau naivedyadàpanam  SvaT_3.197d
vahnyàdhàre tathà priye  SvaT_10.376d
vaü÷akàùñhãkavãraõaiþ  SUp_7.56d
vaü÷ajaü dàrujaü vàpi  SUp_6.271a
vaü÷ajànàü nivedane  SUp_6.264d
vaü÷ajàrdhasamaü puõyaü  SUp_6.265c
vaü÷atàlàdisaübhåtaü  SUp_6.60c
vaü÷adhvanisamaprakhyaþ  SvaT_12.149a
vaü÷anàdàntasaünibhaþ  SvaT_4.382d
vaü÷amaïgalakàùñhitàm  SUp_7.52d
vaü÷amaõóalinà dçóham  SUp_6.146d
vaü÷avàditranàdai÷ca  SvaT_10.479c
vaü÷avàditraniþsvanaiþ  SvaT_10.723b
vaü÷avãõàmçdaïgai÷ca  SvaT_10.585a
vaü÷avãõàvidhij¤à÷ca  SvaT_10.456c
vaü÷a÷abdasamaþ ÷abdas  SvaT_4.381a
vaü÷àlàbusamutthàni  SUp_6.58a
vaü÷air navaiþ supakvai÷ ca  SUp_6.145a
vàktattvaü kevalaü ÷uddhaü  KubjT_24.38a
vàkpater apy agocaraþ  CakBhst_4b
vàkpàõipàdapàyu÷ca  SvaT_10.923a
vàkpàõipàdaü pàyu÷ca  SvaT_10.1093c
vàkpàõipàdaü pàyu÷ca  SvaT_11.80a
vàkpàõipàdaü pàyuü ca  SvaT_11.131c
vàkyam ànandasambhavam  KubjT_1.32b
vàkyaü tadanyathàsiddhaü  MrgT_1,1.9c
vàkstambhe sainyastambhane  KubjT_4.45b
vàgàdãnàü padànyatvaü  MrgT_1,12.8c
vàgindriyasahàyena  MrgT_1,11.26c
vàgindriyaü vadedvàõãü  SvaT_12.9c
vàgindriye tathà vahnir  SvaT_12.90c
vàgã÷atvapradàyinã  ToT_3.28d
vàgã÷atvaü punaþ pa÷càd  KubjT_13.75c
vàgã÷atvaü prajàyate  KubjT_4.26d
vàgã÷atvaü prapadyeta  KubjT_11.96c
vàgã÷atvaü pravartate  KubjT_13.49d
vàgã÷am api måkayet  VT_293d
vàgã÷astu dvitãyake  SvaT_12.150b
vàgã÷aþ sçjate 'khilam  KubjT_13.75d
vàgã÷ãti nigadyate  SvaT_10.1143d
vàgã÷ã yonisaüsthànà  SvaT_10.370c
vàgã÷ãsaünidhàpane  SvaT_4.109d
vàgã÷ãü ca visarjayet  SvaT_4.168b
vàgã÷ãü ca visarjyaivaü  SvaT_4.180c
vàgã÷ãü ca samàhåya  SvaT_2.193a
vàgã÷ãü tadanantaram  SvaT_4.207d
vàgã÷ãü påjayitvà tu  SvaT_4.191c
vàgã÷ãü saünidhàpayet  SvaT_4.108d
vàgã÷yàvàhanaü tathà  SvaT_10.1267b
vàgã÷varyasamanvitàþ  KubjT_14.86b
vàgevàtmeti ca ÷ruteþ  SRtp_82b
vàge÷yantàþ krameõaiva  KubjT_10.130a
vàge÷varapadàntasthà  KubjT_14.86a
vàge÷varã tathà màyà  KubjT_18.59a
vàgbhava÷ca haripriyàm  ToT_6.51d
vàgbhavaü praõavaü devi  ToT_6.19a
vàgbhavàdyà mahàvidyà  ToT_3.14a
vàgbhavàdyà yadà vidyà  ToT_3.28c
vàgmã pragalbhaþ papraccha  MrgT_1,1.21c
vàgvatã vàk tathà vàõã  KubjT_14.85a
vàgva÷itvàdikàn guõàn  MrgT_4.47d
vàgvilàsaü jvaràpaham  KubjT_17.34b
vàgvilàsaü pravartate  KubjT_11.83b
vàïniruddhaþ prasannàtmà  SvaT_4.538c
vàïniruddhaþ prasannàtmà  SvaT_9.40c
vàïnirudvaþ sucittàtmà  SvaT_2.138a
vàïmanaþkàyakarmaõà  KubjT_3.75b
vàïmanaþkàyakarmabhiþ  KubjT_3.57b
vàïmanaþkàyakarmabhiþ  KubjT_6.112d
vàïmanaþkàyakarmabhiþ  Dka_83b
vàïmanaþkàyakarmàõi  BhStc_17a
vàïmayaü sacaràcaram  KubjT_16.62b
vàïmayaü sacaràcaram  KubjT_25.66d
vàïmayaü sacaràcaram  KubjT_25.158d
vàïmayàpårako bhavet  SvaT_4.275b
vàcakaþ parikãrtitaþ  SvaT_5.14d
vàcakàn yojayet sadà  SvaT_3.161d
vàcakàste ca tattvànàü  SvaT_5.4c
vàcanãyaü prayatnataþ  KubjT_24.98b
vàcayan sanniråpeta  KubjT_23.73c
vàcayàj¤à pravartate  KubjT_13.54d
vàcayàj¤à pravartate  KubjT_13.61d
vàcayà sa kariùyati  VT_358b
vàcayãta ca parvasu  SUp_7.78b
vàca÷ cittàyate nçõàm  ToT_4.1d
vàcàkro÷àbhibhavanaü  SvaT_7.197c
vàcà ca calate yasya  KubjT_23.34c
vàcàj¤àmogha÷àlinã  KubjT_13.75b
vàcàjyeùñho 'bhivàdayet  KubjT_18.86b
vàcàdevã caturthikà  KubjT_14.38d
vàcàdyaü kampate yasya  KubjT_23.31c
vàcànte vyàpinaü devaü  KubjT_25.80c
vàcà pàõis tathà pàdaü  KubjT_10.78c
vàcàmàtreõa cànyeùàü  KubjT_13.82c
vàcàmàtreõa màrayet  KubjT_7.111b
vàcàsiddhi÷ ca màhendram  KubjT_17.40a
vàcàsiddhiþ purakùobhaü  KubjT_3.111a
vàcàsiddhiþ prabhutvaü ca  KubjT_13.51a
vàcàsiddhiþ pravartate  KubjT_11.97d
vàcàsiddhiþ pravartate  KubjT_22.15d
vàcàsiddhes tu àdhàraü  KubjT_13.54c
vàco và ya÷ca gocaraþ  SvaT_12.163b
vàcya eùàü tvam eveti  BhStc_40a
vàcyamantràtmako mataþ  SRtp_104b
vàcyaråpàn vicintayet  SvaT_3.162b
vàcyavàcakayogataþ  SvaT_4.96d
vàcyànaùñau mahe÷varàn  MrgT_1,1.24b
vàcyà rudra÷ca devatà  MrgT_1,1.6b
vàjapeya÷atàni ca  ToT_6.35d
vàjapeyo 'tiràtrastu  SvaT_10.403c
vàjicauràripannagàn  KubjT_13.21d
và¤chàsiddhipradàyinã  ToT_3.31d
và¤chitaü labhate sarvaü  KubjT_3.107c
vàñakã hàñakã viñã  KubjT_21.106d
vàóavãyaü padaü labhet  KubjT_16.103d
vàõã pàõã bhagaþ pàyuþ  MrgT_1,12.4a
vàtaghnàkùadaleùu ca  MrgT_3.13b
vàtapittabharàkràntaþ  KubjT_25.19a
vàtameghanadãnàü ca  KubjT_13.50c
vàtavegà ravà ghorà  KubjT_21.27c
vàtaü pràõe niyojayet  GorS(1)_52b
vàtàkrànto yathà punaþ  KubjT_25.16b
vàtàviùñàþ pravi÷yanti  KubjT_25.114c
vàtàü÷a÷capalaþ smçtaþ  SvaT_8.5d
vàdajalpavitaõóàbhiþ  SvaT_11.175a
vàdam aj¤ànacetasaþ  KubjT_12.15d
vàdayet kathayeti ca  KubjT_25.129d
vàdasthaü và tathetaram  KubjT_17.23b
vàdànàü tu ÷atatrayam  SvaT_10.680d
vàditradhvajavàhakàn  SUp_6.173d
vàditra÷ataniþsvanaiþ  SvaT_10.764b
vàditrairvalgitaistàlai  SvaT_10.747c
vàdinàü bhràntacetasàm  SvaT_10.681b
vàdibhedaprabhinnatvàt  MrgT_3.42a
vàdyagãtasunçtyàdyaiþ  SvaT_4.517a
vàdyàrambhopacàreõa  SUp_6.153c
vànaprasthaü tato bhavet  SvaT_10.408d
vànaprastho 'tha bhaikùukaþ  Stk_23.23b
vànarã kekarã caiva  KubjT_2.43c
vànarã kroùñakã caiva  KubjT_21.69a
vànijye kçùikarmaõi  SUp_7.119b
vàntaü ghçtaü tathà retaþ  SvaT_6.69a
vàntaü netravibhåùitam  ToT_5.4b
vàmakarõavibhåùitam  ToT_3.25b
vàmakarõasya deve÷i  KubjT_24.54c
vàmakarõasya suvrate  KubjT_24.50b
vàmago 'tha paro binduþ  Stk_13.17c
vàmajaïghàsamàyuktaü  KubjT_10.54a
