Bhartrhari: Vakyapadiya


Input by Yves Ramseier



PADA INDEX



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ğ             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ı             253   
visarga                 ş             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




akarmakatve saty evaü  BVaky_3,14.67a
vi÷eùàs ta ihà÷ritàş  BVaky_3,14.400d
vi÷eùàs tasya te matàş  BVaky_3,9.8b
vi÷eùàş pratipàdakàş  BVaky_2.176d
vi÷eùàş pràpyamàõasya  BVaky_3,7.53c
vi÷eùe 'ïgãkçte tathà  BVaky_3,14.85b
vi÷eùecchà tu tàdç÷ã  BVaky_3,14.70b
vi÷eùe jàtir iùyate  BVaky_3,1.14d
vi÷eùeõa nidar÷yate  BVaky_2.311b
vi÷eùeùu vi÷iùñatà  BVaky_3,11.11b
vi÷eùeùv iva tadvidàm  BVaky_3,1.46d
vi÷eùe samavasthitaş  BVaky_3,14.426b
vi÷eùesu vyavasthitam  BVaky_3,14.166b
vi÷eùair bhinnaråpais tad  BVaky_3,14.165c
vi÷eùaiş kùatriyàdibhiş  BVaky_3,14.311b
vi÷eùo 'tràtidi÷yate  BVaky_2.78d
vi÷eùo vàpi jàtivat  BVaky_3,1.12b
vi÷eùo vyàpçto yadi  BVaky_3,5.5b
vi÷eùau tatra hi ÷rutau  BVaky_3,14.208b
vi÷eùyaü syàd anirj¤àtaü  BVaky_3,14.7a
vi÷eùyeùu yathàbhåtaş  BVaky_3,14.273a
vi÷esàd bhidyate yataş  BVaky_3,14.142b
vi÷vasyànekadharmaõaş  BVaky_3,7.2b
vi÷vasyàsya nibandhanã  BVaky_1.122b
viùame pathi dhàvatà  BVaky_1.42b
viùayatvam anàpannaiş  BVaky_1.57a
viùayatvaü prati kriye  BVaky_3,7.64d
viùayatvena vartate  BVaky_2.145d
viùayas tatra bhidyate  BVaky_3,9.92d
viùayasya tu saüskàraş  BVaky_1.81c
viùayaü kçtrimasyàpi  BVaky_2.374a
viùayàntaravartinà  BVaky_3,14.73b
viùayeõa bhaviùyatà  BVaky_3,9.103b
viùaye 'dar÷anàt tatra  BVaky_3,14.583c
viùayendriyayor iùñà  BVaky_1.82c
viùaye yata÷aktitvàt  BVaky_2.410c
viùaye vidyate vateş  BVaky_3,14.564d
viùaye 'smin vibhaktayaş  BVaky_3,14.549b
viùayopanipàti tat  BVaky_3,1.109d
viùayo 'py upapadyate  BVaky_3,14.570d
viùàõàt samavàyinaş  BVaky_3,14.234b
viùàdiùu bhayàdibhyas  BVaky_3,7.80c
viùàpaharaõàdiùu  BVaky_1.155d
vihitasya paràrthatvàc  BVaky_3,1.69c
vihità dar÷anàrthaü tu  BVaky_2.198c
vihitàs te ca saüskàryàş  BVaky_3,1.61c
vãpsàyà viùayàbhàvàd  BVaky_2.391a
vçkùavalmãkaparvataiş  BVaky_2.172b
vçkùasya parõaü patatãty  BVaky_3,7.143c
vçkùàdyarthànvayas tasmàd  BVaky_3,7.43c
vçkùo nàstãti vàkyaü ca  BVaky_2.241a
vçttaü vçttau prayujyate  BVaky_3,14.409b
vçttàv api na hãyate  BVaky_3,14.48d
vçttàv avayavasyàttvaü  BVaky_3,14.61c
vçttàv àkhyàtasadç÷aü  BVaky_2.35c
vçttikàlaş svakàla÷ ca  BVaky_1.104c
vçttibhedaü tu vaikçtaş  BVaky_1.79b
vçttibhedaü pracakùate  BVaky_1.76d
vçttibhedena varõyate  BVaky_2.58b
vçttim eke pracakùate  BVaky_3,14.89d
vçttir anyapadàrthe yà  BVaky_3,14.39a
vçttir anyànapekùayà  BVaky_2.262d
vçttir abhyupagamyate  BVaky_3,14.278d
vçttir abhyupagamyate  BVaky_3,14.614d
vçttir janmavatàü smçtà  BVaky_3,9.23d
vçttir na syàd gavàdiùu  BVaky_3,14.451d
vçttir yà tasya ÷àsvatã  BVaky_3,9.30b
vçttilàbhaş prakalpate  BVaky_3,9.9b
vçtti÷abdo 'nya evàyaü  BVaky_3,14.214c
vçttiùu pratipadyate  BVaky_3,14.136b
vçttis tasya kriyàråpà  BVaky_1.52c
vçttis tasya na vidyate  BVaky_3,14.252d
vçttiü vartayatàm evam  BVaky_3,14.98a
vçttiş kçùõatileùv iùñà  BVaky_3,14.22c
vçtter abhinnaråpatvàt  BVaky_3,14.137c
vçtto 'ktaparimàõake  BVaky_3,14.485b
vçttau tac copajàyate  BVaky_3,14.113d
vçttau tasya pradhànatvàt  BVaky_3,14.287c
vçttau nityaü na vidyate  BVaky_3,14.65d
vçttau nityaü prayujyate  BVaky_3,14.118b
vçttau niràdibhi÷ caivaü  BVaky_2.331c
vçttau padàrthabhedena  BVaky_2.226c
vçttau yathà gatàdyartham  BVaky_3,14.257a
vçttau yo yuktavadbhàvo  BVaky_3,14.111a
vçttau vi÷iùñaråpatvàc  BVaky_3,14.193a
vçttau vi÷eùaõàkàïkùà-  BVaky_3,14.47c
vçttau vi÷eùavçttitvàd  BVaky_3,14.38a
vçttau saïghãbhavantãti  BVaky_3,7.116c
vçttau saükhyàvi÷eùàõàü  BVaky_3,14.112c
vçttyavçttyoş prayogaj¤air  BVaky_3,14.44c
vçddhisaüj¤à samàpyate  BVaky_2.381d
vçddhyàdayo yathà ÷abdàş  BVaky_1.60a
vçddhyàdãnàü ca ÷àstre 'smi¤  BVaky_2.369a
vçùabhodakayàvakàş  BVaky_2.12b
vçùalair na praveùñavyam  BVaky_2.385a
vegapracayadharmaõaş  BVaky_1.112b
vedavidbhiş prakalpitàş  BVaky_1.7d
veda÷àstràvirodhã ca  BVaky_1.151a
vaikçtaü samati kràntà  BVaky_1.19a
vaikçtaş pratipadyate  BVaky_1.78d
vaikharã vàk prayoktéõàü  BVaky_1.165c
vaikharã sattvamàtreva  BVaky_1.170c
vaikharyà madhyamàyà÷ ca  BVaky_1.159a
vaicitreõopadar÷akaü  BVaky_2.134b
vaijisaubhavaharyakùaiş  BVaky_2.484a
vainateyena hastinàm  BVaky_3,14.604d
vaiyàkaraõavad bråte  BVaky_3,14.575a
vaiyàkaraõavad bråùvety  BVaky_3,14.575c
vairavàsiùñhagiri÷às  BVaky_2.171a
vai÷yàyety evamàdiùu  BVaky_3,14.494b
vyaktaye svasya råpasya  BVaky_1.115c
vyaktavàco vi÷eùaõam  BVaky_3,12.2d
vyaktaü tal liïgadar÷anam  BVaky_3,1.86d
vyaktibhàgà÷rayà buddhis  BVaky_3,14.404c
vyaktir apy upajàyate  BVaky_3,14.346d
vyaktir arthasya laiïgikã  BVaky_1.152b
vyaktiråpà÷raye tataş  BVaky_3,14.190b
vyakti÷akteş samàsannà  BVaky_3,1.79a
vyaktismçtinibandhanàş  BVaky_2.133b
vyaktiş saüj¤opadi÷yate  BVaky_1.69b
vyaktãnàm àtmadharmo 'sàv  BVaky_3,14.188c
vyakteùu vyaktaråpàõàü  BVaky_3,13.10a
vyaktopavya¤janà siddhir  BVaky_2.18c
vyakto bhedaş sa dç÷yate  BVaky_1.107d
vyaktau padàrthe ÷abdàder  BVaky_3,7.7a
vyaktau bhavati ni÷cayaş  BVaky_1.179d
vyaktyartham anuùajyate  BVaky_2.73b
vyaktyàtmaiva tadà tatra  BVaky_3,1.96c
vyaktyà÷ritàsrità jàteş  BVaky_3,1.28c
vyagràõàü và samagratà  BVaky_3,7.107b
vyaïgyavya¤jakabhàve 'pi  BVaky_1.100c
vyajanàd vàyur iva sa  BVaky_1.120c
vyajyante pratipattçùu  BVaky_2.17d
vyajyante praniràdinà  BVaky_2.187d
vyajyante vijigãùåõàü  BVaky_3,7.30c
vyajyamàne tathà vàkye  BVaky_1.93a
vyatikãrõena vartate  BVaky_3,14.368d
vyatikrame 'pi màtràõàü  BVaky_3,9.74a
vyatikramya vyavasthitàş  BVaky_1.36b
vyatiriktasya sàdhutve  BVaky_3,14.87a
vyatiriktaü tad ucyate  BVaky_3,7.38b
vyatireka ivà÷rayaş  BVaky_3,14.545d
vyatirekam upà÷ritya  BVaky_3,7.15c
vyatirekasya dar÷anàt  BVaky_3,14.88b
vyatirekasya yo hetur  BVaky_3,6.2a
vyatirekaş sa dharmau dvau  BVaky_3,7.161c
vyatireke ca saty evaü  BVaky_3,14.149a
vyatireke vater bhàvo  BVaky_3,14.546c
vyatireko na vidyate  BVaky_2.195b
vyatireko 'nugamyate  BVaky_3,3.85d
vyatireko 'nvaye 'sati  BVaky_3,7.43b
vyatihàro vi÷eùaõam  BVaky_3,12.4d
vyatãtyàlokatamasã  BVaky_1.19c
vyapadiùñaş svasàdhanaiş  BVaky_3,14.292b
vyapade÷as tam àkà÷a-  BVaky_3,7.152c
vyapade÷ivad ekasmin  BVaky_3,14.16a
vyapade÷e padàrthànàm  BVaky_3,3.39a
vyapade÷e 'rthajàtãnàü  BVaky_3,1.8c
vyapade÷o na vidyate  BVaky_3,14.608d
vyapade÷o 'bhidheyena  BVaky_3,14.335a
vyapade÷yam aneneti  BVaky_3,14.379c
vyapekùa na nivartate  BVaky_3,14.455d
vyapekùante parasparam  BVaky_2.114b
vyapekùaiva yataş sthità  BVaky_3,14.42b
vyabhicàraü pradar÷ayet  BVaky_3,14.549d
vyabhicàràn nimittasya  BVaky_3,14.132c
vyabhicàrã tu saübandhas  BVaky_2.397c
vyabhicàre tathà siddhe  BVaky_3,14.550a
vyabhicàre nimittasya  BVaky_3,9.93a
vyabhicàre 'pi dç÷yate  BVaky_2.162b
vyabhicàre svadharmo 'pi  BVaky_3,14.576c
vyabhicàro na dç÷yate  BVaky_3,7.133d
vyabhicàro na vidyate  BVaky_3,3.2d
vyarthà bàhyàrthakalpanà  BVaky_3,14.92b
vyavadhànam ivopaiti  BVaky_3,9.82a
vyavasàyas tathàrambhe  BVaky_3,7.16c
vyavasàye tv anantarà  BVaky_3,7.16b
vyavasàyo grahãtéõàm  BVaky_1.54c
vyavasthànaü dvayor api  BVaky_2.373d
vyavasthànityatocyate  BVaky_1.28d
vyavasthàü kartum arhati  BVaky_1.29b
vyavasthitavibhàùà ca  BVaky_3,14.46a
vyavahartuü na ÷akyate  BVaky_3,9.58d
vyavahàranibandhanam  BVaky_2.12d
vyavahàranibandhanã  BVaky_1.163b
vyavahàranibandhane  BVaky_2.33d
vyavahàra÷ ca lokasya  BVaky_3,3.88a
vyavahàrasya gocaram  BVaky_3,3.77b
vyavahàrasya siddhatvàn  BVaky_3,8.13a
vyavahàraş padà÷rayaş  BVaky_2.345b
vyavahàraş samà÷ritaş  BVaky_3,14.368b
vyavahàraş sa varõyate  BVaky_3,11.9d
vyavahàràtmani sthitaş  BVaky_3,9.69b
vyavahàràdidar÷ane  BVaky_2.380b
vyavahàrànupàtinau  BVaky_3,3.59d
vyavahàràya niyamaş  BVaky_2.366a
vyavahàràya manyante  BVaky_2.232c
vyavahàràrtham à÷rità  BVaky_3,14.35d
vyavahàràs tathaupamyam  BVaky_3,14.408c
vyavahàre kriyàkçtàş  BVaky_3,9.48b
vyavahàre na so 'sty ataş  BVaky_2.428d
vyavahàre padàrthànàü  BVaky_2.441c
vyavahàre 'vatiùñhate  BVaky_1.89b
vyavahàre samàkhyànaü  BVaky_2.142c
vyavahàro na kalpate  BVaky_3,1.95d
vyavahàro na vidyate  BVaky_3,7.110d
vyavahàro nivartate  BVaky_3,3.71d
vyavahàro 'nugamyate  BVaky_1.75b
vyavahàro 'nuvartate  BVaky_3,3.52d
vyavahàro vidhãyate  BVaky_3,3.82d
vyavahàro vibhajyate  BVaky_2.340d
vyavàyalakùaõàrthàtvàd  BVaky_2.387a
vyàkhyàtàro vibhajyàrthàüs  BVaky_3,14.93c
vyàkhyàto råpyate yataş  BVaky_1.123b
vyàkhyàto vçttivàkyayoş  BVaky_3,14.133b
vyàghra÷abdo mçge sthitaş  BVaky_3,14.430b
vyàghra÷abdo yadà ÷auryàt  BVaky_3,14.429a
vyàghràdivyapade÷ena  BVaky_2.321a
vyàghràdau liïgadar÷anam  BVaky_3,14.413d
vyàcaùñe pratipattaye  BVaky_3,11.6d
vyàpàra iti kathyate  BVaky_3,9.12d
vyàpàrabhedaş saükhyàyàs  BVaky_3,14.115c
vyàpàrabhedàpekùàyàü  BVaky_3,7.18c
vyàpàralakùaõà yasmàt  BVaky_3,1.11c
vyàpàravàn na kçtsnasya  BVaky_3,14.450c
vyàpàravyatirekeõa  BVaky_3,9.1a
vyàpàrasamudàyasya  BVaky_3,14.31a
vyàpàrasya vivakùite  BVaky_3,14.504b
vyàpàrasyàparo yasmàn  BVaky_3,3.28a
vyàpàraü jàtibhàgasya  BVaky_3,14.403c
vyàpàraü yàti bhedàkhyais  BVaky_3,14.114a
vyàpàraş kàryasiddhaye  BVaky_3,1.50b
vyàpàraş kva cid iùyate  BVaky_3,13.19d
vyàpàràj jàtibhàgasya  BVaky_3,14.102c
vyàpàràõàü tato 'nyatvam  BVaky_3,8.39c
vyàpàràõàü pacàdayaş  BVaky_3,7.58b
vyàpàràş siddhasàdhanàş  BVaky_3,8.41b
vyàpàreõaiva sàdç÷ye  BVaky_3,14.504a
vyàpàre tannimittànàü  BVaky_3,14.91c
vyàpàre tu vivakùite  BVaky_3,14.396b
vyàpàre phalasiddhaye  BVaky_3,9.108b
vyàpàre 'vadhibhedena  BVaky_3,9.92c
vyàpàro jàtibhàgasya  BVaky_3,14.428a
vyàpàro 'tra vyavasthitaş  BVaky_3,9.12b
vyàpàro yaş sakarmake  BVaky_3,7.62b
vyàpàro vyavadhãyate  BVaky_3,7.94d
vyàpi saukùmyaü kva cid yàti  BVaky_3,8.34a
vyàpãdaü guru laghv idam  BVaky_2.84d
vyàptimàü÷ ca laghu÷ caiva  BVaky_2.345a
vyàpnoti dåràt saübuddhau  BVaky_2.374c
vyàvartinãnàü màtràõàm  BVaky_2.24c
vyàvçttabhedo yenàrtho  BVaky_2.27c
vyàvçttànàü vi÷eùàõàü  BVaky_3,14.396a
vyàvçttàrthàbhidhàyibhiş  BVaky_3,5.4d
vyàvçttidharmasàmànyaü  BVaky_3,1.14c
vyutpattir anavasthità  BVaky_3,14.77b
vyutpàdyate na và sarvaü  BVaky_2.175c
vyudastà kartçkarmanoş  BVaky_3,8.44d
vyudasyatà punar bhedaş  BVaky_2.102c
vyudàso 'sya kriyàntare  BVaky_2.79d
vyåhàpekùaü prayujyate  BVaky_3,14.604b
vrãhir yathodakaü tena  BVaky_3,9.29c
vrãhi÷abdaş prakalpayet  BVaky_2.66b
vrãhi÷rutyà nivarteta  BVaky_2.65c
vvàkhyàtà madhurà÷ruteş  BVaky_3,14.540b
÷aktayas tàs tathà÷rayaiş  BVaky_3,7.11d
÷aktayaş khalu bhàvànàm  BVaky_3,6.6c
÷aktayaş ÷aktimanta÷ ca  BVaky_3,7.9a
÷aktayo na vyavasthitàş  BVaky_2.446b
÷aktayo bhinnalakùaõàş  BVaky_3,1.23b
÷aktaş pratinidhãyate  BVaky_3,1.3d
÷aktibhiş sà niyamyate  BVaky_3,9.17d
÷aktibhedasya và gatiş  BVaky_2.372d
÷aktibhedaş prakalpate  BVaky_3,6.14d
÷aktibhedàd apoddhçte  BVaky_2.88b
÷aktimanto rasàdayaş  BVaky_3,7.11b
÷aktimàtràsamåhasya  BVaky_3,7.2a
÷aktimàn gçhyate tadà  BVaky_3,7.31d
÷aktir apratibandhikà  BVaky_3,9.51b
÷aktiråpaş prakà÷ate  BVaky_2.476d
÷aktiråpe padàrthànàm  BVaky_3,6.1c
÷aktir guõà÷rayà tatra  BVaky_3,7.81c
÷aktir dig iti kathyate  BVaky_3,6.3d
÷aktir bhedasya bàdhikà  BVaky_3,9.18b
÷aktivyàpàrabhedo 'smin  BVaky_2.83a
÷aktis tu vartamànàkhyà  BVaky_3,9.50c
÷aktihãnaü na gçhyate  BVaky_3,1.4d
÷aktãnàm api sà ÷aktir  BVaky_3,3.5c
÷aktãnàm upakàriõãm  BVaky_3,3.10b
÷aktãnàü saüprayogasya  BVaky_3,9.9c
÷aktãr ekàdhikaraõe  BVaky_3,7.33c
÷aktyantaraparigrahàt  BVaky_2.104d
÷aktyantaravirodhinã  BVaky_3,9.24b
÷aktyapoddhàralakùaõaş  BVaky_2.445d
÷aktyàtmadevatàpakùair  BVaky_3,9.62a
÷aktyàdhànàya và dhàtoş  BVaky_2.188c
÷aktyànyatra prayujyate  BVaky_2.277d
÷aktyà÷raye tato liïgaü  BVaky_3,1.5c
÷akyate vaktum àgame  BVaky_1.157d
÷atam saïghe 'vatiùñhate  BVaky_2.391d
÷atàdànapradhànatvàd  BVaky_2.382a
÷anair idam idaü kùipram  BVaky_3,9.35c
÷abdajàtaya ity atra  BVaky_3,1.9c
÷abdatattvasya sarvadà  BVaky_2.32d
÷abdatattvaü yad akùaram  BVaky_1.1b
÷abdatvaü neùyate tayoş  BVaky_2.52d
÷abdatvaü pratipadyate  BVaky_1.111d
÷abdatvàpattir iùyate  BVaky_1.110b
÷abdatvena vivartate  BVaky_1.115d
÷abdadharmàv apoddhçtau  BVaky_1.59b
÷abdadharme vyapekùite  BVaky_3,14.197b
÷abdapårveõa yogena  BVaky_1.20c
÷abdapramàõako lokaş  BVaky_3,7.38c
÷abdapravçttidharmàt tu  BVaky_3,7.154c
÷abdapravçttir na tv asti  BVaky_3,14.281c
÷abdabhedànumànaü và  BVaky_2.372c
÷abdam antar avasthitam  BVaky_1.143b
÷abdam anye parãkùakàş  BVaky_2.250b
÷abdamàtràsu ni÷ritàş  BVaky_1.123d
÷abdayoş kai÷ cid iùyate  BVaky_3,14.21b
÷abdavyavahità buddhir  BVaky_2.328a
÷abdavyàpàra eva và  BVaky_3,9.100b
÷abdavyutpattikarmaõi  BVaky_2.283b
÷abdavyutpattikarmasu  BVaky_2.170b
÷abdasaüskàra ity api  BVaky_3,13.2b
÷abdasaüskàramàtrakam  BVaky_3,13.30b
÷abdas tatràrtharåpàtmà  BVaky_1.45c
÷abdas tatràvatiùñhate  BVaky_2.406d
÷abdas teùàü na sàünidhyaü  BVaky_2.161c
÷abdasya grahaõe hetuş  BVaky_1.78a
÷abdasya na vibhàgo 'sti  BVaky_2.13a
÷abdasyapariõàmo 'yam  BVaky_1.124a
÷abdasya vçttir yady asti  BVaky_3,14.275c
÷abdasya ÷aktiş sa tv eùa  BVaky_3,12.17c
÷abdasyànekadharmaõaş  BVaky_2.253b
÷abdasyànyasya saünidhiş  BVaky_2.315d
÷abdasyàrthena taü ÷abdam  BVaky_2.128c
÷abdasyàrthena hãyate  BVaky_2.16d
÷abdasyàrthe yatas tatra  BVaky_3,3.37c
÷abdasyety upacaryate  BVaky_1.77d
÷abdasyaivobhavasya và  BVaky_1.80b
'÷abdasyopaiti vàcyatàm  BVaky_3,5.3d
÷abdasyordhvam abhivyakter  BVaky_1.79a
÷abdasvaråpam arthas tu  BVaky_2.260a
÷abdaş ka÷ cit tam evàrthaü  BVaky_3,14.197c
÷abdaş kàraõam arthasya  BVaky_3,3.32a
÷abdaş pratyayam à÷ritaş  BVaky_3,3.54b
÷abdaş pravartamàno 'pi  BVaky_2.154c
÷abdaş ÷eùàs tv anarthakàş  BVaky_2.245d
÷abdaş sattvanibandhanaş  BVaky_2.336b
÷abdaş sarvapadàrthànà  BVaky_3,11.7c
÷abdaş saüskàrahãno yo  BVaky_1.175a
÷abdaş svàrthe vyavasthitaş  BVaky_2.255d
÷abdà eva nibandhanam  BVaky_1.13b
÷abdàkhyàş paramàõavaş  BVaky_1.114d
÷abdà j¤eyena vastunà  BVaky_2.333d
÷abdàt kartà pratãyate  BVaky_3,7.103d
÷abdàtmani na vidyate  BVaky_3,9.66d
÷abdàtmà tair na bhidyate  BVaky_2.463d
÷abdàt saüpratyaye sati  BVaky_2.163b
÷abdàd anyan na vidyate  BVaky_3,14.198d
÷abdàd arthàş pratàyante  BVaky_3,14.198a
÷abdàd arthe pratãyate  BVaky_3,14.280b
÷abdàdinàü guõe guõe  BVaky_3,13.14b
÷abdàdibhedaş ÷abdena  BVaky_1.123a
÷abdàd bhinne iva sthite  BVaky_2.469b
÷abdàd bhedaş pratãyate  BVaky_2.452d
÷abdànàm eva sà ÷aktis  BVaky_1.153a
÷abdànàm aupacàrikãm  BVaky_3,3.50d
÷abdànàü kramamàtre ca  BVaky_2.50a
÷abdànàü jàtivàcinàm  BVaky_3,14.346b
÷abdànàü yata÷aktitvaü  BVaky_1.6c
÷abdàntaratvaü yàntãva  BVaky_2.104c
÷abdàntaratvàd atyanta-  BVaky_3,14.50c
÷abdàntaratvàd yuktàdiş  BVaky_3,14.52a
÷abdàntaratvàd vàkye tu  BVaky_3,14.65c
÷abdàntaratvàd vàkyeùu  BVaky_3,14.137a
÷abdàntaratvàd vàkyeùu  BVaky_3,14.214a
÷abdàntaratvàn naivàsti  BVaky_3,7.77c
÷abdàntaraü vibhaktyà tu  BVaky_3,14.461c
÷abdàntarànàü bhinne 'rtha  BVaky_3,13.26a
÷abdàntaràbhisaübandham  BVaky_2.329c
÷abdàntaràbhisaübandhàd  BVaky_2.17c
÷abdàntaràbhisaübandhe  BVaky_3,14.426c
÷abdàntareõa saübandhaş  BVaky_2.269c
÷abdàntare 'pi caikatvam  BVaky_3,14.250a
÷abdàntaraiş samàkhyànaü  BVaky_2.9c
÷abdà yathà vibhajyante  BVaky_3,14.75a
÷abdàrtha iti gamyate  BVaky_2.124d
÷abdàrtha iti gamyate  BVaky_2.132d
÷abdàrthasya prakà÷akàş  BVaky_1.177d
÷abdàrthasyànavacchede  BVaky_2.316c
÷abdàrthaş kai÷ cid iùyate  BVaky_2.126d
÷abdàrthaş pravibhajyate  BVaky_2.135d
÷abdàrthàv apçthaksthitau  BVaky_2.31d
÷abdàrthàüs tàn ato viduş  BVaky_3,14.473d
÷abdàrthàş pravibhajyante  BVaky_2.314c
÷abdàrtheùu vyavasthitàş  BVaky_3,13.21b
÷abdà liïge 'pi sa kramaş  BVaky_3,13.29d
÷abdà lokanibandhanàş  BVaky_2.297d
÷abdà vàkyasya teùv artho  BVaky_2.318c
÷abdà÷ ca na pçthak tataş  BVaky_3,2.16b
÷abdàs tat tv avivakùàyàü  BVaky_3,14.471c
÷abdàs tathaiva dç÷yante  BVaky_1.155c
÷abdàs tasmàd asatyeùu  BVaky_3,3.73c
÷abdàs te pratipattéõàm  BVaky_3,9.67c
÷abdàş prakaraõàdibhiş  BVaky_2.317d
÷abdàş saïghàbhidhàyinaş  BVaky_3,14.265b
÷abde dravyàbhidhàyini  BVaky_3,14.22d
÷abdenàrtham upohate  BVaky_2.215d
÷abdenàrthasya saüskàro  BVaky_3,3.35a
÷abde 'nyatra vyavasthitaş  BVaky_2.96b
÷abde bhedo na gamyate  BVaky_3,14.480d
÷abdebhyo jàyate smçtiş  BVaky_2.421d
÷abdebhyo bhinnalakùaõà  BVaky_3,1.10b
÷abdeùv atyantam à÷ritaş  BVaky_2.102d
÷abdeùv eva pravartate  BVaky_1.54b
÷abdeùv evà÷rità ÷aktir  BVaky_1.122a
÷abdair apekùyate yasmàd  BVaky_3,1.12c
÷abdair uccaritais teùàü  BVaky_3,3.1c
÷abdair eva prakalpità  BVaky_2.131b
÷abdair eva prakà÷yate  BVaky_3,7.66d
÷abdair eva vyapà÷ritaş  BVaky_3,13.6d
÷abdair evànu÷ajyate  BVaky_3,9.105d
÷abdair nàrthaş prakà÷yate  BVaky_1.57b
÷abdair niyata÷aktibhiş  BVaky_3,14.105d
÷abdais tadabhidhàyibhiş  BVaky_2.121b
÷abdais tadabhidhàyibhiş  BVaky_3,14.362d
÷abdais tais tair upà÷ritàm  BVaky_3,3.49d
÷abdaiş kartuü na ÷akyate  BVaky_3,3.38d
÷abdo dattàrthavçttitvàd  BVaky_2.282c
÷abdo 'dar÷anapårvakaş  BVaky_3,13.12b
÷abdo dravyeùu vartate  BVaky_3,14.348d
÷abdo na tasyàvayave  BVaky_2.155c
÷abdo niyatatàdarthyaş  BVaky_2.277c
÷abdo 'nyo na prayujyate  BVaky_3,14.599b
÷abdopajanito 'rthàtmà  BVaky_3,13.2a
÷abdopahitaråpàü÷ ca  BVaky_3,7.5a
÷abdo yena prayujyate  BVaky_2.299b
÷abdo vàpy abhijalpatvam  BVaky_2.127c
÷abdau tulya÷rutã punaş  BVaky_2.475b
÷abdau ÷abdavido viduş  BVaky_1.44b
÷ayitavyàdibhis teùu  BVaky_3,14.440c
÷ayitavyàdiùu kriyà  BVaky_3,14.439b
÷arãrabhede viduùàü  BVaky_1.127c
÷arãraü tattvam ity api  BVaky_3,2.1b
÷astriü svena guõenàto  BVaky_3,14.383a
÷astrãkalpeti cocyate  BVaky_3,14.422b
÷astrãkumàryoş sadç÷aş  BVaky_3,14.379a
÷astrã tatra pratãyate  BVaky_3,14.366b
÷astrã yatheyam ÷yàmeti  BVaky_3,14.423c
÷astrãva ÷astrã÷yàmeti  BVaky_3,14.420a
÷astryàdinàm upàdàne  BVaky_3,14.369c
÷astryàü prasiddhaü ÷yàmatvaü  BVaky_3,14.382a
÷àntahetåpakàraş san  BVaky_3,9.55c
÷àstra eva na vàkye 'sti  BVaky_3,8.46c
÷àstra evànugamyate  BVaky_2.37d
÷àstradçùñis tu ÷àstrasya  BVaky_3,14.80a
÷àstrapravçttibhede 'pi  BVaky_3,14.249a
÷àstram àrabhyate tatra  BVaky_3,13.23c
÷àstraü cakùur apa÷yatàm  BVaky_3,14.80d
÷àstraü syàt pratipàdakam  BVaky_3,14.200d
÷àstràt pràptàdhikàro 'yaü  BVaky_2.79c
÷àstràd anumitàtmakàş  BVaky_3,4.2b
÷àstrànvàkhyànasamaye  BVaky_3,14.268c
÷àstràbhyàsàc ca bhedo 'yam  BVaky_3,14.458a
÷àstràrambhàd bhaviùyataş  BVaky_3,14.224d
÷àstràrtha eva varõànàm  BVaky_2.210a
÷àstràrthaprakriyà yataş  BVaky_2.232d
÷àstràrtho 'pi na dç÷yate  BVaky_3,14.34d
÷àstre kva cit prakçtyarthaş  BVaky_2.229a
÷àstreõa pratiùiddhe 'rthe  BVaky_2.322c
÷àstreõànugamaş satàm  BVaky_3,14.561b
÷àstreõàpratipàditam  BVaky_2.110b
÷àstre tåbhayaråpatvaü  BVaky_2.130c
÷àstre 'dhikaraõaü smçtam  BVaky_3,7.148d
÷àstre nimittabhàvena  BVaky_3,14.169a
÷àstre niyatalakùaõam  BVaky_2.448b
÷àstre 'nvàkhyàyate vidhiş  BVaky_3,12.17d
÷àstre padàrthaş kàryàrthaü  BVaky_3,3.88c
÷àstre 'pi mahatã saüj¤à  BVaky_2.371a
÷àstre pratyàyakasyàpi  BVaky_2.98a
÷àstre bhedena dar÷itam  BVaky_3,7.78b
