Bhartrhari: Vakyapadiya


Input by Yves Ramseier



PADA INDEX



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE.
            
Text converted to Ronald E. Emmerick's encoding for WordPerfect 5.1 DOS 
and related utility programmes BHELA, CARAKA etc. (DOS versions):
            
description             character  =ASCII
            
long a                  Ã             195
long A                  ù             249
long i                  Å             197
long I                  ı             253
long u                  Æ             198
long U                  ô             244
vocalic r               ­             173
vocalic R               ã             227
long vocalic r          Ì             204
vocalic l               Ê             202
long vocalic l          Ë             203
velar n                 Ç             199
velar N                 §             167
palatal n               ¤             164
palatal N               ¥             165
retroflex t             Â             194
retroflex T             è             232
retroflex d             ¬             172
retroflex D             Ö             214
retroflex n             ï             239
retroflex N             ×             215
palatal s               Ó             211
palatal S               Á             193
retroflex s             «             171
retroflex S             å             229
anusvara                æ             230
capital anusvara        õ             245
visarga                 ÷             247
capital visarga         ê             234

Other characters of the REE encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of REE and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________





akarmakatve saty evaæ  BVaky_3,14.67a
vyÃpÃro ya÷ sakarmake  BVaky_3,7.62b
vyÃpÃro vyavadhÅyate  BVaky_3,7.94d
vyÃpi sauk«myaæ kva cid yÃti  BVaky_3,8.34a
vyÃpÅdaæ guru laghv idam  BVaky_2.84d
vyÃptimÃæÓ ca laghuÓ caiva  BVaky_2.345a
vyÃpnoti dÆrÃt saæbuddhau  BVaky_2.374c
vyÃvartinÅnÃæ mÃtrÃïÃm  BVaky_2.24c
vyÃv­ttabhedo yenÃrtho  BVaky_2.27c
vyÃv­ttÃnÃæ viÓe«ÃïÃæ  BVaky_3,14.396a
vyÃv­ttÃrthÃbhidhÃyibhi÷  BVaky_3,5.4d
vyÃv­ttidharmasÃmÃnyaæ  BVaky_3,1.14c
vyutpattir anavasthitÃ  BVaky_3,14.77b
vyutpÃdyate na vÃ sarvaæ  BVaky_2.175c
vyudastÃ kart­karmano÷  BVaky_3,8.44d
vyudasyatÃ punar bheda÷  BVaky_2.102c
vyudÃso 'sya kriyÃntare  BVaky_2.79d
vyÆhÃpek«aæ prayujyate  BVaky_3,14.604b
vrÅhir yathodakaæ tena  BVaky_3,9.29c
vrÅhiÓabda÷ prakalpayet  BVaky_2.66b
vrÅhiÓrutyÃ nivarteta  BVaky_2.65c
vvÃkhyÃtÃ madhurÃÓrute÷  BVaky_3,14.540b
Óaktayas tÃs tathÃÓrayai÷  BVaky_3,7.11d
Óaktaya÷ khalu bhÃvÃnÃm  BVaky_3,6.6c
Óaktaya÷ ÓaktimantaÓ ca  BVaky_3,7.9a
Óaktayo na vyavasthitÃ÷  BVaky_2.446b
Óaktayo bhinnalak«aïÃ÷  BVaky_3,1.23b
Óakta÷ pratinidhÅyate  BVaky_3,1.3d
Óaktibhi÷ sÃ niyamyate  BVaky_3,9.17d
Óaktibhedasya vÃ gati÷  BVaky_2.372d
Óaktibheda÷ prakalpate  BVaky_3,6.14d
ÓaktibhedÃd apoddh­te  BVaky_2.88b
Óaktimanto rasÃdaya÷  BVaky_3,7.11b
ÓaktimÃtrÃsamÆhasya  BVaky_3,7.2a
ÓaktimÃn g­hyate tadÃ  BVaky_3,7.31d
Óaktir apratibandhikÃ  BVaky_3,9.51b
ÓaktirÆpa÷ prakÃÓate  BVaky_2.476d
ÓaktirÆpe padÃrthÃnÃm  BVaky_3,6.1c
Óaktir guïÃÓrayÃ tatra  BVaky_3,7.81c
Óaktir dig iti kathyate  BVaky_3,6.3d
Óaktir bhedasya bÃdhikÃ  BVaky_3,9.18b
ÓaktivyÃpÃrabhedo 'smin  BVaky_2.83a
Óaktis tu vartamÃnÃkhyÃ  BVaky_3,9.50c
ÓaktihÅnaæ na g­hyate  BVaky_3,1.4d
ÓaktÅnÃm api sÃ Óaktir  BVaky_3,3.5c
ÓaktÅnÃm upakÃriïÅm  BVaky_3,3.10b
ÓaktÅnÃæ saæprayogasya  BVaky_3,9.9c
ÓaktÅr ekÃdhikaraïe  BVaky_3,7.33c
ÓaktyantaraparigrahÃt  BVaky_2.104d
ÓaktyantaravirodhinÅ  BVaky_3,9.24b
ÓaktyapoddhÃralak«aïa÷  BVaky_2.445d
ÓaktyÃtmadevatÃpak«air  BVaky_3,9.62a
ÓaktyÃdhÃnÃya vÃ dhÃto÷  BVaky_2.188c
ÓaktyÃnyatra prayujyate  BVaky_2.277d
ÓaktyÃÓraye tato liÇgaæ  BVaky_3,1.5c
Óakyate vaktum Ãgame  BVaky_1.157d
Óatam saÇghe 'vati«Âhate  BVaky_2.391d
ÓatÃdÃnapradhÃnatvÃd  BVaky_2.382a
Óanair idam idaæ k«ipram  BVaky_3,9.35c
ÓabdajÃtaya ity atra  BVaky_3,1.9c
Óabdatattvasya sarvadÃ  BVaky_2.32d
Óabdatattvaæ yad ak«aram  BVaky_1.1b
Óabdatvaæ ne«yate tayo÷  BVaky_2.52d
Óabdatvaæ pratipadyate  BVaky_1.111d
ÓabdatvÃpattir i«yate  BVaky_1.110b
Óabdatvena vivartate  BVaky_1.115d
ÓabdadharmÃv apoddh­tau  BVaky_1.59b
Óabdadharme vyapek«ite  BVaky_3,14.197b
ÓabdapÆrveïa yogena  BVaky_1.20c
ÓabdapramÃïako loka÷  BVaky_3,7.38c
Óabdaprav­ttidharmÃt tu  BVaky_3,7.154c
Óabdaprav­ttir na tv asti  BVaky_3,14.281c
ÓabdabhedÃnumÃnaæ vÃ  BVaky_2.372c
Óabdam antar avasthitam  BVaky_1.143b
Óabdam anye parÅk«akÃ÷  BVaky_2.250b
ÓabdamÃtrÃsu niÓritÃ÷  BVaky_1.123d
Óabdayo÷ kaiÓ cid i«yate  BVaky_3,14.21b
ÓabdavyavahitÃ buddhir  BVaky_2.328a
ÓabdavyÃpÃra eva vÃ  BVaky_3,9.100b
Óabdavyutpattikarmaïi  BVaky_2.283b
Óabdavyutpattikarmasu  BVaky_2.170b
ÓabdasaæskÃra ity api  BVaky_3,13.2b
ÓabdasaæskÃramÃtrakam  BVaky_3,13.30b
Óabdas tatrÃrtharÆpÃtmÃ  BVaky_1.45c
Óabdas tatrÃvati«Âhate  BVaky_2.406d
Óabdas te«Ãæ na sÃænidhyaæ  BVaky_2.161c
Óabdasya grahaïe hetu÷  BVaky_1.78a
Óabdasya na vibhÃgo 'sti  BVaky_2.13a
ÓabdasyapariïÃmo 'yam  BVaky_1.124a
Óabdasya v­ttir yady asti  BVaky_3,14.275c
Óabdasya Óakti÷ sa tv e«a  BVaky_3,12.17c
ÓabdasyÃnekadharmaïa÷  BVaky_2.253b
ÓabdasyÃnyasya saænidhi÷  BVaky_2.315d
ÓabdasyÃrthena taæ Óabdam  BVaky_2.128c
ÓabdasyÃrthena hÅyate  BVaky_2.16d
ÓabdasyÃrthe yatas tatra  BVaky_3,3.37c
Óabdasyety upacaryate  BVaky_1.77d
Óabdasyaivobhavasya vÃ  BVaky_1.80b
'Óabdasyopaiti vÃcyatÃm  BVaky_3,5.3d
Óabdasyordhvam abhivyakter  BVaky_1.79a
ÓabdasvarÆpam arthas tu  BVaky_2.260a
Óabda÷ kaÓ cit tam evÃrthaæ  BVaky_3,14.197c
Óabda÷ kÃraïam arthasya  BVaky_3,3.32a
Óabda÷ pratyayam ÃÓrita÷  BVaky_3,3.54b
Óabda÷ pravartamÃno 'pi  BVaky_2.154c
Óabda÷ Óe«Ãs tv anarthakÃ÷  BVaky_2.245d
Óabda÷ sattvanibandhana÷  BVaky_2.336b
Óabda÷ sarvapadÃrthÃnÃ  BVaky_3,11.7c
Óabda÷ saæskÃrahÅno yo  BVaky_1.175a
Óabda÷ svÃrthe vyavasthita÷  BVaky_2.255d
ÓabdÃ eva nibandhanam  BVaky_1.13b
ÓabdÃkhyÃ÷ paramÃïava÷  BVaky_1.114d
ÓabdÃ j¤eyena vastunÃ  BVaky_2.333d
ÓabdÃt kartÃ pratÅyate  BVaky_3,7.103d
ÓabdÃtmani na vidyate  BVaky_3,9.66d
ÓabdÃtmÃ tair na bhidyate  BVaky_2.463d
ÓabdÃt saæpratyaye sati  BVaky_2.163b
ÓabdÃd anyan na vidyate  BVaky_3,14.198d
ÓabdÃd arthÃ÷ pratÃyante  BVaky_3,14.198a
ÓabdÃd arthe pratÅyate  BVaky_3,14.280b
ÓabdÃdinÃæ guïe guïe  BVaky_3,13.14b
ÓabdÃdibheda÷ Óabdena  BVaky_1.123a
ÓabdÃd bhinne iva sthite  BVaky_2.469b
ÓabdÃd bheda÷ pratÅyate  BVaky_2.452d
ÓabdÃnÃm eva sÃ Óaktis  BVaky_1.153a
ÓabdÃnÃm aupacÃrikÅm  BVaky_3,3.50d
ÓabdÃnÃæ kramamÃtre ca  BVaky_2.50a
ÓabdÃnÃæ jÃtivÃcinÃm  BVaky_3,14.346b
ÓabdÃnÃæ yataÓaktitvaæ  BVaky_1.6c
ÓabdÃntaratvaæ yÃntÅva  BVaky_2.104c
ÓabdÃntaratvÃd atyanta-  BVaky_3,14.50c
ÓabdÃntaratvÃd yuktÃdi÷  BVaky_3,14.52a
ÓabdÃntaratvÃd vÃkye tu  BVaky_3,14.65c
ÓabdÃntaratvÃd vÃkye«u  BVaky_3,14.137a
ÓabdÃntaratvÃd vÃkye«u  BVaky_3,14.214a
ÓabdÃntaratvÃn naivÃsti  BVaky_3,7.77c
ÓabdÃntaraæ vibhaktyÃ tu  BVaky_3,14.461c
ÓabdÃntarÃnÃæ bhinne 'rtha  BVaky_3,13.26a
ÓabdÃntarÃbhisaæbandham  BVaky_2.329c
ÓabdÃntarÃbhisaæbandhÃd  BVaky_2.17c
ÓabdÃntarÃbhisaæbandhe  BVaky_3,14.426c
ÓabdÃntareïa saæbandha÷  BVaky_2.269c
ÓabdÃntare 'pi caikatvam  BVaky_3,14.250a
ÓabdÃntarai÷ samÃkhyÃnaæ  BVaky_2.9c
ÓabdÃ yathÃ vibhajyante  BVaky_3,14.75a
ÓabdÃrtha iti gamyate  BVaky_2.124d
ÓabdÃrtha iti gamyate  BVaky_2.132d
ÓabdÃrthasya prakÃÓakÃ÷  BVaky_1.177d
ÓabdÃrthasyÃnavacchede  BVaky_2.316c
ÓabdÃrtha÷ kaiÓ cid i«yate  BVaky_2.126d
ÓabdÃrtha÷ pravibhajyate  BVaky_2.135d
ÓabdÃrthÃv ap­thaksthitau  BVaky_2.31d
ÓabdÃrthÃæs tÃn ato vidu÷  BVaky_3,14.473d
ÓabdÃrthÃ÷ pravibhajyante  BVaky_2.314c
ÓabdÃrthe«u vyavasthitÃ÷  BVaky_3,13.21b
ÓabdÃ liÇge 'pi sa krama÷  BVaky_3,13.29d
ÓabdÃ lokanibandhanÃ÷  BVaky_2.297d
ÓabdÃ vÃkyasya te«v artho  BVaky_2.318c
ÓabdÃÓ ca na p­thak tata÷  BVaky_3,2.16b
ÓabdÃs tat tv avivak«ÃyÃæ  BVaky_3,14.471c
ÓabdÃs tathaiva d­Óyante  BVaky_1.155c
ÓabdÃs tasmÃd asatye«u  BVaky_3,3.73c
ÓabdÃs te pratipattÌïÃm  BVaky_3,9.67c
ÓabdÃ÷ prakaraïÃdibhi÷  BVaky_2.317d
ÓabdÃ÷ saÇghÃbhidhÃyina÷  BVaky_3,14.265b
Óabde dravyÃbhidhÃyini  BVaky_3,14.22d
ÓabdenÃrtham upohate  BVaky_2.215d
ÓabdenÃrthasya saæskÃro  BVaky_3,3.35a
Óabde 'nyatra vyavasthita÷  BVaky_2.96b
Óabde bhedo na gamyate  BVaky_3,14.480d
Óabdebhyo jÃyate sm­ti÷  BVaky_2.421d
Óabdebhyo bhinnalak«aïÃ  BVaky_3,1.10b
Óabde«v atyantam ÃÓrita÷  BVaky_2.102d
Óabde«v eva pravartate  BVaky_1.54b
Óabde«v evÃÓritÃ Óaktir  BVaky_1.122a
Óabdair apek«yate yasmÃd  BVaky_3,1.12c
Óabdair uccaritais te«Ãæ  BVaky_3,3.1c
Óabdair eva prakalpitÃ  BVaky_2.131b
Óabdair eva prakÃÓyate  BVaky_3,7.66d
Óabdair eva vyapÃÓrita÷  BVaky_3,13.6d
Óabdair evÃnuÓajyate  BVaky_3,9.105d
Óabdair nÃrtha÷ prakÃÓyate  BVaky_1.57b
Óabdair niyataÓaktibhi÷  BVaky_3,14.105d
Óabdais tadabhidhÃyibhi÷  BVaky_2.121b
Óabdais tadabhidhÃyibhi÷  BVaky_3,14.362d
Óabdais tais tair upÃÓritÃm  BVaky_3,3.49d
Óabdai÷ kartuæ na Óakyate  BVaky_3,3.38d
Óabdo dattÃrthav­ttitvÃd  BVaky_2.282c
Óabdo 'darÓanapÆrvaka÷  BVaky_3,13.12b
Óabdo dravye«u vartate  BVaky_3,14.348d
Óabdo na tasyÃvayave  BVaky_2.155c
Óabdo niyatatÃdarthya÷  BVaky_2.277c
Óabdo 'nyo na prayujyate  BVaky_3,14.599b
Óabdopajanito 'rthÃtmÃ  BVaky_3,13.2a
ÓabdopahitarÆpÃæÓ ca  BVaky_3,7.5a
Óabdo yena prayujyate  BVaky_2.299b
Óabdo vÃpy abhijalpatvam  BVaky_2.127c
Óabdau tulyaÓrutÅ puna÷  BVaky_2.475b
Óabdau Óabdavido vidu÷  BVaky_1.44b
ÓayitavyÃdibhis te«u  BVaky_3,14.440c
ÓayitavyÃdi«u kriyÃ  BVaky_3,14.439b
ÓarÅrabhede vidu«Ãæ  BVaky_1.127c
ÓarÅraæ tattvam ity api  BVaky_3,2.1b
Óastriæ svena guïenÃto  BVaky_3,14.383a
ÓastrÅkalpeti cocyate  BVaky_3,14.422b
ÓastrÅkumÃryo÷ sad­Óa÷  BVaky_3,14.379a
ÓastrÅ tatra pratÅyate  BVaky_3,14.366b
ÓastrÅ yatheyam ÓyÃmeti  BVaky_3,14.423c
ÓastrÅva ÓastrÅÓyÃmeti  BVaky_3,14.420a
ÓastryÃdinÃm upÃdÃne  BVaky_3,14.369c
ÓastryÃæ prasiddhaæ ÓyÃmatvaæ  BVaky_3,14.382a
ÓÃntahetÆpakÃra÷ san  BVaky_3,9.55c
ÓÃstra eva na vÃkye 'sti  BVaky_3,8.46c
ÓÃstra evÃnugamyate  BVaky_2.37d
ÓÃstrad­«Âis tu ÓÃstrasya  BVaky_3,14.80a
ÓÃstraprav­ttibhede 'pi  BVaky_3,14.249a
ÓÃstram Ãrabhyate tatra  BVaky_3,13.23c
ÓÃstraæ cak«ur apaÓyatÃm  BVaky_3,14.80d
ÓÃstraæ syÃt pratipÃdakam  BVaky_3,14.200d
ÓÃstrÃt prÃptÃdhikÃro 'yaæ  BVaky_2.79c
ÓÃstrÃd anumitÃtmakÃ÷  BVaky_3,4.2b
ÓÃstrÃnvÃkhyÃnasamaye  BVaky_3,14.268c
ÓÃstrÃbhyÃsÃc ca bhedo 'yam  BVaky_3,14.458a
ÓÃstrÃrambhÃd bhavi«yata÷  BVaky_3,14.224d
ÓÃstrÃrtha eva varïÃnÃm  BVaky_2.210a
ÓÃstrÃrthaprakriyÃ yata÷  BVaky_2.232d
ÓÃstrÃrtho 'pi na d­Óyate  BVaky_3,14.34d
ÓÃstre kva cit prak­tyartha÷  BVaky_2.229a
ÓÃstreïa prati«iddhe 'rthe  BVaky_2.322c
ÓÃstreïÃnugama÷ satÃm  BVaky_3,14.561b
ÓÃstreïÃpratipÃditam  BVaky_2.110b
ÓÃstre tÆbhayarÆpatvaæ  BVaky_2.130c
ÓÃstre 'dhikaraïaæ sm­tam  BVaky_3,7.148d
ÓÃstre nimittabhÃvena  BVaky_3,14.169a
ÓÃstre niyatalak«aïam  BVaky_2.448b
ÓÃstre 'nvÃkhyÃyate vidhi÷  BVaky_3,12.17d
ÓÃstre padÃrtha÷ kÃryÃrthaæ  BVaky_3,3.88c
ÓÃstre 'pi mahatÅ saæj¤Ã  BVaky_2.371a
ÓÃstre pratyÃyakasyÃpi  BVaky_2.98a
ÓÃstre bhedena darÓitam  BVaky_3,7.78b
ÓÃstre yat paribhÃ«itam  BVaky_2.3b
ÓÃstre laghvartham ÃÓrita÷  BVaky_2.176b
ÓÃstre liÇgaæ guïÃvasthÃ  BVaky_3,14.328c
ÓÃstre lopÃdi Ói«yate  BVaky_2.362d
ÓÃstre vacanam ucyate  BVaky_3,14.331d
ÓÃstre vibhaktÃ vÃkyÃrthÃt  BVaky_3,4.1c
ÓÃstre«u prakriyÃbhedair  BVaky_2.233a
ÓÃstre sÃdhutvam ucyate  BVaky_2.108d
ÓÃstre 'sminn upavarïitÃ÷  BVaky_1.26b
ÓÃstrais te«Ãæ viÓuddhaya÷  BVaky_1.174d
ÓÃstrai÷ kaÓ cana vidyate  BVaky_1.150b
ÓÃstropÃyeva lak«yate  BVaky_2.234d
Óik«amÃïo 'pabhÃ«ate  BVaky_1.179b
Ói«Âebhya ÃgamÃt siddhÃ÷  BVaky_1.27a
Ói«Âair nibadhyamÃnÃ tu  BVaky_1.172c
Ói«Âai÷ ÓÃstraæ na tÃn prati  BVaky_3,14.79d
Ói«yamÃïapare vÃkye  BVaky_3,1.86a
Óukla ity apadiÓyate  BVaky_3,14.148d
Óuklatvaæ bÃhuleyasya  BVaky_3,14.148c
ÓuklÃdayo guïÃ÷ santo  BVaky_2.69a
ÓuklÃdinÃæ pratik«aïam  BVaky_3,13.15b
ÓuklÃdivat tato lopas  BVaky_3,14.150c
ÓuklÃdival liÇgasaækhye  BVaky_3,14.224c
ÓuklÃdi«u matublopo  BVaky_3,14.88a
ÓuklÃdi«v ÃÓrayadravyaæ  BVaky_3,14.186a
ÓuklÃdau sati ni«panne  BVaky_3,14.625c
ÓuddhadravyaviÓe«aïam  BVaky_3,11.31b
Óuddham ÃÓrÅyate yadÃ  BVaky_3,14.178b
Óuddham evÃbhidhÅyate  BVaky_3,2.3d
Óuddham evaiti vÃcyatÃm  BVaky_3,2.4d
ÓuddhasyoccÃraïe svÃrtha÷  BVaky_2.265a
Óuddhaæ ceti dvidhÃ sthitam  BVaky_3,14.244b
ÓuddhÃyÃ÷ saæbhavÃn na syÃt  BVaky_3,14.448c
Óuddhe ca kÃle vyÃkhyÃtam  BVaky_3,9.98a
Óuddhe tu saævidhÃnÃrthe  BVaky_3,12.26a
Óu«katarkÃnusÃribhi÷  BVaky_2.484b
ÓÆraÓabdaprayoge tu  BVaky_3,14.430a
Óe«atvaæ yadi kalpyate  BVaky_3,12.25b
Óe«atvena vyavasthite  BVaky_3,3.23b
Óe«atve vÃpi kÃrakam  BVaky_3,7.130b
Óe«abhedas tu saptamÅ  BVaky_3,7.44d
Óe«alak«aïayÃ «a«ÂhyÃ  BVaky_3,7.160c
Óe«as tv anya÷ pratÅyate  BVaky_2.259d
Óe«e viÓi«Âasaækhye 'pi  BVaky_3,1.86c
Óauï¬Ãrdharcapuro¬ÃÓa-  BVaky_3,14.32a
Óaurpike mÃsajÃte ca  BVaky_3,14.1.26a
ÓyÃma ity evam ÃÓrite  BVaky_3,14.379b
ÓyÃmatvam upamÃne ced  BVaky_3,14.409a
ÓyÃmatvam ekaæ guïayor  BVaky_3,14.365c
ÓyÃmatvam eva sÃmÃnyam  BVaky_3,14.399a
ÓyÃmatve so 'vivak«ita÷  BVaky_3,14.363b
ÓyÃmamÃtre na vartate  BVaky_3,14.370b
ÓyÃmÃdÅnÃm udÃh­tÃ  BVaky_3,14.38d
ÓyÃmÃdau ye 'vasÅyante  BVaky_3,14.400c
ÓyÃmÃÓabdas tathÃ bhavet  BVaky_3,14.410b
ÓyÃmÃ ÓastrÅ yathÃ ÓyÃmÃ  BVaky_3,14.422a
ÓyÃmety etad apek«yate  BVaky_3,14.422d
ÓyÃmety evaæ prayujyate  BVaky_3,14.423b
ÓyÃmety evÃbhidhiyeta  BVaky_3,14.369a
ÓyÃmeva ÓastrÅ kanyeti  BVaky_3,14.298a
ÓyÃme«u ke«u cit kiæ cit  BVaky_3,14.371a
ÓyÃme«u ke«u cid v­ttir  BVaky_3,14.370c
ÓritÃs trayyantavedina÷  BVaky_3,3.72d
Órutam anyatra gamyate  BVaky_2.348d
ÓrutÃyÃm aÓrutÃyÃæ vÃ  BVaky_3,7.156c
Órutidharmavilak«aïa÷  BVaky_2.74d
ÓrutiprÃpto hi saæbandho  BVaky_3,1.76c
ÓrutimÃtreïa yatrÃsya  BVaky_2.278a
Órutim Ãhur akart­kÃm  BVaky_1.172b
Órutir evÃnu«aÇgeïa  BVaky_2.73c
Órutir vacanabhinnÃ vÃ  BVaky_2.471c
ÓrutisÃmye 'pi d­Óyate  BVaky_3,1.50d
Órutis tv anyaniv­ttaye  BVaky_2.417d
Órutism­tyuditaæ dharmaæ  BVaky_1.149c
ÓrutÅnÃæ kÃraïaæ p­thak  BVaky_1.47d
Óruter aÓakyÃ bhedÃnÃæ  BVaky_2.454c
Óruter vÃkyaæ samÃpyate  BVaky_2.451d
Órute÷ sÃmÃnyav­ttaya÷  BVaky_3,14.260b
Óruto 'tha vopamÃnastha  BVaky_3,14.384c
Óruto 'nyatrÃnumÅyate  BVaky_3,14.384b
ÓrutyÃ prakramyate yathÃ  BVaky_1.141b
ÓrÆyate 'nya÷ pratÅyate  BVaky_3,14.387d
ÓrÆyate vacanaæ yatra  BVaky_3,14.129a
ÓrÆyamÃïakriye puna÷  BVaky_3,7.159b
ÓrÆyamÃïe kriyÃÓabde  BVaky_2.197c
ÓrÆyamÃnaæ tu vacanaæ  BVaky_3,14.131c
Órotriyak«etriyÃdinÃæ  BVaky_3,14.55a
ÓvÃsaprabandhair maï¬Æka÷  BVaky_3,14.617c
Óvete Óvetata ity etac  BVaky_3,8.3a
«aÂ karmÃkhyÃdibhedena  BVaky_3,7.44c
[«aÂpra]bodhÃæ «a¬avyayÃm  BVaky_1.138b
«aÂ ÓaktÅr nÃtivartate  BVaky_3,7.36d
«aÂsu bhÃvavikÃre«u  BVaky_3,8.26c
«a¬ avasthÃ÷ prapadyate  BVaky_3,1.36b
«a¬dvÃraæ «a¬adhi«ÂhÃnÃæ  BVaky_1.138a
«atvÃdiviniv­ttyarthaæ  BVaky_2.202c
«a«ÂyÃÓ ca prathamÃyÃÓ ca  BVaky_1.67c
«a«ÂhÅt­tÅye tatra stas  BVaky_3,14.542c
«a«ÂhÅ na ÓrÆyate yathÃ  BVaky_3,14.228b
«a«ÂhÅ nÃnuprayujyate  BVaky_3,14.218b
«a«ÂhÅ bhedÃÓrayÃ bhavet  BVaky_3,14.112b
«a«ÂhÅ vidhÅyate tatra  BVaky_3,14.541c
«a«ÂhÅ sÃ g­hyate puna÷  BVaky_3,14.551d
«a«ÂhyantÃd adhike tasmÃd  BVaky_3,14.163a
«a«ÂhyarthasyÃbhidhÃne tu  BVaky_3,14.231c
«a«ÂhvÃ÷ sÃ lena saæbandhe  BVaky_3,8.44c
«a«thÅ ca prati«idhyate  BVaky_3,7.160b
«o¬hÃ kart­tvam evÃhus  BVaky_3,7.37c
sa"nghaÓ cvyantasya kathyate  BVaky_3,7.116b
sa eka iti gamyate  BVaky_3,14.402d
sa eka÷ pratipadyate  BVaky_3,9.31d
sa evÃbrÃhmaïe krama÷  BVaky_3,14.266d
sa evÃÓriyate yadi  BVaky_3,14.194b
sa evety apadiÓyate  BVaky_3,14.403b
sa kadÃ cit pratÅyate  BVaky_2.435d
sa karoti prakÃÓanam  BVaky_2.298d
sa kalÃ÷ kalayan sarvÃ÷  BVaky_3,9.14c
sa kÃrakavibhaktibhi÷  BVaky_2.200b
sa kuryÃt tÃvatÃæ yadi  BVaky_3,1.84b
sak­c chrutÃ saptadaÓasv  BVaky_2.456a
sak­tprav­ttÃv ekatvam  BVaky_3,1.100a
sakriyasya prayogas tu  BVaky_3,7.126c
sakriya÷ san prayujyate  BVaky_3,7.76b
saguïas tu prak­tyartho  BVaky_3,11.31c
sa gha¤Ãdinibandhana÷  BVaky_3,8.48d
sa gha¤Ãdisv api krama÷  BVaky_3,8.47d
saÇghav­ttyupadeÓavat  BVaky_3,14.43d
saÇghasyaiva vidheyatvÃt  BVaky_2.383a
saÇgha÷ saækhyeti kathyate  BVaky_3,11.19b
saÇghinor na tv abhedo 'sti  BVaky_3,14.394c
saÇghe saÇghi«u cÃrthÃtmÃ  BVaky_2.398c
saÇghaikadeÓe prakrÃntÃn  BVaky_2.225a
saÇghaikaÓe«advandve«u  BVaky_2.375a
saÇgho bhedaæ prakalpayet  BVaky_3,11.18b
sa ca go«ucarÃdÅnÃæ  BVaky_3,14.107c
sa ca dharma÷ samÃse«u  BVaky_3,14.27c
sa cÃpÆrvÃparibhÆta  BVaky_3,8.19a
sa cÃyam avyayÅbhÃve  BVaky_3,14.622c
sa cirak«iprabuddhivat  BVaky_3,9.63d
sa copajÃta÷ saæbandho  BVaky_2.199a
sa cchandasya÷ prajÃpati÷  BVaky_1.125b
sa ïyanta÷ pacater arthe  BVaky_3,7.61c
satataæ na viyujyante  BVaky_3,14.323c
sa tatra na vivak«ita÷  BVaky_3,9.113d
sa tathaiva vyavasthita÷  BVaky_2.434d
sa tasmin vÃcake Óabde  BVaky_2.215a
sata÷ sattÃ nivartyate  BVaky_3,14.307d
satÃm indriyasaæbandhÃt  BVaky_3,9.112a
satÃm eke pracak«ate  BVaky_3,7.107d
satÃ labhyaæ ca labhyate  BVaky_3,3.43b
satÃæ Óabdo 'bhidhÃyaka÷  BVaky_2.68d
sati gamye pravartate  BVaky_3,3.44b
sati cai«Ãæ prakÃÓane  BVaky_2.303b
sati pratyayahetutvaæ  BVaky_3,3.37a
'sati mukhyÃrthasaæbhave  BVaky_3,14.278b
satiÓi«ÂabaliyastvÃt  BVaky_3,14.63a
satiÓi«ÂabalÅyastvÃd  BVaky_3,14.412a
satÅ vÃvidyamÃnÃ vÃ  BVaky_3,7.47a
sa tu tatra vyavasthita÷  BVaky_2.410d
sa tebhyo vyatirikto vÃ  BVaky_3,7.15a
sato 'pi cÃtmatattvaæ yat  BVaky_3,9.36c
sato 'vivak«Ã pÃrÃrthyaæ  BVaky_1.152a
sato hi gantur gamanaæ,  BVaky_3,3.44a
sattayaivÃbhisaæbandho  BVaky_3,14.254a
sattÃnyÃ parikalpyatÃm  BVaky_3,14.254d
sattÃ bhÆtÃbhidhÅyate  BVaky_3,9.79d
sattÃyÃ eva bhÆtatÃ  BVaky_3,9.79b
sattÃ vÃ, kart­karmanÃm  BVaky_3,8.23b
sattÃ vÃ samavÃyinÅ  BVaky_3,8.23d
sattÃ svaÓaktiyogena  BVaky_3,8.36a
sattaikÃ vyavati«Âhate  BVaky_3,8.28d
sattvadharmasamanvayÃt  BVaky_3,14.437b
sattvabhÃvas tu yas tasyÃ÷  BVaky_3,8.48c
sattvabhÆto 'rtha ucyate  BVaky_3,1.51b
sattvav­ttasya Óe«e vÃ  BVaky_3,14.436a
sattvÃd avyatirekeïa  BVaky_3,9.60a
sattvÃdi«u ca mÃtrÃsu  BVaky_3,11.14c
satyato na parÃm­Óet  BVaky_3,6.24d
saty api pratyayÃrthatve  BVaky_3,14.535c
saty api pratyaye 'tyantaæ  BVaky_2.216c
satyam Ãk­tisaæhÃre  BVaky_3,2.11a
satyam evÃbhidhÅyate  BVaky_3,2.2d
satyaæ yat tatra sÃ jÃtir  BVaky_3,1.32c
satyaæ vastu tadÃkÃrair  BVaky_3,2.2a
satyÃ visuddhis tatroktÃ  BVaky_1.9a
satyÃsatyau tu yau bhÃgau  BVaky_3,1.32a
satyo vÃ viparÅto vÃ  BVaky_2.428c
sa tv anekapadastho 'pi  BVaky_2.43a
