Rasarnava, Patalas 1-12
Based on the ed. by Praphulla Chandra Ray
Calcutta : Asiatic Society 1908-1910
(Bibliotheca Indica, 175)


Input by Oliver Hellwig


PADA INDEX


___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ğ             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ı             253   
visarga                 ş             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________



akathyamapi deve÷i  Ras_1.13c
ùaõmàsaü tanmukhe dhàryaü  Ras_12.314a
ùaõmàsàt syàt sahasràyur  Ras_12.301c
ùaõmàsàdamaro bhavet  Ras_12.102b
ùaõmàse tu vyatikrànte  Ras_12.146c
ùaõmàsena tathà vallãü  Ras_12.186c
ùaõmàsena prayogeõa  Ras_12.380e
ùaõmàsena prà÷anena  Ras_12.310c
ùaùñikàmlapariplutaiş  Ras_6.18d
ùaùñiü trãõi ÷atàni ca  Ras_12.308b
ùaùñyadhika÷atatrayam  Ras_12.356b
ùaùñyaü÷ena tu vedhayet  Ras_12.249b
ùaùñhe tu golakàkàraş  Ras_11.54c
ùaùñho dvyaü÷aş prakãrtitaş  Ras_11.51b
ùoóa÷àïgulavistãrõaü  Ras_4.56a
ùoóa÷àü÷ena tadgràsam  Ras_11.114c
ùoóa÷àü÷ena tadvattaü  Ras_11.44c
ùoóa÷àü÷ena sambhavet  Ras_12.224d
ùoóa÷àü÷airvimarditam  Ras_10.41d
ùoóa÷àü÷aiş sa dhànyàmlaiş  Ras_11.67c
ùoóa÷àü÷aiş supeùitaiş  Ras_8.84d
ùoóa÷e vatsare devi  Ras_12.363c
ùoóa÷aiva sahasràõi  Ras_8.13a
ùñaïkaõa÷càùñamo bhavet  Ras_6.34d
sakampa÷ca vikampa÷ca  Ras_11.75c
saktukaü kàlakåñaü ca  Ras_5.33a
sakùaudraü piõóitaü tataş  Ras_6.136d
sa khalvevaü careddevi  Ras_11.47c
sagauravaü mçdu snigdhaü  Ras_7.101a
sa ghañaş kà¤canaü bhavet  Ras_12.146d
sa ca mokùo nirarthakaş  Ras_1.9b
sa ca lohamayaş ÷ailo  Ras_4.60c
sa càpi trividho devi  Ras_7.67a
sajale ÷yàma÷àdvale  Ras_2.42d
sa jãvet sàdhakottamaş  Ras_12.89b
sajjopakaraõaü tathà  Ras_2.45b
saõóa÷yà tu vidhàrayet  Ras_11.170d
saõóasãpaññasaüdaü÷aü  Ras_4.4a
sa tàvajjãvayejjãvaü  Ras_10.15c
sati niùpeùanirgate  Ras_11.65b
sattvamàvartitaü vyomni  Ras_8.20a
sattvaråpo mahàbalaş  Ras_7.32b
sattvavanto balopetà  Ras_6.71a
sattvaü kuñilasaükà÷aü  Ras_7.36c
sattvaü candràrkasaükà÷aü  Ras_7.17c
sattvaü tu såtasaükà÷aü  Ras_7.49c
sattvaü patati nirmalam  Ras_4.55d
sattvaü patati ÷obhanam  Ras_7.42d
sattvaü patati ÷obhanam  Ras_7.84d
sattvaü pàradami÷ritam  Ras_12.381b
sattvaü pãtàbhrakasya ca  Ras_11.187b
sattvaü pãtàbhrakasya tu  Ras_8.67b
sattvaü mu¤cati tatkùaõàt  Ras_6.116b
sattvaü mu¤cati màkùikam  Ras_7.9f
sattvaü mu¤cati ÷obhanam  Ras_7.87f
sattvaü mu¤cati sudhmàtaü  Ras_7.8c
sattvaü mu¤canti suvrate  Ras_7.95b
sattvaü ÷ulvanibhaü mçdu  Ras_7.10f
sattvàni nikhilàni ca  Ras_6.16d
sattvànyapi ca pàcayet  Ras_12.68b
satyavàdã dçóhavrataş  Ras_2.8f
satyaü sa labhate devi  Ras_1.22a
saddar÷anam akàïkùiõàm  Ras_1.25b
sadbhàvaü kathayàmi te  Ras_1.13d
sadyo janmàntaràrjitaiş  Ras_1.42b
sadyojàtaü tasya jànu  Ras_2.110c
sadratnaü lepayettena  Ras_11.135c
sadhåmo dhåmago bhavet  Ras_10.14d
saptaka¤cukanirmuktaş  Ras_10.52c
saptajanma mçto jàto  Ras_2.104c
saptada÷àkùaràü kàlãü  Ras_3.16a
saptadhà nirmalo bhavet  Ras_10.55d
saptadhà parivàpena  Ras_7.114c
saptadhà baddhatàü nayet  Ras_12.101d
saptadhà bhàvitaü tena  Ras_12.6c
saptadhà hemavadbhavet  Ras_11.184d
saptapàtàlasaüyutàm  Ras_12.254b
saptabhirdivasaireva  Ras_8.78c
saptabhir hemasuprabhaiş  Ras_12.168d
saptame dhåmavedhã syàt  Ras_12.70c
saptaràtraprayogeõa  Ras_12.195e
saptaràtraü tu bhàvayet  Ras_12.177d
saptaràtraü sure÷vari  Ras_7.33d
saptaràtroùitaistataş  Ras_7.117d
saptavàraü kàkamàcyà  Ras_10.50a
saptavàraü ca dàpayet  Ras_11.38b
saptavàraü tu tàlakam  Ras_12.13b
saptavàraü tu bhàskaram  Ras_12.24b
saptavàraü tu svedayet  Ras_12.248d
saptavàraü tu hiïgulam  Ras_12.47b
saptavàraü niùecitam  Ras_12.45b
saptavàraü varànane  Ras_12.118b
sapta vàràn niùecayet  Ras_11.166d
saptavàràü÷ca bhàvayet  Ras_12.223:2d
saptaviü÷atkramànvitam  Ras_3.11b
sapta÷çïkhalikàyogàt  Ras_11.97c
saptasaptapuñopetaü  Ras_7.9c
saptàbhimantritaü kçtvà  Ras_12.245a
saptàbhimantritànkçtvà  Ras_12.243c
saptàhamàtape taptam  Ras_6.33c
saptàhaü dravatàü vrajet  Ras_6.117d
saptàhaü bhågataş pa÷càd  Ras_9.14e
saptàhaü mardayedbudhaş  Ras_7.76d
saptàhaü marditastasyà  Ras_12.29a
saptàhàjjàyate rasaş  Ras_10.52d
sabãjaü såtakaü caiva  Ras_12.223:2a
sabãjaü såtakopetam  Ras_12.162:2a
sabãjà cauùadhã gràhyà  Ras_12.59a
sa bhavetsiddhibhàjanam  Ras_2.88b
sa bhavedajaràmaraş  Ras_12.303b
sa bhaveddaõóadhàrã ca  Ras_11.65c
sa bhavedduşkhapãóitaş  Ras_1.52d
sa bhavedbhåcaro rasaş  Ras_11.71d
sabhasmalavaõà hema  Ras_7.102c
samajãrõasya jàyate  Ras_12.63d
samajãrõaü tato yàvat  Ras_11.120a
samajãrõaü tu jàrayet  Ras_11.148b
samajãrõaü tu pàrvati  Ras_11.120d
samajãrõaü drutaü bhavet  Ras_11.57d
samajãrõaü drutaü bhavet  Ras_11.58d
samajãrõàbhrakaş såtaş  Ras_11.70c
samajãrõena vajreõa  Ras_11.145a
samajãrõe rase devi  Ras_12.7c
samajãrõo bhavedbàlo  Ras_11.77a
samadvitriguõàn tàmre  Ras_8.56c
samabhàgàni kàrayet  Ras_11.88d
samabhàgàni kàrayet  Ras_12.348b
samabhàgàstatheùyate  Ras_8.86d
samamabhrakajaü rajaş  Ras_6.30b
samamekatra yojayet  Ras_12.248b
samarcitavinàyakam  Ras_2.46b
samastaj¤ànabhàjana  Ras_2.36b
samastaü jàyate hema  Ras_12.51c
samahemnà tu sàrayet  Ras_10.28b
samaü kçùõàbhrasattvaü ca  Ras_11.110c
samaü jàrayate yadi  Ras_12.57b
samaü và càrayet priye  Ras_11.45f
samaü hemada÷àü÷ena  Ras_11.153c
samànãya kumàrãü tu  Ras_2.100a
samàlikhitadigdevaü  Ras_2.46a
samàvarttaü tu kàrayet  Ras_6.86b
samàhitamanà dhyàyet  Ras_2.92c
samàhitamanàş ÷çõu  Ras_7.147b
samàhitamanàş ÷çõu  Ras_12.229b
samàhitamanàş ÷çõu  Ras_12.259b
samàü÷aü rasaràjasya  Ras_8.52c
samàü÷aü ÷ilayà hatam  Ras_11.160d
samàü÷aü samamàkùãkaü  Ras_8.51c
samàü÷aü suragopasya  Ras_7.120a
samàü÷ena tu cårõayet  Ras_6.133b
samukhaü nirmukhaü vàpi  Ras_11.59a
same tu kanake jãrõe  Ras_12.69c
same tu gagane jãrõe  Ras_12.62c
same tu pannage jãrõe  Ras_11.155a
sampåjya viniyu¤jyàt tat  Ras_2.121c
sampåjyàdau samàcaret  Ras_2.120f
sampårõaü kùitimaõóalam  Ras_2.16b
sampradàyaü prayacchanti  Ras_1.54c
sambhavanti tathà tattac  Ras_2.120c
sambhaveddhi gatitrayam  Ras_10.19b
samyak te kathayàmyaham  Ras_12.235b
sa yàti niùphalaü karma  Ras_1.55c
saralaü rajanãdvayam  Ras_8.80d
sa rasaş sarvalohàni  Ras_12.249a
sarjakùàro yavakùàra-  Ras_6.34c
sarjayàvakañaïkaõaiş  Ras_8.37b
sarjikàsarjaniryàsa-  Ras_7.92a
sarpàkùãkalkasaüyutam  Ras_11.189b
sarpàkùo vahnikarkoñã  Ras_5.2a
sarpàkùyambujasaüyutam  Ras_10.58d
sarbbatomukhameva tat  Ras_6.41b
sarbbeùàü puruùà hitàş  Ras_6.77b
sarvakarmàkaraü devi  Ras_2.76c
sarvakàmamaye ramye  Ras_7.57c
sarvakàryàrthasàdhinã  Ras_12.149d
sarvaj¤aü rasabhairavam  Ras_2.63b
sarvataş siddhimicchatà  Ras_2.91d
sarvatra såtako yàti  Ras_4.21c
sarvadoùavinirmuktaş  Ras_12.138c
sarvadoùojjhitaü tataş  Ras_11.109b
sarvadvaüdveùu melanam  Ras_8.34d
sarvapàpakùaye jàte  Ras_11.2a
sarvabàdhàvivarjite  Ras_2.40d
sarvabhåtadayàtmakam  Ras_2.87d
sarvamçtyupra÷amanàş  Ras_6.116c
sarvamekatra kàrayet  Ras_12.318d
sarvamekatra mardayet  Ras_12.120d
sarvaratnavibhåùite  Ras_7.57b
sarvarogavinirmukto  Ras_11.144a
sarvarogavinirmukto  Ras_12.353e
sarvalokeùu vi÷rutaş  Ras_12.237d
sarvalohàni kà¤canam  Ras_12.344b
sarvalohàni jàrayet  Ras_12.172d
sarvalohàni ra¤jayet  Ras_12.37d
sarvalohàni vidhyati  Ras_11.144d
sarvalohàni vedhayet  Ras_12.161d
sarvalohàni vedhayet  Ras_12.217f
sarvavighnopa÷àntaye  Ras_2.75b
sarvavyàdhãn jayatyalam  Ras_12.362d
sarva÷uddhiùu ÷obhanà  Ras_4.44d
sarvasattvamataş param  Ras_11.8b
sarvasattvava÷aükaram  Ras_12.168f
sarvasattvasya jàraõam  Ras_11.210d
sarvasattvaü ca pàtayet  Ras_12.67f
sarvasattvàni jàrayet  Ras_9.9d
sarvasattvàni jàrayet  Ras_11.81d
sarvasattveùu melanam  Ras_8.35d
sarvasattvopakàràya  Ras_11.12a
sarvasiddhànnamaskçtya  Ras_11.104c
sarvasiddhikaraü param  Ras_12.166b
sarvasiddhikarà÷ ca te  Ras_6.116d
sarvasiddhipradàyakaş  Ras_11.28b
sarvaü ca jàrayedvajraü  Ras_11.154a
sarvaü taddhàrayet kùitau  Ras_12.164b
sarvaü dviguõajàraõàt  Ras_8.48b
sarvaü dhmàtaü vicårõitam  Ras_8.70d
sarvaü samaphalaü bhavet  Ras_12.291f
sarvaü saükùubhya nikùipet  Ras_10.41b
sarvàïgaü khaõóa÷a÷chinnaü  Ras_9.11a
sarvàõi samabhàgàni  Ras_11.128a
sarvàõyekatra dhàmayet  Ras_8.40b
sarvànnàrã÷ca jàpayet  Ras_3.29d
sarvàyudhanivàraõàt  Ras_12.345d
sarvàyudhanivàraõã  Ras_12.305b
sarvàrthasiddhido raktaş  Ras_6.128c
sarvàstatra kumàrikàş  Ras_2.102b
sarve càmlàş prabodhakàş  Ras_5.43b
sarve malaharàş kùàràş  Ras_5.43a
sarveùàmeva lohànàü  Ras_12.154a
sarveùàü såtakaş samaş  Ras_12.160d
sarveùàü hemakàrakam  Ras_12.324d
sarve strãstanyapeùitàş  Ras_6.99d
sasattvasyàbhrakasya ca  Ras_11.51d
sa sarvara¤jako bhavet  Ras_12.349f
sasnehakùàrapa¤càmlaiş  Ras_8.56a
sasyaka÷capala÷ caiva  Ras_8.3a
sasyakasyàpyayaü vidhiş  Ras_7.13f
sasyakaü tu suràyudham  Ras_12.350b
sasyakaü vimalà¤janam  Ras_8.58d
sasyakaş ÷uddhimàpnoti  Ras_7.45a
sasyakà vimalàstathà  Ras_6.67b
sasyake lohità bhavet  Ras_4.51b
sasyakairdaradena ca  Ras_8.39b
sasyako gandhatàlau ca  Ras_2.59c
sasyako darada÷caiva  Ras_7.2c
sasyako 'bhåt sa kàlikaş  Ras_7.39f
sasyo mayåratutthaü syàt  Ras_7.44a
sahadevã punarnavà  Ras_10.40b
sahadevãvahni÷ikhà-  Ras_11.197c
saha lakùaõasaüskàrair  Ras_7.1a
sahasrajãvã vijayã naraş syàt  Ras_12.372d
sahasramapi vedhayet  Ras_11.146b
sahasravedhã dviguõe  Ras_11.71a
sahasraü koñivedhakam  Ras_12.26b
sahasraü jãvitaü tasya  Ras_12.321c
sahasraü divasàntare  Ras_12.33b
sahasraü và ÷ataü vàpi  Ras_2.88c
sahasraü vedhayitvà tu  Ras_12.154c
sahasraü ÷atameva và  Ras_10.37b
sahasràõi caturda÷a  Ras_12.377b
sahasràyur na saü÷ayaş  Ras_12.297f
sahasràyu÷ca jàyate  Ras_12.300d
sahasràyuùkarã bhavet  Ras_12.331d
sahasràyuş prayacchati  Ras_12.374d
sahasràü÷ena tasyaivaü  Ras_12.218c
sahasràü÷ena tenaiva  Ras_12.95c
sahasràü÷ena deve÷i  Ras_12.126c
sahasràü÷ena vidhyati  Ras_12.327b
sahasràü÷ena vedhakçt  Ras_8.54d
sahasràü÷ena vedhayet  Ras_11.196d
sahasràü÷ena vedhayet  Ras_12.119:2d
sahasràü÷ena vedhayet  Ras_12.128d
sahàdevã mahàbalà  Ras_5.4b
sahàyàstàdç÷àstasya  Ras_2.35c
sahi kràmati loheùu  Ras_11.221a
sahaikatra bhavettàraü  Ras_12.188a
sahyàcale pure devyàş  Ras_12.287a
sahyàdriş puõyaparvataş  Ras_12.260d
saükaraü milati kùaõàt  Ras_8.38d
saükaràkhyaü tu durmelyaü  Ras_8.23a
saükocena na saü÷ayaş  Ras_12.128b
saükocya màraõaü tena  Ras_12.23c
saükràntasya rasasya tu  Ras_8.14b
saükùepàt kathyate ÷çõu  Ras_10.3d
saügåhyàràdhayed devãü  Ras_2.88a
saüjàtàş kartarãrasaş  Ras_12.203d
saüjàtairupa÷obhitaiş  Ras_12.168b
saüjãvanãjalasyàtha  Ras_12.232a
saüdeha÷ca pade pade  Ras_2.132b
saüdhiü vilepayedyatnàt  Ras_4.11c
saüpeùyaü taõóulàmbhasà  Ras_6.91d
saüyutaü vaóavàmukham  Ras_9.5d
saüyojya triguõàü rãtiü  Ras_11.180a
saüskàramatisaukhyadam  Ras_6.55b
saüskàras tasya kathyatàm  Ras_6.1d
saüskàràt saptadhà rasaş  Ras_11.198f
saüskçtaü chàgaraktena  Ras_6.54a
saüsthàpya màsaparyyantaü  Ras_6.60c
saüsthità cottare gçhe  Ras_3.15b
saüsthità dakùiõe gçhe  Ras_3.14b
saüspar÷àdvedhayetsarvam  Ras_11.139a
sàkùàddivyauùadhaü param  Ras_12.358d
sà j¤eyà sthalapadminã  Ras_12.124f
sà jvàlàkartarã caiva  Ras_12.206c
sàdhakasya phalaü priye  Ras_3.28d
sàdhakaş kùuranàyike  Ras_2.83d
sàdhakànàü hitàya vai  Ras_2.36d
sàdhakàn susamàhitàn  Ras_2.12b
sàdhakàü÷ca yathocitaiş  Ras_2.82d
sàdhako dikùu nikùipet  Ras_12.243d
sàdhanaü ca vada prabho  Ras_8.1d
sàdhayedgaganaü punaş  Ras_12.6b
sàdhayedrasabhairavam  Ras_1.59d
sàdhàraõe tãkùõa÷ulve  Ras_7.98c
sàdhu parvatanandini  Ras_1.7b
sàdhu pçùñaü tvayà devi  Ras_1.7c
sàdhu pçùñaü mahàbhàge  Ras_1.33a
sàdhu sàdhu mahàbhàge  Ras_1.7a
sà nàrã kàkiõã smçtà  Ras_2.17d
sà nàrã kà¤cikàcinã  Ras_2.19b
sà nàrã kãkaõã matà  Ras_2.18b
sàmudralakùaõopeto  Ras_2.8a
sàmudraü saindhavaü caiva  Ras_5.32a
sàmudraü saindhavaü tathà  Ras_11.87d
sàraõaü kràmaõaü kramàt  Ras_10.11d
sàraõaü kràmaõaü j¤àtvà  Ras_11.10a
sàraõà kramayogataş  Ras_11.196b
sàraõàkramayogena  Ras_12.379a
sàraõà tailamucyate  Ras_8.85d
sàraõàyantramadhyasthaü  Ras_11.96a
sàraõàyantrayogena  Ras_10.28c
sàraõàyàü ca ÷asyate  Ras_8.53d
sàraõàü guñikà parà  Ras_12.336b
sàrayettena bãjena  Ras_11.146a
sàrayet tena bãjena  Ras_11.147a
sàrayet puñapàkena  Ras_7.26a
sàraü lohadvayaü smçtam  Ras_7.98b
sàritaü jàrayet pa÷càt  Ras_11.146c
sàritaş sàrita÷caiva  Ras_10.29a
sàrito yatra tiùñhati  Ras_4.27d
sàrdhaü ghçtamadhuplutam  Ras_12.316b
sà vidyà kulakhecarã  Ras_3.20b
sà vidyà khecarãõàü tu  Ras_3.19c
sà ÷vetà vyàdhinà÷e ca  Ras_12.179c
sà sthità gomatãtãre  Ras_12.152a
sà spar÷akartarã chàyà-  Ras_12.206a
siktaü dhmàtaü drutaü bhavet  Ras_6.24d
si¤cedunmattaniryàse  Ras_7.68c
sitapãtàdivarõàóhyaü  Ras_12.213c
sitamustà tathaiva ca  Ras_5.33b
sitaü sitena dravyeõa  Ras_11.9c
sitaü suvarõaü bahugharmatàpitaü  Ras_7.52c
sità kçùõà ca sauràùñrã  Ras_7.79a
siddhakanyà÷atavçto  Ras_12.257c
siddhakaulàdinà÷ana  Ras_1.4d
siddhakùetrasamà÷rayam  Ras_10.5b
siddhadravyaü tu siddhidam  Ras_2.121d
siddhavidyàdharaiş saha  Ras_11.106b
siddhastatraiva lãyate  Ras_11.107b
siddhastu nà÷ayedvàdaü  Ras_2.122a
siddhàïganàbhistviùñàbhis  Ras_7.58c
siddhàrthaş sa ca kãrtitaş  Ras_10.34b
siddhidà rasasaügame  Ras_5.44b
siddhirbhavati nànyathà  Ras_12.186b
siddhiü pràpnoti sàdhakaş  Ras_3.33d
siddhiü vàpyathavàsiddhiü  Ras_2.102e
siddhyupàyopade÷o 'yam  Ras_1.57a
sidhyanti suravandite  Ras_2.89d
sinàóikàyà målaü tu  Ras_6.61a
sindårasaünibhaü yàvat  Ras_8.74c
sindåraü rajanãdvayam  Ras_12.223:1b
sindåràruõasaünibham  Ras_12.95b
sindåràruõasaünibham  Ras_12.217d
sindåràruõasaünibham  Ras_12.341d
sindhunà carate rasaş  Ras_11.56d
sindhusauvarcalaü bhavet  Ras_11.190d
siühadvãpe tathà punaş  Ras_12.284d
siühavallã ca ÷åkarã  Ras_5.27b
siühavallãrasasya tu  Ras_11.174b
sukhàdbandhakaraü hy à÷u  Ras_6.116a
sugandhi sumanoharam  Ras_7.60d
sugandhairlepite sthàne  Ras_2.95a
sugupte suùame sthàne  Ras_2.40c
sughçùñaü pàcitaü såtaü  Ras_11.109a
suciraü tiùñhati drutam  Ras_7.121d
sujanasamayapàtà dharmadãkùànumàtà  Ras_12.368c
sutaptajvalanaprabham  Ras_12.54d
sudagdha÷aïkhanàbhi÷ca  Ras_11.132a
sudar÷anaü mahàcakraü  Ras_12.202c
sudçóhaü paridhàmitam  Ras_7.125b
sudçóho mardakaş kàryaş  Ras_4.60a
sudhàmapi tathàvàmat  Ras_7.39c
sudhmàtaü ra¤jitaü bhavet  Ras_11.176f
sudhmàtàstãvravahninà  Ras_8.33b
sundaraü hy amarara¤jakaü ÷ubham  Ras_12.369d
supàcitaü såraõakandasampuñe  Ras_7.12b
suprasiddhàmbikà nàma  Ras_12.238c
suprasåtàni lakùayet  Ras_12.151d
suragaja iva loke ÷ràntihantà÷u nityam  Ras_12.367d
suragururiva ÷uddhaş satkavi÷citrakàrã  Ras_12.367b
suradàlyà÷ca yadrajaş  Ras_7.120b
suràmatsyàmiùàdibhiş  Ras_2.119b
suràsuranamaskçtam  Ras_6.130b
suràsurairmathyamàne  Ras_6.65a
suråpà càruhàsinã  Ras_2.20b
surai÷càpi puraü gatà  Ras_7.62b
suvarõasya tu jàraõam  Ras_11.211b
suvarõaü tadanantaram  Ras_11.8d
suvarõaü rajataü tàmraü  Ras_6.138a
suvarõaü rajataü tàmraü  Ras_7.97a
suvarõaü samasàritam  Ras_12.324b
su÷lakùõaü navanãtavat  Ras_6.14b
su÷lakùõaü peùayitvà tu  Ras_4.18a
susiddhaü kurute hy ayam  Ras_4.23b
susiddhe tu mahàrase  Ras_2.122d
susnàtà kùãrasàgare  Ras_7.61d
susvinnà iva jàyante  Ras_6.106c
såkùmake÷à tu yà nàrã  Ras_2.20c
såkùmacårõaü tu kàrayet  Ras_7.142b
såkùmacårõàni kàrayet  Ras_12.16b
såkùmacårõàni kàrayet  Ras_12.157b
såkùmadhàramayaş ÷ubham  Ras_7.108b
såkùmàş såkùmataràş priye  Ras_6.74b
såcità sarvatantreùu  Ras_1.6a
såtaka÷carati kùaõàt  Ras_11.27d
såtakastvamçtopamaş  Ras_1.53b
såtakasya vicakùaõaiş  Ras_11.212d
såtakaü càbhrakaü caiva  Ras_12.373a
såtakaü tatra nikùipet  Ras_12.374b
såtakaü dvayameva ca  Ras_12.352b
såtakaü ra¤jayanti te  Ras_8.2d
såtake hemabãjaü ca  Ras_11.95a
såtakaikena ùoóa÷a  Ras_11.93b
såtako grasati priye  Ras_11.116b
såtako balavàn bhavet  Ras_11.124b
såtalohasya vakùyàmi  Ras_6.55a
såto 'yaü matsamo devi  Ras_1.36a
såtrairvartiü tu kàrayet  Ras_11.169d
såryàvarta÷ca kadalã  Ras_5.22a
såryàvartodakakaõà-  Ras_7.89a
såryyatàpena saptàhaü  Ras_6.38e
sçùñitrayodakakaõà-  Ras_11.23a
sçùñyambujanirodhena  Ras_10.58a
secayettat tathàveùñya  Ras_12.349a
secayet salilena tu  Ras_12.184d
seyaü samukhajàraõà  Ras_11.18f
saiva chidrànvità mandà  Ras_4.41c
so 'pi sàkùàt sadà÷ivaş  Ras_12.87b
somavallãrasenaiva  Ras_11.38a
somavallãrasaiş piùñvà  Ras_11.37a
saubhàgyapa¤cagavyena  Ras_7.87c
saubhà¤janarase kùipet  Ras_11.185d
sauràùñrã khagagairikam  Ras_7.56b
sauràùñrãtàlakànvite  Ras_6.97b
sauràùñrãü bhàvayettataş  Ras_7.80b
sauvarcalaü ca kàcaü ca  Ras_5.32c
sauvarcalaü ca kàsãsaü  Ras_11.87c
sauvarcalaü sarjikà ca  Ras_9.2c
sauvarccalayuto meghà  Ras_6.29a
sauvãrañaïkaõànvite  Ras_11.171b
sauvãraü vyoùagandhakam  Ras_9.2b
skandamàgneyagocare  Ras_2.55d
stanyena hiïgulaü tãkùõaü  Ras_7.148c
stambhamàyàti tatkùaõàt  Ras_12.138d
stambhayeddhåpanena ca  Ras_12.210b
stotramaïgalanisvanaiş  Ras_2.74b
strãmåtre bhàvayedrajaş  Ras_7.40b
strãrajaşparipeùitam  Ras_6.90d
strãrajo vyàghramadhyasthaü  Ras_12.348c
strãvajràş svalpa÷aktayaş  Ras_6.72b
strãstanyakàcadhåmottha-  Ras_11.187c
strãstanyaparipeùitaiş  Ras_8.36d
strãstanyapeùitaiş sarvaü  Ras_8.37c
strãstanyamoditaü dhmàtaü  Ras_7.9e
strãstanyaü vana÷igrukam  Ras_8.28b
strãstanyaü suragopakaş  Ras_8.32d
strãstanyena tu peùitam  Ras_6.92d
strãstanyena tu peùitam  Ras_12.99b
sthalakumbhãrasena ca  Ras_6.118d
sthalaracitaciràntarjàlakaü koùñhakaü syàt  Ras_4.58b
sthànayogaü niyojayet  Ras_12.210d
sthànasyàsya niùekaü tu  Ras_12.164c
sthàpayitvà dharottaram  Ras_6.19b
sthàpayejjànumadhyataş  Ras_6.111d
sthàpayettu varànane  Ras_12.60d
sthàpayeddhànyarà÷au tu  Ras_12.221a
sthàpayennàgasindåraü  Ras_12.226a
sthàpayenmçnmaye pàtre  Ras_6.25c
sthàlikàyàü nidhàyordhvaü  Ras_4.11a
sthàlãm anyàü dçóhàü kuru  Ras_4.11b
sthàlyantare kapotàkhyaü  Ras_4.12a
sthitaü taddravatàü vàti  Ras_6.21c
sthità ràgà÷ca gandhake  Ras_8.5b
sthålàtisthålamadhyà÷ca  Ras_6.74a
sthålà bahusthålapuñaiş  Ras_6.106a
snapanaü kriyate tu yat  Ras_4.53f
snàtaş ÷uklàmbaradharaş  Ras_2.48c
snàtvà vai sàdhakottamaş  Ras_12.262d
snànamuùõàmbhasà kuryàt  Ras_12.275c
snigdhabhàõóe nidhàpayet  Ras_6.58b
snukkãlàlarasaü stanyaü  Ras_6.81c
snukkùãrakañukàlàbu-  Ras_7.75a
snuhikùãreõa saptàhaü  Ras_6.24c
snuhãkùãrasamàyogàt  Ras_7.115a
snuhãkùãraü samàdàya  Ras_12.120a
snuhãkùãreõa mardayet  Ras_11.29d
snuhãkùãreõa ÷ulbasya  Ras_12.117c
snuhãkùãreõa saüpeùya  Ras_6.102c
snuhãkùãreõa sindåraü  Ras_7.147c
snuhãkùãraiş pralepitam  Ras_11.61b
snuhyarkakùãrabhàvitam  Ras_7.8b
snuhyarkakùãralavaõa-  Ras_7.106a
snuhyarkakùãrahalinã-  Ras_7.116a
snuhyarkakùãrahiïgulaiş  Ras_8.59d
snuhyarkadugdhairdeve÷i  Ras_11.89a
snuhyarkapayasà tathà  Ras_6.119b
snuhyarkonmattakaü caiva  Ras_5.34a
snuhyarkonmattahalinã  Ras_7.140c
snehakùàràmlavargai÷ca  Ras_8.21a
snehayuktaistu kàrayet  Ras_8.72f
snehà màrdavakàrakàş  Ras_5.43d
snehàmlalavaõakùàra-  Ras_4.5c
spar÷anaü caivamàlokya  Ras_8.15e
spar÷avedhi bhavet pãtaü  Ras_6.43a
spar÷avedhã bhavennaraş  Ras_12.87d
spar÷avedhe tu sà j¤eyà  Ras_12.149c
smaraõànmucyate pàpaiş  Ras_1.42a
smaredghorasahasrakam  Ras_12.214b
smãdç÷aü saüsmarettu sà  Ras_2.34d
syàccaturda÷avarõakam  Ras_12.272b
srotojaü suravandite  Ras_7.53d
sroto¤janam athàùñakam  Ras_7.2d
sroto¤janayutaü dhmàtaü  Ras_12.381a
svacchapattrãkçtaü priye  Ras_7.149b
svadehe khecaratvaü ca  Ras_1.31a
svadehe rasabhairavam  Ras_2.116d
svapnalabdhaü dhanaü yathà  Ras_1.55d
svayaübhåliïgasàhasraiş  Ras_1.43a
svayaü vinirgate ca¤cvoş  Ras_7.39e
svarase mardayet pa÷càt  Ras_12.44c
svarasairbhàvitaü muhuş  Ras_7.118b
svarõamàùadvayànvitam  Ras_12.245d
