Skandapurana (Adhyayas 1 - 31.14; to be continued)
Based on the edition by Rob Adriaensen, Hans T. Bakker and Harunaga Isaacson,
Groningen : Egbert Forsten 1998-
(Groningen Oriental Studies)


Input by R. Adriaensen, H.T. Bakker and H. Isaacson


The transliteration emulates the conventions of Nagari script.
Therefore, many word boundaries are not marked by blanks.



PADA INDEX



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE.
            
Text converted to Ronald E. Emmerick's encoding for WordPerfect 5.1 DOS 
and related utility programmes BHELA, CARAKA etc. (DOS versions):
            
description             character  =ASCII
            
long a                  Ã             195
long A                  ù             249
long i                  Å             197
long I                  ı             253
long u                  Æ             198
long U                  ô             244
vocalic r               ­             173
vocalic R               ã             227
long vocalic r          Ì             204
vocalic l               Ê             202
long vocalic l          Ë             203
velar n                 Ç             199
velar N                 §             167
palatal n               ¤             164
palatal N               ¥             165
retroflex t             Â             194
retroflex T             è             232
retroflex d             ¬             172
retroflex D             Ö             214
retroflex n             ï             239
retroflex N             ×             215
palatal s               Ó             211
palatal S               Á             193
retroflex s             «             171
retroflex S             å             229
anusvara                æ             230
capital anusvara        õ             245
visarga                 ÷             247
capital visarga         ê             234

Other characters of the REE encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of REE and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________






akarotkiæ mahÃdeva  SkP_26.2c
vyÃghrarÆpaæ samÃsthÃya  SkP_29.31c
vyÃghrarÆpebhya eva ca  SkP_25.46d
vyÃghrasiæhabi¬ÃlaiÓca  SkP_23.64c
vyÃghreïÃbhÅ«ito dvija÷  SkP_11.8b
vyÃghreÓaæ jambukeÓvaram  SkP_29.59d
vyÃghreÓvarastata÷ khyÃto  SkP_29.32a
vyÃjahÃra piturgurum  SkP_18.24d
vyÃpine vyÃptapÆrvÃya  SkP_3.15a
vyÃpine sarvasattvÃnÃæ  SkP_5.51c
vyÃpyeva hi jagatk­tsnaæ  SkP_4.4c
vyÃlayaj¤opavÅtÃya  SkP_9.4c
vyÃsa tatra samÃgata÷  SkP_23.14d
vyÃsa pa¤cabhireva ca  SkP_20.37f
vyÃsastryambakamaik«ata  SkP_1.15d
vyÃsasya ca mahÃtmana÷  SkP_2.8d
vyÃsÃyÃkli«ÂakÃriïe  SkP_1.27d
vyÃso 'bhÆdvigatavyatha÷  SkP_1.16b
vyÃso munimathÃsthitam  SkP_1.20b
vyomagaÓca ciraæ bhÆtvÃ  SkP_5.38e
vrataæ bhavati yÃd­gvÃ  SkP_28.2c
vrataæ yÃd­kca yatproktaæ  SkP_28.3c
vratÃnÃæ phalamalpaæ vÃ  SkP_28.2a
vratinaÓca nirÃrambhÃ÷  SkP_30.68c
vrÅ¬Ãæ parÃæ samÃsÃdya  SkP_26.62c
ÓaktidÃya tathaiva ca  SkP_3.18b
Óaktimeva mahÃmunim  SkP_18.2b
ÓaktirapratighÃ yasya  SkP_2.2a
Óaktistava pitÃmaha÷  SkP_16.13b
ÓaktihÅna÷ pitÃmaha÷  SkP_4.2b
Óakteruddharaïaæ caiva  SkP_2.27c
ÓakterdÅnÃnanek«aïÃ  SkP_18.8d
Óakte÷ putra÷ pratÃpavÃn  SkP_18.23b
ÓakrÃj¤ayÃ tatra samÃjagÃma  SkP_13.21d
ÓakrÃdyÃÓca surottamÃ÷  SkP_13.68b
ÓakrÃdyairÃgatairdevai÷  SkP_13.28c
ÓaÇkukarïeÓvaraæ caiva  SkP_29.83a
ÓaÇkukarïo 'bhyayÃccaiva  SkP_23.45a
ÓaÇkukarïo mahÃnakha÷  SkP_23.34d
ÓaÇkukarïordhvamehanam  SkP_23.23b
ÓaÇkhakundendusaprabha÷  SkP_23.40b
ÓaÇkhahÃrÃmbugauraÓca  SkP_23.6c
ÓaÇkhahÃrÃmbugaureïa  SkP_24.17c
ÓaÇkhaæ caivenduvarcasam  SkP_24.21d
ÓacÅpatistatra surendramadhye  SkP_13.23a
ÓaÂhe cÃpi kathaæcana  SkP_3.2b
Óatadundubhinisvana÷  SkP_8.28d
ÓatadrÆriti tÃæ prÃhur  SkP_18.4e
ÓatadhÃ sÃdravadbhayÃt  SkP_18.4d
ÓatanetrÃya vai nama÷  SkP_5.46b
ÓatanetrÃya vai nama÷  SkP_21.26b
ÓatapÃda÷ Óatodara÷  SkP_23.35b
ÓatapÃdodarÃnana÷  SkP_23.38f
ÓatamanyustathÃ caiva  SkP_23.59a
ÓatamÃyo mahÃmÃya÷  SkP_23.61c
ÓatayojanabÃhuÓca  SkP_23.15c
ÓatarÆpÃya vai nama÷  SkP_14.4b
ÓatarÆpebhya eva ca  SkP_25.46b
ÓatavaktrÃya vai nama÷  SkP_5.46d
Óataæ cÃpi supÆjitam  SkP_26.45b
Óataæ var«asahasrÃïÃæ  SkP_11.25e
Óataæ var«asahasrÃïi  SkP_28.30c
ÓatÃnalasamaprakhyam  SkP_17.20c
ÓatÃnÃæ daÓatÅrdaÓa  SkP_26.43b
ÓatairviæÓatibhirv­tÃ÷  SkP_23.55b
Óatairv­taÓca koÂÅnÃm  SkP_23.38c
Óatodaraæ triÓirasaæ  SkP_23.21c
ÓanairunmÅlya locane  SkP_31.5b
ÓabdajihvÃ ÓubhÃ satÅ  SkP_5.10d
ÓabdaliÇgÃya vai nama÷  SkP_15.26d
ÓabdavadghoradarÓanam  SkP_5.40f
ÓamadamaniyatÃnÃæ kleÓahartÃ yatÅnÃm  SkP_9.32b
ÓamanÃya namo nama÷  SkP_14.6d
Óamaæ caiva paraæ vibho  SkP_15.29d
Óamaæ damamathÃpi ca  SkP_29.122d
Óambhu÷ prÃha varaæ vatsa  SkP_4.4e
ÓambhorvyÃhÃramÃtreïa  SkP_7.6a
ÓayÃno japate yaÓca  SkP_29.214a
ÓayyÃsanastha÷ strÅmadhye  SkP_28.6a
Óaraïaæ ca tvamevÃtha  SkP_21.52c
ÓaraïÃgatÃya dÃntÃya  SkP_5.53c
ÓaraïyÃya namo nityaæ  SkP_20.17a
ÓaradÃgÃnmanoramÃ  SkP_13.90d
ÓarÅrabhede praviÓetpitÃmaham  SkP_5.69d
ÓarÅrÃrdhapradÃnaæ ca  SkP_2.22c
ÓarÅreïÃk«atena ca  SkP_31.7b
Óarva bhÅma paÓupate  SkP_28.62a
Óarvamaik«ata mohita÷  SkP_13.37b
Óarvasya darÓanaæ caiva  SkP_2.6c
Óarva÷ somo gaïav­to  SkP_20.8c
ÓarvÃdyairnÃmabhirbrahmÃ  SkP_4.18a
Óarveïa saha sambandho  SkP_13.59c
Óarveïogreïa ÓÆlinÃ  SkP_12.45b
Óarve bhaktiranuttamÃ  SkP_30.5b
Óarvo devyÃ÷ priyepsayÃ  SkP_26.3b
Óarvo bhÅma÷ kapardimÃn  SkP_13.48b
ÓaÓÃÇkalekhÃkuÂilena sarvata÷  SkP_13.78b
ÓaÓÃÇkavadanÃ tathÃ  SkP_13.89d
ÓaÓÃÇkÃdityanetrÃya  SkP_14.13a
ÓaÓibhÃnÆparÃge ca  SkP_29.76a
Óaækareïa vibhÃvinÅ  SkP_7.11b
Óaækarogra bhaveti ca  SkP_28.62b
Óaækaro mÆ¬hacetasam  SkP_15.13b
ÓÃtakumbhamayaæ cÃpi  SkP_24.13a
ÓÃdhi kiæ karavÃïi te  SkP_17.13d
ÓÃnta ÓrÅkaïÂha gopate  SkP_28.61d
ÓÃntÃstÃ vibabhustadÃ  SkP_29.16d
ÓÃntiv­ddhikaraæ Óubham  SkP_28.72b
ÓÃnto dÃnto jitendriya÷  SkP_28.4d
ÓÃntyarthaæ sarvalokÃnÃæ  SkP_29.20c
ÓÃpaæ dadyÃtsudustaram  SkP_19.19d
ÓÃrdÆlark«am­gÃkulam  SkP_9.26d
ÓÃlaÇkasyÃnvaye vipraæ  SkP_20.2c
ÓÃlaÇkÃyana putraste  SkP_20.32a
ÓÃlaÇkÃyanapautrÃya  SkP_24.49c
ÓÃlayo dviÓatÃ÷ sm­tÃ÷  SkP_27.29b
ÓÃÓvata÷ ak«ayo 'vyaya÷  SkP_22.33b
Óik«ÃvidyonnatastanÅ  SkP_5.12d
Óikhaï¬inyai namo nama÷  SkP_29.201b
Óikharasya ca pÃtanam  SkP_2.24d
ÓitibÃhve ca s­ptaye  SkP_29.195b
ÓiraÓchetsyati yaj¤asya  SkP_5.64e
ÓiraÓchetsyatyasÃveva  SkP_5.60c
ÓirasaÓchedanaæ tava  SkP_5.59b
ÓirasaÓchedanaæ vibho  SkP_5.62f
ÓirasaÓchedanÃya ca  SkP_5.49b
ÓirasÃ dhÃrayi«yati  SkP_28.37b
ÓirasÃ pÃdayornata÷  SkP_21.17b
ÓirasÃ pÃdayornatÃ÷  SkP_29.184d
ÓirasÃ prÃ¤jalirnata÷  SkP_29.152d
ÓirasÃ sa mahÃyaÓÃ÷  SkP_20.68b
Óirasya¤jalimÃdhÃya  SkP_15.18c
Óirasya¤jalimÃdhÃya  SkP_25.39c
Óirasya¤jalimÃdhÃya  SkP_29.185c
Óira÷ prakampayanvi«ïu÷  SkP_13.36a
ÓirÃæ lalÃÂÃtsambhidya  SkP_6.5c
ÓirobhirbhÆtalÃÓritai÷  SkP_13.57d
Óiro vai krodhajaæ mahat  SkP_5.41b
Óirohartre ca me purÃ  SkP_9.7d
ÓilÃdastÃmathÃlak«ya  SkP_20.48a
ÓilÃdastena so 'bhavat  SkP_20.5d
ÓilÃdasya ca putrÃya  SkP_24.50a
ÓilÃdasya ca lokeÓa÷  SkP_25.13e
ÓilÃdasya mahaujasau  SkP_20.39d
ÓilÃdaæ prÃha susvaram  SkP_20.31d
ÓilÃda÷ putravatsala÷  SkP_20.45b
ÓilÃda÷ sumahÃtapÃ÷  SkP_20.40b
ÓilÃdo nÃma vÅryavÃn  SkP_20.5b
ÓilÃdo 'bhyarcayattadÃ  SkP_20.23b
ÓilÃyÃæ saæviveÓa ha  SkP_12.28d
ÓilÃæ brahmasuta÷ prabhu÷  SkP_18.4b
ÓilpÃni caiva sarvÃïi  SkP_20.36c
Óilpine ÓilpanÃthÃya  SkP_21.44c
ÓivayogojjvalaprabhÃ÷  SkP_29.63b
Óiva÷ saumyaÓca deveÓa  SkP_9.10c
Óiva÷ saumya÷ sukho dra«Âuæ  SkP_14.24c
ÓiÓuæ pa¤caÓikhaæ sthitam  SkP_13.30b
ÓÅghramutthÃya sÃdaram  SkP_13.40b
Óuko yogavidÃæ vara÷  SkP_19.13b
Óukrasya ca visarjanam  SkP_2.17b
Óukreïa tava sÆnunÃ  SkP_29.46b
ÓukreÓvaraæ ca vikhyÃtaæ  SkP_29.59c
Óucaye rerihÃïÃya  SkP_14.19c
Óucayo dhÃrayantyuta  SkP_10.35b
Óuci sarvaguïÃnvitam  SkP_17.4b
Óuddhaye Óucaye nama÷  SkP_29.206d
ÓuddhÃ÷ stha tapasÃ sarve  SkP_5.17c
Óuddhena manasÃ bhaktyÃ  SkP_20.61c
Óubhaæ vÃpyaÓubhaæ vÃtra  SkP_22.13c
Óubhaæ vÃ yadi vÃÓubham  SkP_10.19b
ÓubhÃmbudhÃrÃpraïayaprabodhitair  SkP_13.76c
ÓubhebhyaÓca namo vo 'stu  SkP_25.51c
Óubhairvacobhi÷ suraÓatrunÃÓanÃ÷  SkP_25.52b
Óubhraæ kuryÃdanindite  SkP_27.12b
ÓuÓubhu÷ kÃryamuddiÓya  SkP_13.107c
ÓuÓubhe devadevasya  SkP_13.66c
Óu«kakÃ«Âhopalopama÷  SkP_30.15b
ÓÆdra÷ k«atriya eva vÃ  SkP_29.165d
ÓÆdra÷ strÅ vÃ sa me loke  SkP_28.19c
ÓÆnyÃ vÃrÃïasÅ caiva  SkP_26.25e
ÓÆnyÃ samabhavatk«ipraæ  SkP_26.63c
ÓÆnyÃæ kuru mahÃbÃho  SkP_26.21c
ÓÆnyÃæ vÃrÃïasÅæ kuru  SkP_26.23d
ÓÆlapÃïirmahÃbala÷  SkP_23.27b
ÓÆlapÃïirv­«adhvaja÷  SkP_27.5b
ÓÆlamudgarapÃïaye  SkP_21.23d
ÓÆlaæ cÃÓanimeva ca  SkP_24.25b
ÓÆlÃsaktamahÃkaram  SkP_8.33b
ÓÆlinyai ca namo nama÷  SkP_29.197b
ÓÆleÓvaraæ mahÃkÃyaæ  SkP_7.31c
Ó­ÇgÃïi tasya tu gire÷  SkP_13.113a
Ó­Çgai÷ sa ÓuÓubhe naga÷  SkP_13.96b
Ó­ïutÃpsarasa÷ sarvÃs  SkP_29.220a
Ó­ïu devi yathÃtattvaæ  SkP_28.49a
Ó­ïudhvaæ mama to«aïe  SkP_9.21d
Ó­ïudhvaæ mama ya÷ kartÃ  SkP_5.32c
Ó­ïudhvaæ munaya÷ sarve  SkP_1.14a
Ó­ïudhvaæ yatk­te yÆyam  SkP_24.7a
Ó­ïu yanmattakÃÓini  SkP_28.17b
Ó­ïuyÃcchrÃvayedvÃpi  SkP_29.176c
Ó­ïuyÃdya÷ paÂheta vÃ  SkP_14.30b
Ó­ïuyÃdvÃtha viprÃnvÃ  SkP_10.40c
Ó­ïuyÃdvÃ paÂheta vÃ  SkP_6.14b
Ó­ïuyÃdvÃpi nityaÓa÷  SkP_28.70b
Ó­ïu vyÃsa yathÃ lebhe  SkP_30.3a
Ó­ïu«vemÃæ kathÃæ divyÃæ  SkP_3.1a
Ó­ïvata÷ paramÃdbhutam  SkP_13.136d
Óe«a÷ sahasraæ sphuradagnivarïaæ  SkP_13.19a
Óe«ÃÓca carava÷ sarve  SkP_27.32c
ÓailajÃv­«abhadhvajau  SkP_27.1b
ÓailaputrÅmalaæk­tya  SkP_13.128a
ÓailaputryÃ÷ svayaævara÷  SkP_13.1d
ÓailÃdigaïapÃya ca  SkP_29.112d
ÓailÃdidaityasaæmardo  SkP_2.18a
ÓailÃdistava eva ca  SkP_2.18d
ÓailÃderadadadvaram  SkP_25.23b
ÓailÃde varado 'haæ te  SkP_21.13a
Óailendro niyame sthita÷  SkP_11.19b
ÓaileÓaæ saægameÓaæ ca  SkP_29.58a
ÓaileÓvaramiti khyÃtaæ  SkP_29.40a
ÓocÃmi na svakaæ dehaæ  SkP_12.34a
ÓobhayÃ parayÃ yutam  SkP_30.44b
ÓobhayÃmÃsa Ó­ÇgÃïi  SkP_13.121c
ÓobhÃyai dÅptaye caiva  SkP_29.190c
ÓmaÓÃnanilayaÓca ha  SkP_26.17b
ÓmaÓÃnanilayo nagno  SkP_28.66c
ÓmaÓÃnarataye nama÷  SkP_9.8f
ÓmaÓÃnavaradÃya ca  SkP_14.13d
ÓmaÓÃnavasatistathÃ  SkP_2.23b
ÓmaÓÃnaæ tena saæj¤itam  SkP_7.28d
Ómeti hi procyate pÃpaæ  SkP_7.28a
ÓyÃmÃÇgaya«Âi÷ suvicitrave«a÷  SkP_13.17a
ÓyenÅbhÆtÃ jagÃmÃÓu  SkP_8.20c
ÓraddadhÃnÃya caiva hi  SkP_3.3f
ÓraddhÃÓubhÃcÃravastrÃ  SkP_5.15a
ÓramÃpanayanÃya ca  SkP_29.109d
ÓrÃmyase lokabhÃvani  SkP_11.39b
ÓrÃvayÅta yatavrata÷  SkP_10.40d
ÓrÃvayÅta ÓucirbhÆtvÃ  SkP_18.40c
ÓrÃvayedbhaktimÃnpuïyaæ  SkP_28.71c
ÓrÃvayedvÃ dvijÃti«u  SkP_21.56b
ÓriyÃ paramayÃ yuta÷  SkP_25.13f
Óriyai lak«myai namo nama÷  SkP_29.187b
ÓrÅmanti subhagÃni ca  SkP_13.97b
ÓrÅvatsaæ caiva kÃ¤canam  SkP_24.20b
ÓrÅvatsaæ yaÓca pi«Âena  SkP_28.12a
Órutaye sarvavedÃnÃæ  SkP_29.208c
ÓrutigÅtairmahÃmantrair  SkP_13.132c
ÓrutimadbhiÓca viprendrai÷  SkP_29.74c
ÓrutiliÇgÃya vai nama÷  SkP_15.20b
ÓrutvÃ ca prayatÃtmÃna÷  SkP_24.7c
ÓrutvÃ tu devÅ taæ nÃdaæ  SkP_12.36a
ÓrutvÃtha vacanaæ sÆnor  SkP_1.23a
ÓrutvÃ deva÷ pitÃmaha÷  SkP_18.30b
ÓrutvÃpi na hi me t­ptir  SkP_30.45c
ÓrutvÃ Óabdaæ ­tumadakalaæ sarvata÷ kokilÃnÃæ  SkP_13.119a
ÓrutvÃ sak­dapi hyetaæ  SkP_21.57a
ÓrÆyatÃmabhidhÃsyÃmi  SkP_27.10a
ÓrÆyatÃmabhidhÃsyÃmi  SkP_27.11a
Óre«ÂhÃ ca varavarïinÅ  SkP_11.32b
Óre«ÂhÃ me brÃhmaïÃ matÃ÷  SkP_12.54f
Óre«ÂhÃæ mÃæ garhase pita÷  SkP_10.21d
Óre«ÂhÃæstasmÃtsadÃ manye  SkP_10.18c
Órotavyaæ na ca sarveïa  SkP_28.72e
Órotuæ kautÆhalaæ hi me  SkP_30.20b
Órotuæ brahmasuta tvayÃ  SkP_30.2d
Órotre ÓrotrÃya caiva hi  SkP_21.40d
ÓrautasmÃrtapravartakam  SkP_19.12d
ÓlÃghya÷ pÆjyaÓca vandyaÓca  SkP_13.59a
ÓlÃghyÃæ caivÃpyadu«ÂÃæ ca  SkP_10.21c
ÓvÃpadaiÓca tathÃnekair  SkP_23.65a
Óvetaæ nÅlamathÃpi vÃ  SkP_27.16b
«aÂkulÅyÃstapodhanÃ÷  SkP_9.25b
«aÂpadavrÃtasevitai÷  SkP_29.7d
«aÂsahasraæ tu candanam  SkP_27.28b
«a¬aÇgena ca yogena  SkP_27.46a
«a¬upayayur­tavo munipravÅra  SkP_13.126d
«a¬viæÓa ÅÓvaro 'vyakta÷  SkP_29.66a
«a¬viæÓÃya pradhÃnÃya  SkP_1.2c
«a«Âhe 'hani girÅndraje  SkP_12.42b
sa ÃhÃro mama purÃ  SkP_12.41c
sa evamabhavadvyÃsa  SkP_25.12a
sa evamuktastejasvÅ  SkP_19.7a
sa evamuktastejasvÅ  SkP_20.45a
sa evamuktastejasvÅ  SkP_26.24a
sa evamuktastenÃtha  SkP_17.19a
sa evamukta÷ putreïa  SkP_30.13a
sa evamukta÷ provÃca  SkP_17.8a
sa evamukta÷ sÆdena  SkP_17.14a
sa evamukto ­«iïÃ  SkP_11.19a
sa evamukto devena  SkP_21.17a
sa evamukto devena  SkP_29.101a
sa evamukto deveÓo  SkP_25.7a
sa evamukto deveÓo  SkP_26.20a
sa evamukto m­gayan  SkP_8.10a
sa evamuktvÃ rÃjÃnaæ  SkP_26.61a
sa evamumayÃ prokta÷  SkP_27.5a
sa eva sutasaæj¤aste  SkP_5.64c
sa evaæ gaïapai÷ sarvai÷  SkP_25.35a
sa evaæ stÆyamÃnaÓca  SkP_29.114a
sa e«a pratinandaya  SkP_20.32d
sa kadÃcidapatyÃrtham  SkP_16.4a
sakalabhuvanabhartÃ lokanÃthastadÃnÅæ  SkP_30.43a
sakalÃyÃkalÃya ca  SkP_29.108b
sakalÃvÃptavidyaistu  SkP_1.19c
sa kÃmacÃrÅ vaibhrÃje  SkP_25.22e
sa kÅrtyÃ parayÃ yukto  SkP_6.14c
sa kurvÃïastathÃ s­«Âiæ  SkP_4.2a
sa kulÃnÃmubhayatas  SkP_27.16c
sak­tkanyÃ÷ pradÅyante  SkP_6.7a
sa k­tvÃ bÃlarÆpaæ tu  SkP_12.31a
sak­dagniÓca jÃyate  SkP_6.7b
sak­dbhik«Ã pradÅyate  SkP_6.7d
sak­drÃjÃno bruvate  SkP_6.7c
sa k­«yamÃïastejasvÅ  SkP_12.39a
saktÃya caiva tapasi  SkP_29.110c
sakrodhastamavaik«ata  SkP_13.36b
sa krodhopahatendriya÷  SkP_10.16b
sakhÃ vi«ïoranuttama÷  SkP_6.11d
sa gacchenmama lokatÃm  SkP_24.62d
sagaïo nandinÃ sÃrdham  SkP_26.64c
sa guhyagaïadevÃnÃæ  SkP_7.30c
sagh­taæ gugguluæ dahet  SkP_28.64b
sa ca tÃæ pratyag­hïata  SkP_26.34d
sa ca te putratÃæ yÃtvÃ  SkP_4.7a
sa ca te saæbhavi«yati  SkP_16.9b
sa ca nandisamo bhavet  SkP_27.31d
sa ca vavre sutaæ Óubham  SkP_19.8d
sa cÃpi tapasÃ Óakyo  SkP_4.33a
sa cÃpi tarubhistatra  SkP_13.121a
sa cÃpi tasmÃdvibhra«Âo  SkP_5.38a
sa cÃpyayonija÷ putra  SkP_20.3a
sa cÃyaæ d­ÓyatÃæ sthita÷  SkP_29.17d
sa ceddadÃti mÃæ vipra  SkP_12.9c
sa cainÃæ pÆrvavatk­tvÃ  SkP_30.64c
sa covÃca mahÃnadÅm  SkP_19.18d
sa covÃcedamarthavat  SkP_18.17d
sa jagrÃha tadÃ brahmÃ  SkP_24.44a
sa jajÃpa tadÃ rudrÃn  SkP_21.2c
sa juhva¤chramasaæyukta÷  SkP_4.12a
sajjÅbhÆtastridaÓavanitÃ veddhumaÇge«vanaÇga÷  SkP_13.119d
sa j¤ÃtvÃ tasya saækalpaæ  SkP_4.5c
satatamabhidadhÃnaÓcekitÃnÃtmacitta÷  SkP_9.33c
satatamihenduvahaæ praïatÃ÷ sma÷  SkP_10.39d
sa tatra mÃnasaæ divyaæ  SkP_26.65a
sa tatheti pratij¤Ãya  SkP_11.16a
sa tadannaæ samÃnÅtaæ  SkP_17.22a
sa tadudyÃnamÃsÃdya  SkP_29.8a
sa tapyatyÃ nakhÃgrebhyo  SkP_28.6c
sa tamarghyeïa pÃdyena  SkP_17.21a
sa tayÃ mÃlayÃ nandÅ  SkP_22.9a
sa tayÃ ÓraddhayÃ pÆto  SkP_27.22a
sa tasmai karmaïÃ tena  SkP_26.35a
sa tasmai devadeveÓo  SkP_5.54c
sa taæ kareïa saæg­hya  SkP_21.12a
sa taæ d­«ÂvÃ tathodbhÆtaæ  SkP_20.29a
sa taæ vik­tarÆpeïa  SkP_12.11a
sa tÃtetyucyamÃno 'pi  SkP_20.31a
sa tÃbhirupayuktaÓca  SkP_7.22a
satÅ j¤ÃtvÃ tu tatsarvaæ  SkP_10.14c
satÅ nÃmÃtiyoginÅ  SkP_10.6d
satÅæ saha tryambakena  SkP_10.14a
sa tu«ÂÃva nato bhÆtvÃ  SkP_3.12c
sa te bhartÃ kilÃnaghe  SkP_12.15d
sattrayÃjiphalaæ yacca  SkP_28.5a
sattrasya ca samÃpanam  SkP_2.5d
sattraæ mahatsamÃsadhvaæ  SkP_4.36a
sattrÃïyÃjahrire tadÃ  SkP_8.5b
sattre var«asahasrike  SkP_8.2b
sattvaliÇgÃya vai nama÷  SkP_15.25d
sattvasthasyÃtmayonina÷  SkP_5.28b
sattvasthÃ vijitendriyÃ÷  SkP_30.68b
sattvÃya rajase nama÷  SkP_21.42b
satyadharmaparÃyaïa÷  SkP_1.10b
satyadharmaparÃyaïÃ÷  SkP_27.38b
satyavÃg­tugÃminÃm  SkP_28.5b
satyaæ deva­«Å tÃta  SkP_20.55a
satyÃ vivÃdaÓca tathÃ  SkP_2.7a
sa trirÃtraphalaæ devi  SkP_28.8c
sa tvaæ tathÃ gata÷ kuryÃ  SkP_26.23a
sa tvaæ taponvitaÓcaiva  SkP_19.5a
sa tvaæ pitÃmaho 'smÃkaæ  SkP_25.6e
sa tvaæ ÓivaÓca saumyaÓca  SkP_25.38a
sa tvÃæ svayaæ samÃgamya  SkP_11.39c
satsu taæ kathayasva me  SkP_11.2d
sa dak«a÷ ÓÃpakÃraïÃt  SkP_10.13b
sa dattvÃ brahmaïe Óambhu÷  SkP_3.7a
sa dahyamÃna÷ karuïam  SkP_15.6a
sadÃ ca tu«Âo bhava me  SkP_25.15c
sadÃ te s­«ÂikÃraïam  SkP_13.43b
sadÃ tvamucyamÃnÃ vai  SkP_26.11a
sadÃ mÃmupagacchati  SkP_27.23b
sadÃratanayÃgnaya÷  SkP_5.2d
sadÃrÃnarcayadg­he  SkP_10.13d
sadÃ vÃrÃïasÅ mama  SkP_30.46b
sadÃ sattraæ ca pÆjÃæ ca  SkP_26.46c
sadÃ saniyamastasthau  SkP_26.51c
sadÃ sarvasahetyevaæ  SkP_28.51c
sadÃ saænihitÃni me  SkP_27.42d
sadÃ saæsevite Óubhe  SkP_30.49b
sadÃhaæ tava nandÅÓa  SkP_25.17a
sa did­k«urudÃradhÅ÷  SkP_20.69b
sa dustarÃïi durgÃïi  SkP_19.26c
sad­ÓÃnÃmad­Óyata  SkP_23.18d
sa d­«ÂvÃ tadupasthaæ tu  SkP_6.5a
sa d­«ÂvÃ dÅptimÃndevo  SkP_5.23a
sadecchÃmi mahÃdyute  SkP_29.123d
sa devadeva÷ parameÓvareÓvara÷  SkP_11.41a
sa devaveÓmani tadÃ  SkP_6.3a
sa devasto«ita÷ samyak  SkP_3.28a
sa devyÃstapasÃ yukto  SkP_12.26c
sa deÓastapasa÷ Óubha÷  SkP_4.38b
sade«ÂaÓca vari«ÂhaÓca  SkP_25.18a
sa dehapaddhatiæ bhittvÃ  SkP_28.63c
sa dehabhedamÃsÃdya  SkP_5.66c
sa dehabhedamÃsÃdya  SkP_21.55c
sa dehabhedamÃsÃdya  SkP_28.70c
sa dehabhedamÃsÃdya  SkP_29.215c
sa dehabhedaæ samavÃpya pÆto  SkP_12.63c
sadaiva dvijasattama  SkP_20.33b
sadaiva piÓitÃÓanam  SkP_17.3d
sadaivÃnapagÃ bhavet  SkP_25.23d
sadbhÃvena pareïa ha  SkP_8.28b
sadya eva-m-avÃpnoti  SkP_29.87e
sadya evÃbhavattadÃ  SkP_4.15d
sadya÷ pÃpavinirmukta÷  SkP_29.57c
sadyojÃtÃya vai nama÷  SkP_14.19d
sanatkumÃraæ varadaæ  SkP_1.17c
sanandÅ parameÓvara÷  SkP_29.238b
sanandÅ sagaïaÓcaiva  SkP_29.125c
sanÃda÷ sata¬idguïa÷  SkP_22.26d
sa nÃmnÃ viÓruto loke  SkP_23.44a
sandhyÃyÃmaparasyÃæ tu  SkP_25.55a
sandhyÃ sapta­caæ caiva  SkP_29.80a
sapitÃ sasuh­jjana÷  SkP_22.5d
saptadvÅpordhvaliÇgine  SkP_15.22b
saptabhiÓca pravartana÷  SkP_23.49b
saptalokaprati«ÂhitÃ÷  SkP_5.25b
saptalokarathÃya ca  SkP_14.8d
saptalokÃdhipatyaæ ca  SkP_23.3a
sa praïamya ca tÃnsarvÃn  SkP_1.7a
sa prayÃti divaæ devi  SkP_28.45c
sa prÃpya paramaæ j¤Ãnaæ  SkP_5.58c
sa prÃha bhagavankoÂiæ  SkP_21.8a
sa prÃhaivaæ pitÃmaha÷  SkP_7.32d
sa baddhvÃ mahatÅæ kaïÂhe  SkP_18.4a
sa bahirmanmatha÷ krÆro  SkP_15.1c
sa bÃhurutthitastasya  SkP_13.33c
sa buddhvÃ parameÓÃnaæ  SkP_13.40a
sa bhartÃ tava deveÓo  SkP_12.1e
sa bhartÃsyÃ bhavediti  SkP_12.13d
sa bhaveta narottama÷  SkP_28.28b
sabhÃryastapasi sthita÷  SkP_18.22d
sa bhÆtvÃnucaro devyÃ÷  SkP_29.218c
samak«aæ tridivaukasÃm  SkP_13.56b
samak«aæ yena me sutÃ  SkP_13.4d
samatÃæ samavÃpsyati  SkP_7.30d
samatÅte Óubhavrate  SkP_16.14b
samadÃlikulodgÅta-  SkP_13.87a
samadÃlikulodgÅta-  SkP_13.109a
samantata÷ pÃdapagulma«aï¬Ã÷  SkP_13.101d
samantÃddevatai÷ sarvair  SkP_29.36a
samantÃdyojanaæ k«etraæ  SkP_9.25e
samantÃdyojanaæ k«etraæ  SkP_22.12a
