Kalidasa: Raghuvamsa
Based on the ed. by A. Scharp‚: Kalidasa Lexicon, Vol. 1,
Brugge 1964
(Rijksuniversiteit te Gent, Werken uitgegeven door de 
Faculteit van de Letteren en Wijsbegeerte, 134)


Input by N.N.



PADA INDEX



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ğ             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ı             253   
visarga                 ş             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




akarot pçthivãruhàn api  Ragh_8.70c
samam eva samàkràntaü  Ragh_4.4a
samam evotthito guõaiş  Ragh_17.34d
samayavarùitayà kçtakarmaõàm  Ragh_9.3b
samayaü lakùmaõo 'bhinat  Ragh_15.94b
samayujayta bhåpatir yuvà  Ragh_8.17*a
samaravijayalaùmãş saiva mårtà babhåva  Ragh_7.70d
samalakùyata bibhrad àvilàü  Ragh_8.42c
samavasthàm atha sattvaviplavàt  Ragh_8.41b
sama÷nute me laghimànam àtmà  Ragh_13.37d
samaü mahiùyà mahanãyakãrteş  Ragh_2.25b
samaü vavçdhire pituş  Ragh_10.79d
samaü vibhakteva maobhavasya  Ragh_7.22d
samaü harùaviùàdàbhyàü  Ragh_15.71*c
samàdàya harã÷varam  Ragh_12.79Bd
samàdide÷àdhikçtàn adhi÷rãş  Ragh_7.29d
samàdhibhãtena kilopanãtaş  Ragh_13.39c
samànavyasane harau  Ragh_12.57d
samàne 'pi hi saubhràtre  Ragh_10.82a
samàpayya tata÷ cakruş  Ragh_17.24c
samàptavidyena mayà maharùir  Ragh_5.20a
samàpya sàüdhyaü ca vidhiü dilãpaş  Ragh_2.23b
sa màrutisamànãta  Ragh_12.78a
samàraurukùur divam àyuùaş kùaye  Ragh_3.69c
samitku÷aphalaharaiş  Ragh_1.49b
samãkùya putrasya ciràn mukhaü  Ragh_3.16*a
samãraõasahàyo 'pi  Ragh_17.56c
samãraõottheva taraïgalekhà  Ragh_6.26c
samudranemiü pitur àj¤ayeva  Ragh_14.39d
samudrapatnyor jalasaünipàte  Ragh_13.58a
samudrara÷anà sàkùàt  Ragh_15.83c
samudro 'pi tathàvidhaş  Ragh_17.71b
samupàsyata putrabhogyayà  Ragh_8.14c
sa muhårtaü sahasveti  Ragh_15.45a
sa mçnmaye vãtahiraõmayatvàt  Ragh_5.2a
sa me ciràyàskhalitopacàràü  Ragh_5.20c
sameyivàn raghuvçùabhaş svasainikaiş  Ragh_9.82Ba
sa maularakùoharimi÷rasainyas  Ragh_14.10a
samyak tasmai ghuto vahnir  Ragh_4.25a
samyagàgamità vidyà  Ragh_10.72c
samyag mahãü ÷àsati ÷àsanàïkàm  Ragh_18.29b
samyagvinãtam atha varmaharaü kumàram  Ragh_8.94a
samyag vinãyànumato gçhàya  Ragh_5.10b
samràja÷ caraõayugaü prasàdalabhyam  Ragh_4.88b
samràñ samàràdhantatparo 'bhåt  Ragh_2.5d
sa yayau prathamaü pràcãü  Ragh_4.28a
saratnam arghyaü madhuparkami÷ram  Ragh_7.18b
sa ratnàkaramekhalàm  Ragh_15.1b
sarayår anuyàyinàm  Ragh_15.100d
saralàsaktamàtaïga  Ragh_4.75a
sarasãùv aravindànàü  Ragh_1.43a
sa ràjakakudavyagra  Ragh_17.27a
sa ràjalokaş kçtapårvasaüvid  Ragh_7.31a
sa ràjasånuş sutaràü cakà÷e  Ragh_7.21b
sa ràjya÷rãvadhåvaraş  Ragh_17.25d
sa ràjyaü guruõà dattaü  Ragh_4.1a
sa ràvaõa÷iraşpaïktim  Ragh_12.99c
sa ràvaõahçtàü tàbhyàü  Ragh_12.55a
saritaş kurvatã gàdhàş  Ragh_4.24a
saritàü kålamudrujàş  Ragh_4.22b
saritpravàhas tañam utsasarpa  Ragh_5.46d
saritsamudràn sarasã÷ ca gatvà  Ragh_14.8a
sarid vidåràntarabhàvatanvã  Ragh_13.48b
sa ripudàragaõàn akarod balàd  Ragh_9.10*c
sa roùadaùñàdhikalohitoùñhair  Ragh_7.58a
sargasthitipratyavahàrahetuş  Ragh_2.44b
sarpasyeva ÷iroratnaü  Ragh_17.63a
sarpàdhiràjorubhujo 'pasarpaü  Ragh_14.31c
sarvaj¤as tvam avij¤àtaş  Ragh_10.21a
sarvatejo'bhibhàvinà  Ragh_1.14b
sarvatra no vàrttam avehi ràjan  Ragh_5.13a
sarvaprabhur anã÷as tvam  Ragh_10.21c
sarvaprayatnene ca bhåmipàlàs  Ragh_7.59c
sarvayonis tvam àtmabhåş  Ragh_10.21b
sarvaü navam ivàbhavat  Ragh_4.11d
sarvaü bhavàn bhàvam ato 'bhidhàsye  Ragh_2.43d
sarvàïganaddhàbharaõeva nàrã  Ragh_16.41d
sarvàõi tàvac chrutavçddhayogàt  Ragh_18.46c
sarvàtiritasàreõa  Ragh_1.14a
sarvàtmanà cakùur iva praviùñà  Ragh_7.12d
sarvàyudhaiş kaïkañabhedibhi÷ ca  Ragh_7.59b
sarvàsu màtçùv api vatsalatvàt  Ragh_14.22a
sarvàş svapneùu vàmanaiş  Ragh_10.61b
sarve nidàghàvadhinà pramçùñàş  Ragh_16.52d
sarvair balàïgair dviradapradhànaiş  Ragh_7.59a
sarvopakàrakùamam à÷ramaü te  Ragh_5.10d
sa lakùmaõaü lakùmaõapårvajanmà  Ragh_14.44a
sa lalitakusumapravàla÷ayyàü  Ragh_9.70a
salilais tena sahàbhiùecanam  Ragh_8.3b
saliloddhçtapadminãnibhàü  Ragh_8.41*c
savaruõàv aruõàgrasaraü rucà  Ragh_9.6d
sa vahnisaüskàram ayàcatàtmanaş  Ragh_9.82Ac
sa vàhyate ràjapathaş ÷ivàbhiş  Ragh_16.12d
sa vikalpaparàïmukhaş  Ragh_17.49d
savitreva hutà÷anaş  Ragh_4.1d
sa viddhamàtraş kila nàgaråpam  Ragh_5.51a
sa vibhur vibudhàü÷eùu  Ragh_15.102a
sa vive÷a purãü tayà vinà  Ragh_8.74a
sa vi÷vajitam àjahre  Ragh_4.86a
sa visçùñas tathety uktvà  Ragh_12.18a
savistaraü vàkyam idaü sunandà  Ragh_6.70d
savismayàş ko÷agçhe niyuktàş  Ragh_5.29b
savismayo dà÷arathes tanåjaş  Ragh_16.6c
sa vçttacaula÷ calakàkapakùakair  Ragh_3.28a
sa velàvapravalayàü  Ragh_1.30a
sa vyagàhata vigàóhamanmathaş  Ragh_19.9d
savyetaraü pràdhvam itaş prayuïkte  Ragh_13.43d
savyetareõa sphuratà tad akùõà  Ragh_14.49b
sa÷abdam abhiùeka÷rãr  Ragh_17.14c
sa ÷àpo na tvayà ràjan  Ragh_1.78a
sa ÷u÷ruvàn màtari bhàrgaveõa  Ragh_14.46a
sa÷oõitais tena ÷ilãmukhàgrair  Ragh_7.65a
sasa¤jur a÷vakùuõõànàm  Ragh_4.47a
sasattvam àdàya nadãmukhàmbhaş  Ragh_13.10a
sa saünipàtyàvarajàn hataujàs  Ragh_14.36a
sasàgaràü sàgaradhãracetàş  Ragh_18.4b
sa sàravçùñimucà dhanuùà dviùàü  Ragh_9.12c
sa sãtàlakùmaõasakhaş  Ragh_12.9a
sa setuü bandhayàm àsa  Ragh_12.70a
sa senàü mahatãü karùan  Ragh_4.32a
sa sainyaparibhogeõa  Ragh_4.45a
sasainya÷ cànvagàd ràmaü  Ragh_12.14a
sasyànàm iva saüpadaş  Ragh_10.60d
sasyàya maghavà divam  Ragh_1.26b
sasyena saüpattiphalàtmakena  Ragh_18.2d
sa svayaü caraõaràgam àdadhe  Ragh_19.26a
sa svayaü prahatapuùkaraş kçtã  Ragh_19.14a
sahakàraş phalinã ca nanv imau  Ragh_8.61b
saha kàlàgurudruamaiş  Ragh_4.81d
sahajàm apy apahàya dhãratàm  Ragh_8.43b
sahatàü hatajãvitaü mama  Ragh_8.50c
sa hatvà lavaõaü vãras  Ragh_15.26a
sa hatvà vàlinaü vãras  Ragh_12.58a
saha dãpàrcir upaiti medinãm  Ragh_8.38d
saha devyà na tu jãvità÷ayà  Ragh_8.72d
saha devyà vijahàra suprajàş  Ragh_8.32b
sahaprasthàyibhiş kç÷àş  Ragh_4.31*b
sahasodvegam iyaü vrajed iti  Ragh_8.7b
sahasraguõam utsraùñum  Ragh_1.18c
sahasradhàtmà vyarucad vibhaktaş  Ragh_6.5c
sahasrapattràbharaõà ivàsan  Ragh_7.11d
sa hi tasya na kevalàü ÷riyaü  Ragh_8.5c
sahitaü brahma yad astratejasà  Ragh_8.4d
sa hi nide÷am alaïghayatàm abhåt  Ragh_9.9c
sa hi niùpratighena cakùuùà  Ragh_8.78c
sa hi prathamaje tasminn  Ragh_12.16a
sa hi sarvasya lokasya  Ragh_4.8a
sahotthitaş sainikaharùanisvanaiş  Ragh_3.61d
sahyalagna ivàrõavaş  Ragh_4.53d
saükalpamàtroditasiddhayas te  Ragh_14.17c
saükhyàm ivaiùàü bhramara÷ cakàra  Ragh_16.47d
saügamayya sa÷araü vikçùyatàm  Ragh_11.77b
saügamàya ni÷i gåóhacàriõaü  Ragh_19.33a
saügràmanirviùñasahasrabàhur  Ragh_6.38a
saügràmas tumulas tasya  Ragh_4.62a
saüghaññayann aïgadam aïgadena  Ragh_6.73b
saücaskàrobhayaprãtyà  Ragh_15.31c
saücàrapåtàni digantaràõi  Ragh_2.15a
saücàriõã dãpa÷ikheva ràtrau  Ragh_6.67a
saücàrite c' àgàrusàrayonau  Ragh_6.8c
saücikàya phalanişspçhas tapaş  Ragh_19.2d
saücintyamànàni sukhàny abhåvan  Ragh_14.25d
saüjagharùa saha mitrasaünidhau  Ragh_19.36d
saüjahre ÷atamanyunà  Ragh_4.15*d
saüjàtalajjeva tam àtapatra  Ragh_18.47c
saütatiş ÷uddhavaü÷yà hi  Ragh_1.69c
saütatiş sa ciraü nçpaş  Ragh_10.3b
saütateş stambhakàraõam  Ragh_1.74b
saütànakamayã vçùñir  Ragh_10.78a
saütànakàmàya tatheti kàmaü  Ragh_2.65a
saütàna÷ravaõàd bhràtuş  Ragh_15.14a
saütànàrthàya vidhaye  Ragh_1.34a
saüdadhe dç÷am udagratàrakàm  Ragh_11.69d
saüdadhe dhanuùi vàyudaivatam  Ragh_11.28b
saüdar÷ita vahnigateva bhartrà  Ragh_14.14d
saüdaùñabhåyiùñha÷ikhaü kapole  Ragh_16.48b
saüdaùñavastreùv abalànitambeùv  Ragh_16.65a
saüdhàya laşkàdhipatiş pratasthe  Ragh_6.62d
saüdhir dhruvaş saünamatàm arãõàm  Ragh_18.34d
saüdhyà pràtipadeneva  Ragh_1.82*c
saüdhyà pràtipadeneva  Ragh_5.57*c
saüdhyàbhrakapiùas tatra  Ragh_12.28a
saüdhyeva ÷a÷inaü navam  Ragh_1.83d
saüdhyodayaş sàbhra ivaiùa varõaü  Ragh_16.58c
saünidhau dyutimatas taponidher  Ragh_11.48c
saünipàtya puraukasaş  Ragh_15.75b
saüpatsyate te manasaş prasàdaş  Ragh_14.76d
saüpado me niràpadaş  Ragh_1.64d
saüpadvinimayenobhau  Ragh_1.26c
saüpàdya pàõigrahaõaü sa ràjà  Ragh_7.29b
saüpàdya pàtakaviluptadhçtir nivçttaş  Ragh_9.82b
saüprasthito vàcam uvàca kautsaş  Ragh_5.32d
saüprasnutàbhyàü padavãü stanàbhyàü  Ragh_7.10*c
saüpràpur evàtmajavànuvçttyà  Ragh_7.45c
saübaddha vaikhànasakanyakàni  Ragh_14.28b
saübadhnatà kàijaneùu doùàş  Ragh_16.52c
saübandham àbhàùaõapårvam àhur  Ragh_2.58a
saübandhinaş sadma samàsasàda  Ragh_7.16d
saübandhino me praõayaü vihantum  Ragh_2.58d
saübhàvayaty ànanam àyatàkùi  Ragh_13.16b
saübhàvayaty uttarakosalànàm  Ragh_13.62d
saübhàvayaty utpalapattrasàràm  Ragh_6.42d
saübhàvayàm àsa gçhais tadãyaiş  Ragh_16.40d
saübhàvito mauliparigrahàt saş  Ragh_18.38b
saübhàvya tadva¤citavàmanetrà  Ragh_7.8b
saübhàvya bhartàram amuü yuvànaü  Ragh_6.50a
saübhàvya bhàvã sa sakhà maghonaş  Ragh_18.31b
saübhçte ÷ikhini gåóham àdadhuş  Ragh_19.54d
saübhçtais tãrthavàribhiş  Ragh_17.10b
saübhramo 'bhavad apoóhakarmaõàm  Ragh_11.25c
saümardas tatra majjatàm  Ragh_15.101b
saümãlayanto vivçtànanatvàt  Ragh_13.10b
saümocitaş sattvavatà tvayàhaü  Ragh_5.56a
saümohanaü nàma sakhe mamàstraü  Ragh_5.57a
saüyokùyase svena vapurmahimnà  Ragh_5.55c
saüyojayàü vidhivad àsa sametabandhuş  Ragh_16.86c
saürakùitàü tvàm iva lakùmaõo me  Ragh_13.65d
saürabdhasiühaprahçtaü vahanti  Ragh_16.16d
saürambhaü maithilãhàsaş  Ragh_12.36a
saürambho hi mahàtmanàm  Ragh_4.64d
saüruddhaceùñasya hetuş  Ragh_2.43a
saülakùyate na cchiduro 'pi hàraş  Ragh_16.62d
saüvardhayantã svabalànuråpaiş  Ragh_14.78b
saüvardhitànàü sutanirvi÷eùam  Ragh_5.6b
saüvardhitàrtdhaprahitena dãrghàn  Ragh_5.45*c
saüvardhitoraşsthalatàrahàraş  Ragh_5.52d
saüvidhàtuü tathàrhasi  Ragh_1.72b
saüviùñaş ku÷a÷ayane ni÷àü ninàya  Ragh_1.95d
saüve÷àya vi÷aüpatim  Ragh_1.93b
saüsad a÷rumukhã babhau  Ragh_15.66b
saüsàram iva nirmamaş  Ragh_12.60d
saüsçjyate sarasijair aruõàm÷ubhinnaiş  Ragh_5.69b
saüsçjyate sarasijair aruõàü÷ubhinnaiş  Ragh_5.69*b
saüskàràş pràktanà iva  Ragh_1.20d
saüståyamànaş prathamena dhàtrà  Ragh_13.6b
saühàravikùepalaghukriyeõa  Ragh_5.45a
saühçtya lokàn puruùo 'dhi÷ete  Ragh_13.6d
sà kilà÷vàsità caõóã  Ragh_12.5a
sàketanàthaü vidhivac cakàra  Ragh_18.36d
sàketanàryo '¤jalibhiş praõemuş  Ragh_14.13d
sà ketumàlopavanà bçhadbhir  Ragh_16.26a
sàketopavanam udàram adhyuvàsa  Ragh_13.79d
sàkùàt patitve vçtam abhayanandan  Ragh_16.24d
sàkùitàü ÷i÷iraràtrayo yayuş  Ragh_19.42d
sàïgaü ca vedam adhyàpya  Ragh_15.33a
sà cakàràïgaràgeõa  Ragh_12.27c
sà cårõagauraü raghunandanasya  Ragh_6.83a
sà cedànãü pracetasaş  Ragh_1.80b
sà tasya karmanirvçttair  Ragh_17.18c
sàtirekamadakàraõaü rahas  Ragh_19.12a
sà tãrasopànapathàvatàràd  Ragh_16.56a
sà daùñanãvàrabalãnihiüsraiş  Ragh_14.28a
sà durnimittopagatàd viùàdàt  Ragh_14.50a
sà durvàraü katham api parityàgaduşkhaü viùehe  Ragh_14.87d
sàdç÷yapratikçtidar÷anaiş priyàyàş  Ragh_8.92c
sàdhanãyeùu vastuùu  Ragh_17.67d
sàdhayeyur na saügatàş  Ragh_17.38d
sàdhu dçùña÷ubhagarbhalakùaõà  Ragh_19.55c
sàdhu yàmy aham avighnam astu te  Ragh_11.91a
sàdhånàm ubhayaü samam  Ragh_15.94*d
sàdhor hçdayam enasà  Ragh_10.40d
sàdhyaü tvàü prati kà kathà  Ragh_10.29d
sàdhvãm api tyaktavato nçpasya  Ragh_14.86b
sàdhvãü sumitràtanayo vihàsyan  Ragh_14.51b
sà nãyamànà ruciràn prade÷àn  Ragh_14.48a
sànugraho bhagavatà mayi pàtito 'yam  Ragh_9.80b
sànujaş pitçsakhasya ràghavaş  Ragh_11.10b
sànujo 'gnipuraşsaraş  Ragh_15.98b
sànuplavaş prabhur api kùaõadàcaràõàü  Ragh_13.75a
sànubandhàş kathaü na syuş  Ragh_1.64c
sàndrãkçtaş syandanavaü÷acakraiş  Ragh_7.39b
sàndre rajasy àtmaparàvabodhaş  Ragh_7.41d
sàpi praõayavaty àsãt  Ragh_10.58a
sà pauràn paurakàntasya  Ragh_12.3a
sà bàõavarùiõaü ràmaü  Ragh_12.50a
sà bibhratã ÷à÷vatam aïgaràgam  Ragh_14.14b
sàbhåd ràmà÷rayà bhåyo  Ragh_12.35c
sàmagryam iva candramàş  Ragh_17.30d
sàmadànavidhibhedavigrahàş  Ragh_11.55c
sàmantasaübhàvanayaiva dhãraş  Ragh_5.28c
sà manduràsaü÷rayibhis turaügaiş  Ragh_16.41a
sàmànyadhàtrãm iva mànasaü me  Ragh_13.62c
sàmibhuktaviùayàş samàgamàş  Ragh_19.16d
sà muktakaõñhaü vyasanàtibhàràc  Ragh_14.68c
sàyakàs tasya dhanvinaş  Ragh_17.38b
sà yatra senà dadçùe nçpasya  Ragh_16.29c
sàyam à÷ramataruùv agçhyata  Ragh_11.33b
sàyaü pratudvrajed api  Ragh_1.90d
sàyaü mçgàdhyàsitavedipàr÷vaü  Ragh_14.79c
sàyaü saüyaminas tasya  Ragh_1.47c
sàyaü saüyaminas tasya  Ragh_1.48c
sà yåni tasminn abhilàùabandhaü  Ragh_6.81a
sàrato 'yam atha và kçtaü girà  Ragh_11.41b
sàrathyaü pratipadyate  Ragh_10.41d
sàrasaiş kalanirhràdhaiş  Ragh_1.41c
sàrthàş svairaü svakãyeùu  Ragh_17.64c
sàlaktakau bhåpatayaş prasiddhair  Ragh_18.41c
sà luptasaüj¤à na viveda duşkhaü  Ragh_14.56a
sà vakranakhadhàriõyà  Ragh_12.41a
sàvalambagamanà mçdusvanà  Ragh_19.50b
sà vibhor vadanodgatà  Ragh_10.38b
sà vyatyagàd anyavadhår bhavitrã  Ragh_6.52b
sà ÷årasendàdhipatiü suùeõam  Ragh_6.45a
sà sapuùpajalavarùibhir ghanaiş  Ragh_11.3d
sà sàdhusàdhàraõapàrthivarddheş  Ragh_16.5a
sà sãtàm aïkam àropya  Ragh_15.84a
sà sãtàsaünidhàv eva  Ragh_12.33a
sà svakànabhuvaü na kevalàm  Ragh_11.19b
sàhaü tapaş såryaniviùñadçùñir  Ragh_14.66a
sàhàyakam upeyivàn  Ragh_17.5b
sà hi rakùaõavidhau tayoş kùamà  Ragh_11.6d
sàüdhyamegharudhiràrdravàsasaş  Ragh_11.60b
sàünidhyayogàt kila tatra ÷acyàş  Ragh_7.3a
sàünidhyaiş pratimàgataiş  Ragh_17.36d
sàüyugãnam abhinandya vikramam  Ragh_11.30b
sikatàbhyo 'pi hi paràü  Ragh_15.22c
siktaü svayam iva snehàd  Ragh_1.70c
sitavàlavyajanair jagàma ÷àntim  Ragh_9.66d
siddhà÷ramaü ÷àntam ivaitya sattvair  Ragh_6.46c
siddhimanta iva tasya bhåpateş  Ragh_11.55d
sindhutãraveceùñanaiş  Ragh_4.67b
sipràtaraïgànilakampitàsu  Ragh_6.35c
siùeca kàcit payas'' à gavàkùàt  Ragh_7.10*d
siühatvam aïkàgatasattvavçtti  Ragh_2.38d
siühàd avàpad vipadaü nçsiühaş  Ragh_18.35d
siühàsananiùeduùã  Ragh_15.83b
siühàsanasthàn upacàravastu  Ragh_6.1b
siühàsanasthàn nçpatãn apa÷yat  Ragh_6.1*c
siühàsanasya pratipåraõàya  Ragh_18.40b
siühorusattvaü nijagàda siühaş  Ragh_2.33d
sãtàpratyarpaõaiùiõaiş  Ragh_15.85b
sãtàm akùavadhoddhataş  Ragh_12.63b
sãtàyàş saüparigraham  Ragh_15.71d
sãtà vilàpàd viratà vavande  Ragh_14.71b
sãtà satyàü sarasvatãm  Ragh_15.80d
sãtà samutthàpya jagàda vàkyaü  Ragh_14.59a
sãtàsaügama÷aüsini  Ragh_12.90b
sãtàsvahastopahçtàgryapåjàn  Ragh_14.19c
sãtàü màyeti ÷aüsantã  Ragh_12.74c
sãtàü hitvà da÷amukharipur nopayema yad anyàü  Ragh_14.87a
sãteti nàma svam udãrayantã  Ragh_14.5b
sukham etàvad ajasya gaõyatàm  Ragh_8.69b
sukha÷ravà maïgalatåryanisvanàş  Ragh_3.19a
sukhàd avij¤àtagatàrdhamàsàn  Ragh_14.19b
sukhàni so 'bhuïkta sukhoparodhi  Ragh_18.18c
sukhair niùi¤cantam ivàmçtaü tvaci  Ragh_3.26b
sugrãvaü saünyave÷ayat  Ragh_12.58d
sujanmanas tasya nijena tejasà  Ragh_3.15b
sujàtayoş païkajako÷ayoş ÷riyam)  Ragh_3.8d
sutàbhidhànaü sa jyotiş  Ragh_10.2c
sutàv asåta saüpannau  Ragh_15.13c
sutàü tadãyàü surabheş  Ragh_1.81a
sute ÷i÷àv eva sudar÷anàkhye  Ragh_18.35a
suto 'bhavat païkajanàbhakalpaş  Ragh_18.20c
sutau lakùmaõa÷atrughnau  Ragh_10.72a
sudakùiõà daurhçdalakùaõaü dadhau  Ragh_3.1d
sudakùiõàyàü tanayaü yayàce  Ragh_2.64d
sudakùiõà sàkùatapàtrahastà  Ragh_2.21b
sudakùinàsånur api nyavartata  Ragh_3.67d
sudharmànavamàü sabhàm  Ragh_17.27d
sunayanaü nayananditakosalam  Ragh_9.52d
suptamãna iva hradaş  Ragh_1.73d
suptasarpa iva daõóaghaññanàd  Ragh_11.71c
suptotthitàü pràtar an'(?)ådatiùñhat  Ragh_2.24d
subàhau ca bahu÷rute  Ragh_15.36b
sumitràm aicchad ã÷varaş  Ragh_10.56d
sumitrà suùuve yamau  Ragh_10.72b
surakàryodyataü suràş  Ragh_10.50b
suragaja iva gaïgàsaikataü supratãkaş  Ragh_5.75*b
suragaja iva gàïgaü saikataü supratãkaş  Ragh_5.75d
suragaja iva dantair bhagnadaityàsidhàrair  Ragh_10.87a
surataràga pari÷ramanodibhiş  Ragh_9.39b
surata÷ramavàribindavo  Ragh_8.51*a
surata÷ramasaübhçto mukhe  Ragh_8.51a
suradvipànàm iva sàmayonir  Ragh_16.3c
suradvipàsphàlanakarka÷àïgulau  Ragh_3.55b
suradviùa÷ càndramasã sudheva  Ragh_2.39d
surabhigandhaparàjitakesaram  Ragh_9.36b
surabhigandhiùu ÷u÷ruvire giraş  Ragh_9.34c
surabhisaügamajaü vanamàlayà  Ragh_9.26*a
surabhi suravimuktaü puùpavarùaü papàta  Ragh_12.102d
suravadhår avadhåtabhayàş ÷araiş  Ragh_9.20d
surasamàjasamàkramaõocitaş  Ragh_9.18b
surasarid iva tejo vahniniùñhyåtam ai÷am  Ragh_2.75b
suràïganàpràrthitayauvana÷rãş  Ragh_6.27b
suràïganàvibhramaceùñitàni  Ragh_13.42d
suràlayapràptinimittam ambhas  Ragh_16.34c
surendramàtrà÷ritagarbhagauravàt  Ragh_3.11a
suvadanàvadanàsavasaübhçtas  Ragh_9.33a
suvadanàvadanàsavasaübhçtas  Ragh_9.33*a
suvarõapuïkhadyutira¤jitàïgulim  Ragh_3.64b
suvçùtiyogàd iva jãvalokaş  Ragh_18.2c
suvyaktam àrdrapadapaïktibhir àyatàbhiş  Ragh_9.59d
suhçtsamàbhàùaõatatparo 'bhåt  Ragh_6.16d
suhçd ayohçdayaş pratigarjatàm  Ragh_9.9d
suhçda÷ ca puraskçtàn  Ragh_15.86b
såkùmakàryàrthadar÷inà  Ragh_4.13d
såtàtmajàş savayasaş prathitaprabodhaü)  Ragh_5.65c
såtrasyevàsti me gatiş  Ragh_1.4d
sånavo navavadhåparigrahàş  Ragh_11.55b
sånuş sånçtavàk sraùñur  Ragh_1.93c
sånor anudhyàyata cetaseti  Ragh_14.60d
såryakànta iva tàóakàntakaş  Ragh_11.21d
såryasya kumude 'ü÷avaş  Ragh_17.75b
såryàü÷usaüparkasamçddharàgair  Ragh_13.12c
sårye tapaty àvaraõàya dçùñeş  Ragh_5.13c
sçjatã bàùpam ivà¤janàvilam  Ragh_8.35d
sekànte munikanyàbhis  Ragh_1.51a
senàgajendrà vimukhà babhåvuş  Ragh_5.48d
senàïgaü tasya siddhaye  Ragh_15.9b
senànive÷aü tumulaü cakàra  Ragh_5.49d
senànive÷àn pçthivãkùito 'pi  Ragh_7.2a
senànyam àlãóham ivàsuràstraiş  Ragh_2.37d
senà paricchadas tasya  Ragh_1.19a
senàparivçtàv iva  Ragh_1.37d
senà rathodàragçhà prayàõe  Ragh_16.26c
seyaü madãyà jananãva tena  Ragh_13.63a
seyaü svadehàrpaõaniùkrayeõa  Ragh_2.55a
sevàvicakùaõaharã÷varadattahastaş  Ragh_13.69b
sevyamànau sukhaspar÷aiş  Ragh_1.38a
sehe madhumadaü na saş  Ragh_4.61b
sehe 'sya na bhraü÷am ato na lobhàt  Ragh_16.74c
saikataü ca sarayåü vivçõvatãü  Ragh_19.40a
saikatàmbhojabalinà  Ragh_10.70c
sainyaghoùe 'py asaübhramam  Ragh_4.72b
sainyareõumuùitàrkadãdhitiş  Ragh_11.51d
sainyair ayodhyàbhimukhaş pratasthe  Ragh_16.25d
saiva jàyà hiraõmayã  Ragh_15.61d
saivàdiracanàbhavat  Ragh_10.78d
saiùà sthalã yatra vicinvatà tvàü  Ragh_13.23a
soóhàsmi na tvadbhavane vasantã  Ragh_14.63d
soóhum ekam api sa kùaõàtaram  Ragh_19.6b
soóhuü na tatpårvam avarõam ã÷e  Ragh_14.38c
so 'timàtralaghudar÷ano 'bhavat  Ragh_11.80b
so 'tãtya tejasàü vçttiü  Ragh_17.34c
sottaracchadam adhyàsta  Ragh_17.21c
so 'dunot praõayamantharaş punaş  Ragh_19.21d
so 'dhikàram abhikaş kulocitaü  Ragh_19.4a
so 'navekùya bharatàgrajo yataş  Ragh_11.69b
so 'nvajãvad amaràlake÷varau  Ragh_19.15d
so 'pa÷yat praõidhànena  Ragh_1.74a
so 'pasarpair jajàgàra  Ragh_17.51c
sopànaparvàõi vimu¤cad ambhaş  Ragh_16.46b
so 'pi tvadànanaruciü vijahàti candraş  Ragh_5.67d
so 'pibad bakulatulyadohadaş  Ragh_19.12d
so 'bhavat pratinidhir na karmaõà  Ragh_11.13d
so 'bhavad gurur upàgata÷ ca tam  Ragh_11.49*b
so 'bhavad varavadhåsamàgamaş  Ragh_11.56c
so 'bhåt paràsur atha bhåmipatiü ÷a÷àpa  Ragh_9.78c
so 'bhåd bhagnavrataş ÷atrån  Ragh_17.42c
somàrkavaü÷ye naradevaloke  Ragh_6.8b
somodhbavàyàş sarito nçsomaş  Ragh_5.59b
so 'yaü vañaş ÷yàma iti pratãtaş  Ragh_13.53b
so 'rthena sadç÷as triùu  Ragh_17.57d
so 'varodhabhayavepathåttaram  Ragh_19.23d
so 'stram ugrajavam astrakovidaş  Ragh_11.28a
so 'stravrajai÷ channarathaş pareùàü  Ragh_7.60a
so 'ham àjanama÷uddhànàm  Ragh_1.5a
