Yajnavalkyasmrti

PADA INDEX

Input by Muneo Tokunaga, checked by Yasuke Ikari
Based on the edition: Yajnavalkyasmrti of Yogisvara Yajnavalkya 
With the commentary Mitaksara of Vij¤anesvara, Notes, Variant readings, etc. 
Ed. by Narayan Ram Acharya Nirnayasagara Press, Bombay, 1949.



akÃmata÷ kÃmacÃre  Yj_2.162c
ÓÆlÃn Ãropayen narÃn  Yj_2.273d
Óe«aæ caivÃnumÃnya ca  Yj_1.241b
Óe«aæ pÆrvavad Ãcaret  Yj_1.254b
Óe«Ãhobhir viÓudhyati  Yj_3.20b
ÓokatÃæ paramÃæ gatim  Yj_1.266d
Óoïitaæ ÓaÇkhakau tathÃ  Yj_3.93b
Óoïitena vinÃ du÷khaæ  Yj_2.218a
Óodhyasya m­c ca toyaæ ca  Yj_3.32c
Óaucam indriyanigraha÷  Yj_1.122b
Óaucaæ kuryÃd atandrita÷  Yj_1.17d
ÓaucÃkrodhÃpramÃdatÃ  Yj_3.313d
ÓaucÃcÃrÃæÓ ca Óik«ayet  Yj_1.15d
Óauryaæ k«etraæ balaæ tathÃ  Yj_1.265b
Óaulkikai÷ sthÃnapÃlair vÃ  Yj_2.173a
ÓmaÓÃnapatitÃntike  Yj_1.148d
ÓmaÓrukeÓÃ÷ ÓarÅriïÃm  Yj_3.102b
ÓmaÓru cÃsyagataæ danta-  Yj_1.195c
ÓraddhayÃ parayÃ yutÃ÷  Yj_3.192d
ÓraddhÃ ca no mÃ vyagamad  Yj_1.246c
ÓraddhÃpÆtaæ svaÓaktita÷  Yj_1.203d
ÓraddhopavÃsa÷ svÃtantryam  Yj_3.190c
ÓrÃddhakÃlÃ÷ prakÅrtitÃ÷  Yj_1.218d
ÓrÃddhaæ prati ruciÓ caite  Yj_1.218c
ÓrÃddhikaæ pratig­hya ca  Yj_1.146d
ÓrÃdhak­t satyavÃdÅ ca  Yj_3.205c
ÓrÃntasaævÃhanaæ rogi-  Yj_1.209a
ÓrÃvaïyÃæ Óravaïena vÃ  Yj_1.142b
Óriyaæ cÃpnoty anuttamÃm  Yj_1.293d
ÓrÅkÃma÷ ÓÃntikÃmo vÃ  Yj_1.295a
ÓrÅkÃmo mahatÅæ Óriyam  Yj_3.330d
Órutam adhyayanaæ tapa÷  Yj_3.44b
ÓrutÃdhyayanaÓÅlina÷  Yj_1.199b
ÓrutÃdhyayanasaæpannÃ  Yj_2.2a
ÓrutÃbhijanakarmaïÃm  Yj_1.123b
ÓrutÃrthasyottaraæ lekhyaæ  Yj_2.7a
ÓrutijÃtiviÓÃrada÷  Yj_3.115b
Órutism­tyuditaæ samyaÇ  Yj_1.154c
Óruti÷ sm­ti÷ sadÃcÃra÷  Yj_1.7a
Órutvaitad yÃj¤avaklyo 'pi  Yj_3.334a
ÓrutvaitÃn ­«ayo dharmÃn  Yj_3.328a
Óreïayo 'tha kulÃni ca  Yj_2.30b
ÓreïinaigamapÃkhaï¬a-  Yj_2.192a
ÓreyasÃ sukhadu÷khÃbhyÃæ  Yj_3.171a
ÓreyÃn e«Ãæ para÷ para÷  Yj_1.128d
ÓrotavyaÓ ca dvijÃtibhi÷  Yj_3.191d
Órotraæ ca indriyÃïi ca  Yj_3.91d
ÓrotriyÃïÃæ dhanair api  Yj_2.25d
ÓrotriyÃn vÃsayet sadÃ  Yj_1.339d
ÓrotriyÃyopakalpayet  Yj_1.109b
Órotriyebhyo g­hÃïi ca  Yj_1.333d
Órotriyo brahmavid yuvÃ  Yj_1.219b
Órotriyo vedapÃraga÷  Yj_1.111b
ÓrautasmÃrtakriyÃparÃ÷  Yj_2.69b
ÓrautasmÃrtakriyÃhetor  Yj_1.314a
Órautaæ vaitÃnikÃgni«u  Yj_1.97d
Órautraæ smÃrtaæ phalasnehai÷  Yj_3.49c
Óle«masaæghÃtajau stanau  Yj_3.97b
Óle«mÃÓru bÃndhavair muktaæ  Yj_3.11a
Óle«maujasas tÃvad eva  Yj_3.107a
Ólokatrayam api hy asmÃd  Yj_3.331a
ÓlokÃ sÆtrÃïi bhÃ«yÃïi  Yj_3.189c
Óvakro«Â­gardabholÆka-  Yj_1.148a
ÓvaÓuro mÃtulo 'pi vÃ  Yj_1.358b
ÓvaÓrÆÓvaÓuradevarai÷  Yj_1.82b
ÓvaÓrÆÓvaÓuramÃtulai÷  Yj_1.86b
Óvasp­«Âaæ patitek«itam  Yj_1.167d
ÓvÃhimÃrjÃramÆ«akai÷  Yj_1.147b
ÓvitrÅ vastraæ ÓvÃ rasaæ tu  Yj_3.215c
«aÂcatvÃriæÓake 'hani  Yj_2.76d
«aÂpa¤cÃÓac ca jÃnÅta  Yj_3.101c
«aÂ Óle«mÃ pa¤ca pittaæ tu  Yj_3.106a
«aÂ «a¬vaæÓyÃn sahÃtmanÃ  Yj_1.60d
«a¬aha÷ sopavÃsaka÷  Yj_3.315b
«aïmÃsÃc chÆdrahÃpy etad  Yj_3.267c
«a«ÂyaÇgulÅnÃæ dve pÃr«ïyor  Yj_3.86a
«a«Âhe 'nnaprÃÓanaæ mÃsi  Yj_1.12c
«a«Âhe balasya varïasya  Yj_3.80c
«a«Âhe '«Âame vÃ sÅmanto  Yj_1.11c
«o¬aÓartuniÓÃ÷ strÅïÃæ  Yj_1.79a
«o¬aÓÃÇgulakaæ j¤eyaæ  Yj_2.106c
«o¬aÓÃdya÷ païÃn dÃpyo  Yj_2.224c
«ÂhÅvanÃs­kÓak­nmÆtra-  Yj_1.137a
«ÂhÅvanodvartanÃdi ca  Yj_1.152d
sa ÃtmÃ caiva yaj¤aÓ ca  Yj_3.120a
sa eva puru«a÷ para÷  Yj_3.183b
sakalaæ dharmalak«aïam  Yj_1.6d
sa kÃmÃn ÃpnuyÃd imÃn  Yj_1.268b
sakÃmÃsv anulomÃsu na  Yj_2.288a
sa kÃya÷ pÃvayet tajja÷  Yj_1.60c
sakÃÓÃd Ãtmanas tadvad  Yj_3.67c
sakÃæsyapÃtrÃ dÃtavyÃ  Yj_1.204c
sakulyo jananÅ tathÃ  Yj_1.63b
sa kÆÂasÃk«iïÃæ pÃpais  Yj_2.77c
sak­t pradÅyate kanyÃ  Yj_1.65a
sak­t prasi¤canty udakaæ  Yj_3.5a
sak­t sp­«ÂÃbhir antata÷  Yj_1.21d
saktaæ tyaktvÃ tata÷ Óuci÷  Yj_1.195d
saktÆnÃæ prativÃsaram  Yj_3.321b
sakthikeÓÃvamarÓanam  Yj_2.284b
sakhibhÃryÃkumÃrÅ«u  Yj_3.231a
sakhisaæbandhibÃndhavÃn  Yj_1.108d
sa gurur ya÷ kriyÃ÷ k­tvÃ  Yj_1.34a
sagotrÃsu sutantrÅ«u  Yj_3.231c
sagotreïetareïa vÃ  Yj_2.128d
sagaurasar«apai÷ k«aumaæ  Yj_1.187a
saÇgatyÃgena medhayÃ  Yj_3.188b
saÇga÷ sadbhir gira÷ ÓubhÃ÷  Yj_3.156d
sacihnaæ brÃhmaïaæ k­tvÃ  Yj_2.270c
sacailaæ snÃtam ÃhÆya  Yj_2.97a
sa jÃta iti kÅrtyate  Yj_3.69d
sajÃtÃv uttamo daï¬a  Yj_2.286a
sa jÃtisaæsmaratÃm iyÃt  Yj_3.161d
sajÃtÅye«v ayaæ proktas  Yj_2.133a
sa jÃpÅ niyatendriya÷  Yj_3.285d
sa j¤eyas taæ viditveha  Yj_3.109c
sa¬aÇgÃni tathÃsthnÃæ ca  Yj_3.84c
sa tad dadyÃd viplavÃc ca  Yj_2.260c
sa tam ÃdÃya saptaiva  Yj_2.106a
sa talliÇgo 'bhijÃyate  Yj_3.210b
sa tasminn eva lÅyate  Yj_3.180d
sa taæ yatnena pÆjayet  Yj_1.307b
sa tÃn Ãpnoti pu«kalÃn  Yj_1.213d
sa tÃn sarvÃn avÃpnoti  Yj_2.74c
satÃæ yoga÷ pravartate  Yj_3.160d
sati dravye phalapradam  Yj_1.126d
satilaæ dak«iïÃmukha÷  Yj_1.242b
sa tu «aïïavatiæ païÃn  Yj_2.172d
sa tu somagh­tair devÃæs  Yj_1.43a
satk­tasya hi satkriyÃ  Yj_3.299d
satk­tya bhik«ave bhik«Ã  Yj_1.108a
satk­tya vidhipÆrvakam  Yj_1.305d
satk­tyÃnnam akutsayan  Yj_1.31d
satkriyÃnvÃsanaæ svÃdu  Yj_1.109c
sattvaghÃte gh­tÃÓanam  Yj_3.275b
sattvayogÃt parik«ayÃt  Yj_3.160b
sattvayogy am­tÅ bhavet  Yj_3.159d
sattvaæ rajas tamaÓ caiva  Yj_3.182a
satyadharme vyavasthita÷  Yj_2.110b
satyam asteyam akrodho  Yj_3.66a
satyavrataparÃyaïÃ÷  Yj_3.185d
satyasaædhena ÓucinÃ  Yj_1.355c
satyas tadardhika÷ pÃda-  Yj_2.208c
satyaækÃrak­taæ dravyaæ  Yj_2.61c
satyÃm anyÃæ savarïÃyÃæ  Yj_1.88a
satyÃsatyÃnyathÃstotrair  Yj_2.204a
satyena bhava me 'm­tam  Yj_2.110d
satyena mÃbhirak«a tvaæ  Yj_2.108a
satyena hy an­tena ca  Yj_3.170d
satrivratibrahmacÃri-  Yj_3.28c
sa dagdhavya upetaÓ ced  Yj_3.2c
sa dadyÃt prathamaæ gobhi÷  Yj_3.299c
sa dÃnamÃnasatkÃrai÷  Yj_2.189c
sa dÃpya÷ prathamaæ damam  Yj_2.188d
sa dÃpyo damam uttamam  Yj_2.240d
sa dÃpyo damam uttamam  Yj_2.243d
sa dÃpyo dviguïaæ damam  Yj_2.231b
sa dÃpyo '«Âaguïaæ daï¬aæ  Yj_2.82c
sadevÃsuramÃnavam  Yj_1.356b
sadevÃsuramÃnavam  Yj_3.118b
sa devÃæs tarpayed dvija÷  Yj_1.41b
saddÃnamÃnasatkÃrÃn  Yj_1.339c
sadya÷ Óaucaæ vidhÅyate  Yj_3.29d
sadyo vÃ kÃmajaiÓ cihnai÷  Yj_2.283c
sadhÃmÃni prapadyate  Yj_3.168d
sa nÃïakaparÅk«Å tu  Yj_2.241c
sa netuæ nyÃyato 'Óakyo  Yj_1.355a
sann asan sad asac ca ya÷  Yj_3.178d
sapaïaÓ ced vivÃda÷ syÃt  Yj_2.18a
sapiï¬o vÃ sagotro vÃ  Yj_1.68c
sa putro dattako bhavet  Yj_2.130d
saptatriæÓadanadhyÃyÃn  Yj_1.151c
saptamÃd daÓamÃd vÃpi  Yj_3.3a
saptame cÃ«Âame caiva  Yj_3.81c
saptame pa¤came 'pi vÃ  Yj_1.96b
saptarÃtram anÃtura÷  Yj_3.281b
saptar«inÃgavÅthyantar  Yj_3.187a
sapta«a«Âis tathÃ lak«Ã÷  Yj_3.103c
saptÃÓvatthasya patrÃïi  Yj_2.103c
saptÃhena tu k­cchro 'yaæ  Yj_3.315c
saptaiva tu purÅ«asya  Yj_3.105c
saptottaraæ marmaÓataæ  Yj_3.102c
sa pradÃpya÷ k­«Âaphalaæ  Yj_2.158c
sabrahmacÃrikÃtmÅya-  Yj_2.85c
sabhika÷ pa¤cakaæ Óatam  Yj_2.199b
sabhyÃ÷ p­thak p­thag daï¬yÃ  Yj_2.4c
sabhyÃ÷ sajayino daï¬yÃ  Yj_2.305c
sabhyai÷ pariv­to 'nvaham  Yj_1.360d
sabhyai÷ saha niyoktavyo  Yj_2.3c
samakÃlam i«uæ muktam  Yj_2.109a
sa mantriïa÷ prakurvÅta  Yj_1.312a
samam e«Ãæ vivÅte 'pi  Yj_2.160c
samartha÷ kÃryanirïaye  Yj_2.10d
samavÃyÅ tu puru«o  Yj_3.125c
samavÃyena vaïijÃæ  Yj_2.259a
samastasya ca tasya ca  Yj_3.53d
samastair evam eva tu  Yj_3.191b
samÃjotsavadarÓanam  Yj_1.84b
samÃdatte m­«Ã vadan  Yj_3.284d
samÃptavaradak«iïai÷  Yj_1.359d
samÃpte 'rthe ­ïÅ nÃma  Yj_2.86a
samÃpya vedaæ dyuniÓam  Yj_1.145c
samÃmÃsatadardhÃhar-  Yj_2.6c
samÃmÃsatadardhÃhar-  Yj_2.85a
samÃ vÃ gurutalpaga÷  Yj_3.260b
samÃvi«Âo bhramann iha  Yj_3.140b
samudgaparivartaæ ca  Yj_2.247a
samudbhÆto hutÃÓana÷  Yj_1.341b
samudrag­habhedak­t  Yj_2.232d
samÆhakÃrya ÃyÃtÃn  Yj_2.189a
samÆhakÃryaprahito  Yj_2.190a
samÆhahitavÃdinÃm  Yj_2.188b
samÆhahitavÃdinÃm  Yj_2.191d
sam­ddhiæ mukhyatÃæ Óubham  Yj_1.265d
same«u guïinÃæ tathÃ  Yj_2.78b
same«v evaæ parastrÅ«u  Yj_2.214a
sammitÃni durÃcÃro yo  Yj_1.180c
samyak tu daï¬anaæ rÃj¤a÷  Yj_1.357c
samyakprayuktÃ÷ sidhyeyur  Yj_1.346c
samyaksaækalpaja÷ kÃmo  Yj_1.7c
samyag vadhyÃæÓ ca ghÃtayet  Yj_1.359b
sa rÃjaso manu«ye«u  Yj_3.138c
sargÃdau sa yathÃkÃÓaæ  Yj_3.70a
sarvakartavyatÃs tathÃ  Yj_1.331d
sarvakÃmaphalai÷ Óubhai÷  Yj_1.47b
sarvakÃmÃæÓ ca dehi me  Yj_1.291d
sarvakÃrye«u caiva tam  Yj_3.294d
sarvago 'pi na vedanÃm  Yj_3.130d
sarvata÷ pratig­hïÅyÃd  Yj_1.216c
sarvata÷ sarvadÃ haret  Yj_2.166d
sarvadÃnÃdhikaæ yasmÃt  Yj_1.335c
sarvadharmabahi«k­ta÷  Yj_1.93d
sarvadharmabahi«k­tÃ÷  Yj_1.38b
sarvadharmamayaæ brahma  Yj_1.212a
sarvapÃpaharÃ hy ete  Yj_3.308c
sarvapÃpÃpanuttaye  Yj_3.305b
sarvabhÆtahita÷ ÓÃntas  Yj_3.58a
sarvabhÆtÃtmadarÓanam  Yj_3.157b
sarvam annam upÃdÃya  Yj_1.242a
sarvam Ãnantyam aÓnute  Yj_1.261b
sarvayoni«u dehinÃm  Yj_3.132d
sarvavarïe«v ayaæ vidhi÷  Yj_2.136d
sarvasattvahite rata÷  Yj_3.48d
sarvasya prabhavo viprÃ÷  Yj_1.199a
sarvasvaharaïaæ k­tvÃ  Yj_2.187c
sarvaæ mantram udÅrayet  Yj_1.136b
sarva÷ sÃk«Å saægrahaïe  Yj_2.72c
sarvÃu«adhai÷ sarvagandhair  Yj_1.278a
sarvÃn kÃmÃn avÃpnoti  Yj_1.181a
sarvÃrambhavivarjitÃ÷  Yj_3.187d
sarvÃÓrayÃæ nije dehe  Yj_3.143a
sarvÃæl lokÃ¤ jayed g­hÅ  Yj_1.158d
sarvÃæÓ ca grÃmavÃsina÷  Yj_1.172d
sarve ca vanagocarÃ÷  Yj_2.150d
sarve 'mÅ Óuddhihetava÷  Yj_3.31d
sarve vÃ syu÷ samÃæÓina÷  Yj_2.114d
sarve«Ãæ dharmasÃdhanam  Yj_1.122d
sarve«v arthavivÃde«u  Yj_2.23a
sarve sarvÃsu jÃti«u  Yj_2.38d
sarve sarve«u vÃ sm­tÃ÷  Yj_2.69d
salilaæ pÃvanaæ pibet  Yj_3.306b
salilaæ bhasma m­d vÃpi  Yj_1.189c
salilaæ Óuddhir ete«Ãæ  Yj_3.60c
savatsÃromatulyÃni  Yj_1.206a
savanaæ spandanÃt purÃ  Yj_1.11b
savarïaæ kÃmata÷ Órayet  Yj_1.67d
savarïa÷ Órotriyo vara÷  Yj_1.55b
savarïÃyÃæ vibhÃgabhÃk  Yj_2.122b
savarïÃsu vidhau dharmye  Yj_1.88c
savarïebhya÷ savarïÃsu  Yj_1.90a
savikÃra udÃh­ta÷  Yj_3.183d
savitÃraæ savaidyutam  Yj_3.193d
savi«aæ saæprapÃtanam  Yj_3.223b
sa v­ddhyÃ dÃpayed dhanam  Yj_2.61b
savyÃjakrayavikrayÅ  Yj_2.262d
savyÃh­tikÃæ gÃyatrÅæ  Yj_1.239a
savyena parig­hya ca  Yj_1.284d
savye nyasyottaraæ karam  Yj_3.198b
saÓalkÃÓ ca dvijÃtibhi÷  Yj_1.178b
saÓrÅphalair aæÓupaÂÂaæ  Yj_1.186c
sa samutthÃnajaæ vyayam  Yj_2.222b
sa samyakpÃlito dadyÃd  Yj_2.200a
sa sarvasya prabhur yata÷  Yj_2.34d
sa saædigdhamati÷ karma-  Yj_3.152a
sasyaghÃtasya kÃriïÅ  Yj_2.159b
saha yÃ dÅyate 'rthine  Yj_1.60b
saha «a«ÂyÃ Óatatrayam  Yj_3.84d
sahasrakarapannetra÷  Yj_3.119c
sahasraÓÅr«ÃjÃpÅ tu  Yj_3.304a
sahasrÃk«aæ ÓatadhÃram  Yj_1.281a
sahasrÃtmÃ mayÃ yo va  Yj_3.126a
sahÃyariputaskarÃ÷  Yj_2.71b
sa hi somaæ pibed dvija÷  Yj_1.124b
sahaikatrÃvati«Âhate  Yj_1.273d
sahaikÃsanam eva ca  Yj_2.284d
sahopapativeÓmanÃm  Yj_1.164d
sa hy ÃÓramair vijij¤Ãsya÷  Yj_3.191a
saækaÂÃnnaæ ca nÃÓnÅyÃn  Yj_3.15c
saægrÃme deÓaviplave  Yj_3.29b
saægrÃme vÃ hato lak«ya-  Yj_3.248a
saæghÃtaæ lohitodaæ ca  Yj_3.223a
saæcintyaæ daï¬akarmaïi  Yj_2.275d
saæjÅvanamahÃpatham  Yj_3.223d
saætatis tu paÓustrÅïÃæ  Yj_2.39a
saætati÷ strÅpaÓu«v eva  Yj_2.57a
saæto«Å ca bhavet sadÃ  Yj_1.129d
saædigdhalekhyaÓuddhi÷ syÃt  Yj_2.92a
saædigdhÃrthaæ svatantro ya÷  Yj_2.16a
saædi«ÂasyÃpradÃtÃ ca  Yj_2.232c
saædehe vÃ punar haret  Yj_2.107d
saædhinyanirdaÓÃvatsÃ-  Yj_1.170a
saædhiæ ca vigrahaæ yÃnam  Yj_1.347a
saædhyayor ubhayor api  Yj_1.25d
saædhyÃgarjitanirghÃta-  Yj_1.145a
saædhyÃnÅhÃrabhÅti«u  Yj_1.150b
saædhyÃm upÃsya Ó­ïuyÃc  Yj_1.330a
saædhyÃmbustrÅdvijanmana÷  Yj_1.134d
saædhyÃæ prÃk prÃtar evaæ hi  Yj_1.25a
saænirudhyendriyagrÃmaæ  Yj_3.61a
saænirudhyendriyagrÃmaæ  Yj_3.200a
saænyÃso vai dvijanmanÃm  Yj_3.32d
saæpÆjya munayo 'bruvan  Yj_1.1b
saæbandhÃgamahetubhi÷  Yj_2.92d
saæbÃdhaæ kÃruÓilpinÃm  Yj_2.249b
saæbhÆto rasa uttama÷  Yj_3.121b
saæbhÆya karaïÃni ca  Yj_3.148d
saæbhÆya kurvatÃm arghaæ  Yj_2.249a
saæbhÆya vaïijÃæ païyam  Yj_2.250a
saæbhojyÃtithibh­tyÃæÓ ca  Yj_1.105c
saæ mÃ siæcantv anena tu  Yj_3.282b
saæyatendriyatÃ vidyÃ  Yj_3.66c
saæyatopaskarÃ dak«Ã  Yj_1.83a
saæyoge kecid icchanti  Yj_1.350c
saæyojya vÃyunÃ somaæ  Yj_3.122a
saævaseyuÓ ca sarvaÓa÷  Yj_3.295d
saævidaæ laÇghayec ca ya÷  Yj_2.187b
saæviÓet tÆryagho«eïa  Yj_1.331a
saæv­tÃsya÷ suniÓcala÷  Yj_3.199d
saæÓayÃn mÃæ vimocaya  Yj_2.101d
saæsÃraæ pratipadyate  Yj_3.140d
saæsÅdaty animittata÷  Yj_1.274d
saæs­«Âinas tu saæs­«ÂÅ  Yj_2.138a
saæs­«Âo nÃnyamÃt­ja÷  Yj_2.139d
saæsparÓe tu tadardhika÷  Yj_2.215d
saæsp­«Âas tair upasp­Óet  Yj_3.30b
saæsrÃvya pÃyayet tasmÃj  Yj_2.112c
sÃk«iïaÓ ca ta eva hi  Yj_2.202b
sÃk«iïaÓ ca svahastena  Yj_2.87a
sÃk«iïaÓ ceti kÅrtitam  Yj_2.22b
sÃk«iïa÷ pÆrvavÃdina÷  Yj_2.17b
sÃk«iïa÷ ÓrÃvayed vÃdi-  Yj_2.73a
sÃk«iïÃæ tripaïo dama÷  Yj_2.239b
sÃk«imac ca bhaved yad vÃ  Yj_2.94c
sÃk«ivat puïyapÃpebhyo  Yj_2.104c
sÃk«i«Æbhayata÷ satsu  Yj_2.17a
sÃgni÷ sopÃsano vrajet  Yj_3.45d
sÃjyenotsÃditasya ca  Yj_1.277d
sÃttviko devayonitÃm  Yj_3.137d
sÃdayan vijitendriya÷  Yj_1.50b
sÃdhayed yaÓ ca ni«patet  Yj_2.16b
sÃdhÃraïasyÃpalÃpÅ  Yj_2.236c
sÃdhitÃd daÓakaæ Óatam  Yj_2.42b
sÃdhÆn sammÃnayed rÃjÃ  Yj_1.338c
sÃdhyamÃno n­paæ gacchan  Yj_2.40c
sÃdhye kuryÃd yathÃÓrutam  Yj_2.196d
sÃ brÆte yaæ sa dharma÷ syÃd  Yj_1.9c
sÃmagÃyam avicyutam  Yj_3.112b
sÃmantakulikÃdÅnÃm  Yj_2.233a
sÃmantÃ vÃ samagrÃmÃÓ  Yj_2.152a
sÃmantÃ÷ sthavirÃdaya÷  Yj_2.150b
sÃmabÃïÃrtani÷svane  Yj_1.148b
sÃmÃdibhir upakramai÷  Yj_1.345d
sÃmÃni t­ptiæ kuryÃc ca  Yj_1.43c
sÃmÃnyadravyaprasabha-  Yj_2.230a
sÃmÃnyÃrthasamutthÃne  Yj_2.120a
sÃmudrÃ viæÓakaæ Óatam  Yj_2.38b
sÃyaæ pratyarpayet tathÃ  Yj_2.164b
sÃyÃhne 'nabhilak«ita÷  Yj_3.59b
sÃrabhÃï¬aæ ca k­trimam  Yj_2.247b
sÃrasaikaÓaphÃn haæsÃn  Yj_1.172c
sÃri«Âai÷ kutapaæ tathÃ  Yj_1.186d
sÃrdhÃ÷ svedÃyanai÷ saha  Yj_3.103d
sÃrvavedasadak«iïÃm  Yj_3.56b
sÃvadhÃnas tad abhyÃsÃt  Yj_3.112c
sÃvitrÅpatitÃ vrÃtyÃ  Yj_1.38c
sÃvitrÅm aÓucau d­«Âe  Yj_3.279c
sÃÓÅtipaïasÃhasro  Yj_1.366a
sÃhasasteyapÃru«ya-  Yj_2.12a
sÃhasÅ d­«Âado«aÓ ca  Yj_2.71c
sitÃsitÃ÷ karburÆpÃ÷  Yj_3.166c
siddhe yoge tyajan deham  Yj_3.203c
siddhyarthaæ viniyojita÷  Yj_1.271b
siæhatuï¬akarohitÃ÷  Yj_1.177d
sÅdann icched dhanaæ k«udhÃ  Yj_1.130b
sÅmante yac ca mÆrdhani  Yj_1.283b
sÅmÃtikramaïe tathÃ  Yj_2.155b
sÅæno vivÃde k«etrasya  Yj_2.150a
suk­taæ yat tvayÃ kiæcij  Yj_2.75a
sutavinyastapatnÅkas  Yj_3.45a
sutÃnÃæ caiva vikraya÷  Yj_3.236d
sutÃÓ cai«Ãæ prabhartavyÃ  Yj_2.141c
surÃkÃmadyÆtak­taæ  Yj_2.47a
surÃpavratam Ãcaran  Yj_3.258b
surÃpa÷ ÓyÃvadantaka÷  Yj_3.209b
surÃpÃnasamÃni tu  Yj_3.229d
surÃpÅ vyÃdhitÃ dhÆrtÃ  Yj_1.73a
surÃpo nÃtra saæÓaya÷  Yj_3.207d
surÃpo 'nyatamaæ pÅtvÃ  Yj_3.253c
surÃpya ÃtmatyÃginyo  Yj_3.6c
surÃmbugh­tagomÆtra-  Yj_3.253a
surÃæ ca trividhÃm api  Yj_1.288b
suvarïasteyasammitam  Yj_3.230d
suÓÅlÃ vastrasaæyutÃ  Yj_1.204b
susahÃyena dhÅmatÃ  Yj_1.355d
sustha indau sak­t putraæ  Yj_1.80c
sÆkarÅ copajÃyate  Yj_3.256d
sÆk«ma ÃtmÃtmani sthita÷  Yj_3.64d
sÆk«me tu tripalÃ matÃ  Yj_2.179d
sÆtakaæ mÃtur eva hi  Yj_3.18d
sÆtikÃgantukÃdaya÷  Yj_2.163b
sÆryavarcÃ÷ sahasraka÷  Yj_3.119d
sÆryasya cÃpy upasthÃnaæ  Yj_1.22c
sÆrya÷ somo mahÅputra÷  Yj_1.296a
sÆryÃd v­«Âir athau«adhi÷  Yj_3.71b
sÆryodaya upo«itam  Yj_2.97b
s­kkiïÅ parile¬hi ca  Yj_2.13b
s­jaty am­tam uttamam  Yj_3.123b
s­jaty ÃtmÃnam ÃtmÃ ca  Yj_3.148c
s­jaty ekottaraguïÃæs  Yj_3.70c
sekÃd ullekhanÃl lepÃd  Yj_1.188c
setihÃsÃni Óaktita÷  Yj_1.101b
setubhedakarÅæ cÃpsu  Yj_2.278c
setuvalmÅkaniænÃsthi-  Yj_2.151c
setu÷ kalyÃïakÃraka÷  Yj_2.156b
sedhÃgodhÃkacchapaÓallakÃ÷  Yj_1.177b
senÃnyÃ saha cintayet  Yj_1.329d
sevÃnÆpaæ n­po bhaik«am  Yj_3.42c
seha kÅrtim avÃpnoti  Yj_1.75c
seha kÅrtim avÃpnoti  Yj_1.87c
so 'cirÃd vigataÓrÅko  Yj_1.340c
sodayaæ tasya dÃpyo 'sau  Yj_2.254c
sodarasya tu sodara÷  Yj_2.138b
sopakÃre ca hÃpite  Yj_2.59b
sopavÃsas tryahaæ vaset  Yj_1.175d
sopavÃsÃm akiæcanÃm  Yj_3.261d
so 'paviddho bhavet suta÷  Yj_2.132b
so 'pi yatnena saærak«yo  Yj_2.186c
so 'bhiyuktas tam uddharet  Yj_2.28b
somaputro b­haspati÷  Yj_1.296b
somavikrayiïas tathÃ  Yj_1.165d
somasÆryÃæÓumÃrutai÷  Yj_1.194d
soma÷ Óaucaæ dadÃv ÃsÃæ  Yj_1.71a
so«arodakagomÆtrai÷  Yj_1.186a
saunaæ vallÆram eva ca  Yj_1.175b
sauraæ dhÃmopanÅyate  Yj_3.122d
sauvarïarÃjatÃbjÃnÃm  Yj_1.182a
skandhasarvavidÃraïe  Yj_2.227b
skannaæ reto 'bhimantrayet  Yj_3.278b
stanÃntaraæ bhruvor madhyaæ  Yj_3.278c
striyaæ v­ttavatÅæ pati÷  Yj_1.89b
striyo rak«yÃ yata÷ sm­tÃ÷  Yj_1.81d
strÅjitagrÃmayÃjinÃm  Yj_1.163b
strÅïÃæ varam anusmaran  Yj_1.81b
strÅdravyav­ttikÃmo vÃ  Yj_2.281a
strÅdhanaæ parikÅrtitam  Yj_2.143d
strÅnaktamantarÃgÃra-  Yj_2.31c
strÅ ni«edhe Óataæ dadyÃd  Yj_2.285a
strÅpuæsayos tu saæyoge  Yj_3.72a
strÅprasÆÓ cÃdhivettavyÃ  Yj_1.73c
strÅbÃlav­ddhakitava-  Yj_2.70a
strÅbhir bhart­vaca÷ kÃryam  Yj_1.77a
strÅmÃm etÃny api dhruvam  Yj_3.297d
strÅrogivaracakriïÃm  Yj_1.117b
strÅÓÆdraviÂk«atravadho  Yj_3.236a
strÅhiæsÃu«adhajÅvanam  Yj_3.240b
stryÃlokÃlambhavigama÷  Yj_3.157a
sthalÃÇgÃratu«adrumai÷  Yj_2.151b
sthÃnÃny atra ÓarÅrake  Yj_3.98d
sthÃnÃsanavihÃrair vÃ  Yj_3.51c
sthÃne vipravisarjane  Yj_1.252b
sthÃne«u dviguïo dama÷  Yj_2.226d
sthÃne«Ækte«u kartane  Yj_2.229d
sthÃpyaæ k«Åraæ ca m­nmaye  Yj_3.17b
sthÃpyaæ bhadrÃsanaæ tata÷  Yj_1.280d
sthÃlai÷ saha catu÷«a«Âir  Yj_3.85a
sthÃvarasya viÓe«ata÷  Yj_2.176b
sthÃvare«v abhijÃyate  Yj_3.136d
sthÆlÃntraæ guda eva ca  Yj_3.95b
sthairyaæ caturthe tv aÇgÃnÃæ  Yj_3.80a
snapanaæ tasya kartavyaæ  Yj_1.277a
snÃtakÃcÃryapÃrthivÃ÷  Yj_1.110b
